"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e165698e-5a7f-4c94-b00f-d41b6ed9d3e2","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"09bb6d48-54b8-419f-aeff-2ed4760c089f","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations"
"82ea0af4-59f7-47d4-9420-61eb36e4d425","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block A"
"cd9a533c-8f20-456d-9654-2b17a069f052","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings"
"1b201aef-dbb9-4a9d-964d-5661923ed023","Child Concrete - Pre Pour(37a3351c-6c92-59ff-9e57-48aba8f6ec77) -- Reinforcing checked and correct(3253a35a-f604-5216-abf6-5134105ea885): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checklist-sectioned","pass","QA - Concrete Pour","checklist","FALSE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings","Concrete Pour for Area:Block a footingsA12+ to A17"
"37a3351c-6c92-59ff-9e57-48aba8f6ec77","Child Reinforcing checked and correct(3253a35a-f604-5216-abf6-5134105ea885): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings","Concrete Pour for Area:Block a footingsA12+ to A17","Concrete - Pre Pour"
"275145fe-a91e-4d3f-9308-d2053a99f4c3","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block D","Unit 34"
"f9e83719-bcc3-52e0-9600-d62c56b8cdec","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 34","Lancom"
"2c1da8f4-219f-593d-bbaa-5acc495d0f72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 34","Lancom","Aluminium installed (inc Angle, doors, glass)"
"184ad7e5-6840-5e32-a939-a11015065351","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 34","Lancom","QA received - Roofers"
"57e9a828-d86e-5841-9c7c-f0c9fb99435f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 34","Builders"
"270a62a3-5924-548c-a182-50670206166c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 34","Builders","Soffit installed, wires penetrating through"
"ac2cbbbd-ad25-5e08-abed-3f40e39c3bba","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 34","Watertight"
"03b74aed-2ca9-5d8a-afa9-3de005eb2cbf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 34","Watertight","Gutters installed"
"bdb85a1f-bab3-5090-90fe-d94ad5c4de95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 34","Watertight","Downpipes installed"
"32311970-c461-5669-af1e-ab1ad810383a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 34","Watertight","QA received"
"7add1294-b3b7-57c7-84fd-2aee96b87d94","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 34","TS Bishop"
"6d9da994-2320-5df4-b331-6a67040c6b56","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 34","TS Bishop","Lights installed"
"6ef58cb9-8181-5845-894c-5747f2849919","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 34","TS Bishop","Cameras installed"
"5bdccdb0-6fea-5f74-9cad-ff26a0c9171d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 34","TS Bishop","QA received"
"ba185c6d-b52f-54bf-91af-f16a681ec8e3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 34","Plastering"
"6a156053-c542-5f8f-8f24-226fc8a80ca1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 34","Plastering","Walls plastered"
"af8b2e1e-31f7-433e-8949-94426d2e5af9","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block D","Unit 35"
"92ef1ac1-6ca1-561b-aa7f-9ef2f2fd015f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 35","Lancom"
"d77fb444-0e6a-512c-a624-b70e3b4b133c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35","Lancom","Aluminium installed (inc Angle, doors, glass)"
"5aae1253-a8e8-5119-96ab-427c65f6cf63","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35","Lancom","QA received - Roofers"
"543c106f-f45f-5388-8f17-52c03862c588","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 35","Builders"
"13a88169-f290-5341-af74-1b96ba990517","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35","Builders","Soffit installed, wires penetrating through"
"70427125-d514-5ddf-b8a4-b5d98bbd087c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 35","Watertight"
"3a28fc32-6d7e-5adb-92c9-4cc180bcbc0b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35","Watertight","Gutters installed"
"4afdb98a-9a8d-57ad-8f26-d24b92f1560e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35","Watertight","Downpipes installed"
"e2eff14e-5958-5fd1-8722-1217817ecbec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35","Watertight","QA received"
"9adcede1-cbe9-5986-8f28-d01e8fdfa56c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 35","TS Bishop"
"7b6306e8-3a88-52ae-98af-49e0f49b3c8c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35","TS Bishop","Lights installed"
"3557d915-b198-56f0-9c4b-47a3b3266e68","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35","TS Bishop","Cameras installed"
"0336c4b9-8b94-5f6d-834a-239ee2f81fe7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35","TS Bishop","QA received"
"2126695f-9c87-518d-a630-6aa19092b8c3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 35","Plastering"
"89776351-0f61-57ae-84e5-264f23837d5a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35","Plastering","Walls plastered"
"897446f3-ab01-4fe5-b614-6ee2b3068963","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block D","Unit 35.1"
"15ff3d3a-b47f-5bfe-8341-e06916fd8a08","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 35.1","Lancom"
"710518ad-1449-59f2-8bfa-0d3ae98403e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35.1","Lancom","Aluminium installed (inc Angle, doors, glass)"
"e3d66467-96cc-5829-9007-48001af35ce8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35.1","Lancom","QA received - Roofers"
"069a1d11-3b0b-54a6-b73c-1091f5aacdf7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 35.1","Builders"
"78d0d0d8-5177-521c-86f9-5fa4e032ad17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35.1","Builders","Soffit installed, wires penetrating through"
"f92a6547-0a79-551f-8ae5-af3336be3593","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 35.1","Watertight"
"91428254-ba2e-570c-8b2c-194078e1f494","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35.1","Watertight","Gutters installed"
"a7bfb0e9-3c1e-5c72-8841-7ebd8bd5dfff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35.1","Watertight","Downpipes installed"
"bac24fa2-0cb3-57b9-8a82-6d55edb465ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35.1","Watertight","QA received"
"9a908578-06c8-5d00-b349-0e46cec20421","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 35.1","TS Bishop"
"43f56195-693a-532c-8d1a-b192c56d2e4b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35.1","TS Bishop","Lights installed"
"cf564264-7344-569f-a494-5312d2806c8d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35.1","TS Bishop","Cameras installed"
"c46af474-469e-5fab-a54d-98525f493265","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35.1","TS Bishop","QA received"
"78bcd591-1769-5bd4-bbe2-93a72dcc60f2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 35.1","Plastering"
"d74a59fc-c0e8-53d8-bd77-6b8beae400b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 35.1","Plastering","Walls plastered"
"1e7eb8a0-2bef-4912-8870-599ced7dcb85","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block D","Unit 36"
"97f3876f-b098-5310-9a62-b106582d368b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 36","Lancom"
"10005b0b-657b-5b24-b052-b1e8c1678586","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36","Lancom","Aluminium installed (inc Angle, doors, glass)"
"00c07544-8f30-5084-b88d-342c48294e7b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36","Lancom","QA received - Roofers"
"e774ea4e-407b-5e82-be5a-677f7d6fea33","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 36","Builders"
"0800ce35-8abc-554b-9078-d908feb9c028","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36","Builders","Soffit installed, wires penetrating through"
"0613f6d6-3cd4-5f83-863c-733a7f68bb33","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 36","Watertight"
"f8e197d2-9a86-5ea7-b0e2-cade0783488f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36","Watertight","Gutters installed"
"2d479939-2651-5df4-bb5b-66713f9890f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36","Watertight","Downpipes installed"
"732f4248-1812-5e76-b86c-8e3d1bd319ec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36","Watertight","QA received"
"73056074-4196-561f-867c-6f35ed79fffe","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 36","TS Bishop"
"50fe0e6a-c1b1-504c-b57e-5ac832af2d97","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36","TS Bishop","Lights installed"
"eaad926e-2bfe-586d-ac1c-384a856c8679","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36","TS Bishop","Cameras installed"
"388439c5-ad75-58ae-ac85-2015dd30e178","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36","TS Bishop","QA received"
"1790e849-0f65-5713-8b28-b30337f6c1b0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 36","Plastering"
"0cd37484-e183-5b60-b2b1-671b4e4c5bdf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36","Plastering","Walls plastered"
"1ba561e9-232e-4268-b867-0fb99ade8026","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block D","Unit 36.1"
"fa6eef65-9c70-5282-842f-ee5ff31d1c6e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 36.1","Lancom"
"e00b869f-4436-5dfb-a1a7-8718fbb26262","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36.1","Lancom","Aluminium installed (inc Angle, doors, glass)"
"4f1dd38a-a1c0-534a-9c87-b8c9ecaea8c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36.1","Lancom","QA received - Roofers"
"f75d01a3-b1f8-541b-b2f1-ad3f69729731","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 36.1","Builders"
"444af748-3b4f-59e9-ae25-1215f91e1d1e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36.1","Builders","Soffit installed, wires penetrating through"
"0cea3d2a-c222-509a-99f1-25b987f5ec33","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 36.1","Watertight"
"c1ae72ff-5763-5055-8d8f-dbdb8cc01436","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36.1","Watertight","Gutters installed"
"e3ddefe2-45af-5004-9c40-8313917fc9bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36.1","Watertight","Downpipes installed"
"c77ac7a4-c7f0-57a4-898b-14de031b78c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36.1","Watertight","QA received"
"84113540-1a74-55c8-8b74-81660ff83b2c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 36.1","TS Bishop"
"53748832-e6e3-5e13-bda8-11de6608ddbf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36.1","TS Bishop","Lights installed"
"9a50ae88-8770-5d30-b592-9dc3eeb2357c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36.1","TS Bishop","Cameras installed"
"acd82593-d2c7-5512-aef6-67df2bd88a08","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36.1","TS Bishop","QA received"
"785de90e-b6aa-5a04-8a38-a4fbd14e4aaf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 36.1","Plastering"
"11e058da-7373-55cc-b6c5-cbfb8d0831cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 36.1","Plastering","Walls plastered"
"f0e5be54-f0e0-42da-ac7d-d5880a5e2439","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block D","Unit 37"
"470bdeef-6224-5fd9-b2fc-7c2e399f8b6c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 37","Lancom"
"d45cbebf-52c5-5854-ae85-58456e038aa9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37","Lancom","Aluminium installed (inc Angle, doors, glass)"
"79884588-1b68-5a3d-9d17-f1201917910f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37","Lancom","QA received - Roofers"
"1a90ad84-d094-5dd8-b850-3f653fe37694","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 37","Builders"
"093c0219-6139-57e6-862e-80db6c7d275f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37","Builders","Soffit installed, wires penetrating through"
"9d48c741-5675-55ca-9a4b-d79936ca7ed7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 37","Watertight"
"8b3f543d-5b11-506c-8895-3820208b0a76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37","Watertight","Gutters installed"
"0e0083a5-be2d-570e-9aed-a5f3bb4b4097","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37","Watertight","Downpipes installed"
"e051dede-ec74-5be5-be96-884ae98db25a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37","Watertight","QA received"
"5b6cb987-0765-516d-82d7-e964166572b0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 37","TS Bishop"
"5e90a092-8973-561c-9359-fd0ca41f54d0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37","TS Bishop","Lights installed"
"0ec67868-92dc-5044-9507-5d3ce0740e54","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37","TS Bishop","Cameras installed"
"4cacd4b4-2d97-528e-9cc2-4e842da772c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37","TS Bishop","QA received"
"0ddc5873-bedf-50e7-9081-8c8b31d1ba38","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 37","Plastering"
"de408c97-c452-50c8-8b03-8b650df5234b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37","Plastering","Walls plastered"
"152cce0f-7230-4fb5-b3e5-6ad7fcf5de2c","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block D","Unit 37.1"
"69502534-17fa-559c-89dc-5af6b923956a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 37.1","Lancom"
"edfb7f0f-e9a9-50a2-9b62-a4a3e03d411f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37.1","Lancom","Aluminium installed (inc Angle, doors, glass)"
"d0b2fe7d-9e7e-5ad0-8525-bd52ad8b7922","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37.1","Lancom","QA received - Roofers"
"4250d711-560a-5f52-9c8f-9ef4ee021c3e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 37.1","Builders"
"4ef7e03b-4fe1-547d-82b4-5b2e761d48b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37.1","Builders","Soffit installed, wires penetrating through"
"4dd88a9b-d43b-5175-921c-2f032908d5a1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 37.1","Watertight"
"d0713177-027d-5aee-80bb-78cb66cdaed7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37.1","Watertight","Gutters installed"
"d29f341f-288c-5d5a-89d4-339fd5a79806","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37.1","Watertight","Downpipes installed"
"751d5919-2160-5828-af17-6d3ed5a90112","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37.1","Watertight","QA received"
"0a9e8c4b-6694-55e5-a4c4-f99a5866e25c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 37.1","TS Bishop"
"2806c04f-4a52-5d9c-b565-af9a4229f44e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37.1","TS Bishop","Lights installed"
"0e084b5d-15e1-59f0-8a52-62c2ad4f8107","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37.1","TS Bishop","Cameras installed"
"a876d4e8-4cb8-59ba-948d-41155717c3a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37.1","TS Bishop","QA received"
"c00fff65-eeca-563f-9373-458e2b9e85f3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 37.1","Plastering"
"daf51b83-11d8-5790-bb9b-eb97613137e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 37.1","Plastering","Walls plastered"
"0c6e044e-ad08-4bed-ab2e-03d84509fbe9","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block D","Unit 38.1"
"0b4b9529-6f23-533f-8806-2c618b08dd07","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 38.1","Lancom"
"a6368e1a-89fd-5e50-8f6c-0c9e3ec7b4f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 38.1","Lancom","Aluminium installed (inc Angle, doors, glass)"
"6f7f2118-2797-5656-b84c-f812ac281193","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 38.1","Lancom","QA received - Roofers"
"fa5ee540-9667-58c8-a4ca-9bf78e356741","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 38.1","Builders"
"aa403d12-d468-5cb4-aea4-acdfd69d8f1e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 38.1","Builders","Soffit installed, wires penetrating through"
"a9206a6d-dcd1-54d2-add5-d9a322d69094","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 38.1","Watertight"
