"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d4cd0c-6ca6-4820-873a-9696a88fa175","","folder-normal","work-in-progress","","step","FALSE","FALSE","Project QA"
"fcbe85ba-d898-4d27-b258-8f1403c64eaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding"
"1f5e1ac6-71f8-4e06-8cb8-41a0d35002c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof"
"44c7b785-d428-4726-ab04-a558e38df940","","checklist-flat","work-in-progress","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Install perimeter edge protection"
"cda6c353-cb47-5f53-8222-394d09bf4856","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wire Up Boards","Commissioning"
"90a8ac64-9dbc-5cb3-b3f1-b59c354971c7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wire Up Boards","SBC QA"
"560e04a6-0158-4b21-9336-da53104d375d","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway"
"3ca2dd5c-23ae-49ab-a99c-186c8407732c","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall"
"3d676365-1b7a-475d-91a1-913fff50c2f6","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Wall Setout"
"9673c4f4-f0ab-55ab-8f2d-a194f31feec3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Wall Setout","Installation Completed"
"cbd4e4ce-11d9-5bc8-83fc-4895b33bce59","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Wall Setout","SubCon QA /Consultant Inspection."
"72fff878-24e7-5550-a18a-92b014084ebc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Wall Setout","Commissioning"
"4ddfd7b6-50c8-5221-8d04-7a5170975698","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Wall Setout","SBC QA"
"58cc5498-240b-4986-adb1-384de148665b","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Wall Construction"
"64baa3de-6bd9-5c5f-b67e-36a18066b183","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Wall Construction","Installation Completed"
"51bd58b3-65e9-5368-afee-750ffd9dc59c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Wall Construction","SubCon QA /Consultant Inspection."
"7258cfa5-82cb-5b3c-82f0-4872984470b6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Wall Construction","Commissioning"
"eefc5dd9-b508-520f-9d03-16f26da85828","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Wall Construction","SBC QA"
"9b866e01-06ee-41bb-8680-18cc03a51de8","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Frame out Dampers"
"e177f80f-7716-5994-a677-573acf188501","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Frame out Dampers","Installation Completed"
"a47a26b9-f5bd-54cb-9db7-ff4ae7e0bfa0","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Frame out Dampers","SubCon QA /Consultant Inspection."
"ce141a99-4ba8-5af7-9e79-dbb28a0a523c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Frame out Dampers","Commissioning"
"e2be5be3-4c20-599c-b94b-d16f7c2aa30a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Frame out Dampers","SBC QA"
"871527ec-573a-4425-96a2-d2eaf0343a05","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","First Fix"
"c34bf9d9-a964-5719-b4c8-d80235a248d8","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","First Fix","Installation Completed"
"82e1eedf-340e-5583-bb00-dbad3c754487","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","First Fix","SubCon QA /Consultant Inspection."
"0b36e388-25c7-5729-ac15-7254bd1c07b4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","First Fix","Commissioning"
"625e7af4-6ebe-52de-8640-f7d769ab625b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","First Fix","SBC QA"
"1eab99aa-ef45-4075-a786-0ec6186573c1","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Council Preline"
"01886255-10ec-5f16-ab81-cb37cd29867c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Council Preline","Installation Completed"
"c5e5317d-eb9f-5d95-8f3d-ed338192299a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Council Preline","SubCon QA /Consultant Inspection."
"d37f65dc-3efe-5a7d-b710-d02faaa2f81a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Council Preline","Commissioning"
"b6282122-8079-5432-a4f5-a1212bc95620","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Council Preline","SBC QA"
"621907fc-30f4-444d-9ba3-4d1a5069ad80","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","13mm GIB Line"
"626e0856-71d2-55ea-9440-e57f19151a35","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","13mm GIB Line","Installation Completed"
"6b1a042b-3f02-5c17-a5ef-b100e1a43352","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","13mm GIB Line","SubCon QA /Consultant Inspection."
"1219279b-8427-51f0-8ea4-743f93a6d77e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","13mm GIB Line","Commissioning"
"e2135247-d7cd-53c5-8eb6-95d36d9c2736","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","13mm GIB Line","SBC QA"
"ff194a02-35d2-4a06-a376-5e26aaddab0d","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Council Postline"
"963a0347-5908-5bc7-a766-6a38996560a9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Council Postline","Installation Completed"
"250b331e-bce2-5f32-a591-c10d94126a10","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Council Postline","SubCon QA /Consultant Inspection."
"45afe70f-991b-5540-9728-03f1cb6240c4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Council Postline","Commissioning"
"fc55c859-18e8-57f7-a178-2a18553563b3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Council Postline","SBC QA"
"7ab06777-0901-4ea0-af34-abf5adafb20f","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Stopping"
"32e43ae4-f4c4-5c5c-86db-aee7b91386b8","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Stopping","Installation Completed"
"f4430bc6-12e8-5c3e-839d-e2a0028db609","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Stopping","SubCon QA /Consultant Inspection."
"bcfc8a0b-593b-5d21-b5d7-6709cc22fe60","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Stopping","Commissioning"
"7a85cc45-1794-5ecc-af19-7270525d9bd6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Stopping","SBC QA"
"ba03dc21-75b6-4c58-8109-15c60c5794e6","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Painting"
"3276b605-7f41-5b4a-a22c-dd79fa390015","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Painting","Installation Completed"
"2510515b-c366-59df-983a-8880234e20bb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Painting","SubCon QA /Consultant Inspection."
"308ffecb-e1f7-5785-8e5f-277e71e658e7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Painting","Commissioning"
"fd5163c5-cc6e-5ae8-bdc8-6895945b1fcd","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Painting","SBC QA"
"83ec45e2-6c12-4ebd-8dbe-00f3302f739b","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Return Damper Install"
"0646fc70-9e4c-596a-bc81-ab593607fcf7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Return Damper Install","Installation Completed"
"db342384-d847-54d6-89b6-7419cdff0aec","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Return Damper Install","SubCon QA /Consultant Inspection."
"731dfa80-91be-5a65-ae12-db92d36e768e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Return Damper Install","Commissioning"
"d9b6da43-2ba8-5976-96da-c67d7a5393fe","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","White Space Wall","Return Damper Install","SBC QA"
"38b1f1aa-b5f2-4ff2-88d2-2cbf99baa883","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards"
"f73388b6-bdfe-4417-80de-68c228596b3e","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Setout DB Cupboards"
"3d16b9f6-3ebb-5961-b3bc-4896497d4908","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Setout DB Cupboards","Installation Completed"
"6c935512-d516-5aa8-baec-6e8a7975de4a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Setout DB Cupboards","SubCon QA /Consultant Inspection."
"d894fbd3-f7bd-5d85-a010-a4c902317763","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Setout DB Cupboards","Commissioning"
"4871d172-8766-5d3a-bf5c-d932612ed267","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Setout DB Cupboards","SBC QA"
"d47f9f28-b46e-4454-a78a-d17563816dc5","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Frame DB Walls"
"5f22f2bb-7520-5366-95b3-cba48dd48ac4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Frame DB Walls","Installation Completed"
"c6694c90-bb39-53aa-af72-254203cb6520","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Frame DB Walls","SubCon QA /Consultant Inspection."
"fff018d3-3e12-5d6f-84c3-18825bac1aaa","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Frame DB Walls","Commissioning"
"0b17482d-6515-5416-8148-a23457e3d78b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Frame DB Walls","SBC QA"
"304e1a7d-0ed5-47dc-9a67-b97b12b9e490","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Council Preline"
"f240d124-50de-54b6-b8ba-dd32042fdae7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Council Preline","Installation Completed"
"52c0d1b1-0fc8-5755-af51-d67f6440fb96","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Council Preline","SubCon QA /Consultant Inspection."
"0c17ef51-e0bf-5517-aff6-819d7735597d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Council Preline","Commissioning"
"e9ec6150-f045-5c53-88a8-d9d7158e0618","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Council Preline","SBC QA"
"f71292be-3aa9-4c21-94dc-f96145cf1da2","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","13mm GIB Line"
"b13d0f24-0acf-53da-aab1-ccfca36cba3a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","13mm GIB Line","Installation Completed"
"d6eb819f-ab8e-50d0-8ade-d65125a4bc63","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","13mm GIB Line","SubCon QA /Consultant Inspection."
"090b9511-0e19-5612-9cfa-6cbf5532aba6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","13mm GIB Line","Commissioning"
"11e43fa0-1bd2-5fcc-98cc-a7818718ddbd","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","13mm GIB Line","SBC QA"
"2a163b69-bc61-40cc-9c57-8e54052f2d4a","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Postline"
"c13e4eec-8e8d-52b9-8991-38f3857be482","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Postline","Installation Completed"
"2b9a0086-d8dd-50cd-997a-41898ee719a9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 5 - AHU Walkway","DB Cupboards","Postline","SubCon QA /Consultant Inspection."
