"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"15daf0f2-1738-4077-ae28-db3c14bb55b9","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up"
"b9e2961c-b8bc-4ca9-ba68-6c7c7217ce4a","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up","Management Plans"
"061c290c-c661-4e8c-9044-17d7e0fa8506","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP327 - Transport of Casings Abut B 88, 89 BTM and 79 Mid"
"377d9605-348b-4272-ba68-d74aedf1726e","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP328 - Transport of Casings Abut B 86, 87 and 85 BTM"
"574d4f86-aa7b-4582-9048-5f17ed666c56","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP329 - Transport of Casings Abut B 79, 80 and 81 BTM"
"f3c3eae6-7120-442c-bfb0-22f5080a3352","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP330 - Transport of Casings Abut B 82, 83 and 84 BTM"
"27e28462-e651-49c1-9c16-e2808d990308","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP650 - Transport of Casings (Pier 16)"
"291ee2ee-45b0-43d9-a2f3-4cb2ddf0f766","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP651 - Transport of Casings (Pier 17)"
"b5681b20-5082-4825-9022-220e63f5caff","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP652 - Transport of Casings (Pier 18)"
"94b961f0-4f57-4737-83c5-2111494d7bb6","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP653 - Transport of Casings (pier 19)"
"9b84f8fa-6154-431b-ae0e-d01d9df86f58","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP654 - Transport of Casings (Abutment B)"
"aaab02f9-09ef-4b9a-a502-7cfb86c2acb7","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP655 - Transport of Casings (Abutment A)"
"c97cb5c4-6871-4947-883e-108ae2a0685b","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP656 - Transport of Casings (Pier 1)"
"1ff83d62-5b56-41ab-ab62-b297b155d428","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP657 - Transport of Casings (Pier 2)"
"c9a8138b-e66d-4e50-9249-88345f530b11","","pass","","folder","TRUE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report"
"4c9fb157-64a9-4ae7-90c2-1ede9287bf22","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 083 - Completion of Fabrication of Casings (Pier 4 - Piles 22-24, Bottoms and Mids)"
"45ef0532-71ae-43c8-8acc-4bc19b448a98","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 084 - Completion of Manufacture of Casings (Pier 4 - Piles 25-27, Bottoms and Mids)"
"7a12253f-243f-4fd6-95ec-69b52c143c1a","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP086 - Completion of Fabrication of Casings (Pier 6 - Piles 34 - 39, Bottoms and Mids - Exc 36)"
"2ef813b2-7cbb-4152-8c02-49aebc2006ce","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP085 - Completion of Fabrication of Casings (Pier 5 - Piles 28 - 33, Bottoms and Mids)"
"0b3f3964-a4db-4df8-a304-faa2a3ce2c1b","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP089 - Completion of Fabrication of Casings - Pier 4 (piles 22-27, Tops)"
"ea534c8e-f1d6-4f21-8878-4374dfd1a3b6","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 096 - Completion of Fabrication of Casings (Piles 28-31, 33-34, Tops)"
"3df15476-4ab5-4fef-bb8e-aea3c7d91b83","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 100 - Completion of Fabrication of Casings (Piles 32, 35, 37, 38, 39 - Tops)"
"c995fab9-fdf0-4343-8f48-a2ebfe6b214b","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 102 - Completion of Fabrication of Casings - Pier 7 (Pile 40, Bottom)"
"5f168b94-ddbf-4b0f-818c-264ab60f5af3","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 104 - Completion of Fabrication of Casings - Pier 7 (Pile 41, Bottom)"
"d55f088f-b2f7-4dec-84c0-4e45a8a99296","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 106 - Completion of Fabrication of Casings - Piers 7 & 8 (Piles 42 & 43, Bottoms)"
"3fe26f16-b413-4cf4-9e80-7c15ba88e537","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 111 - Completion of Fabrication of Casings - Pier 7 (Piles 40, 41, Mids)"
"95186973-a738-458a-94ae-009015123e27","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 113 - Completion of Fabrication of Casings - Pier 8 (Piles 44, 45, Bottoms)"
"04ce6f63-2b0f-4da6-ab85-7ef082849483","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 149 - Completion of Fabrication Pier 5 (Pile 28-31, 33 TOP) + ITP"
"b9225258-9e8f-4f57-8497-eab767f9fe66","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 150 - Completion of Fabrication Pier 6 (Pile 34 TOP) + ITP"
"da78ad93-bf5a-401e-bcfb-cd653fa87221","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 151 - Completion of Fabrication Pier 7 (Pile 40 & 41 TOP, Pile 42 Mid and Top) + ITP"
"2c570add-97e4-428a-a8ca-16674cbd9da4","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 152 - Completion of Fabrication Pier 8 (Pile 43-45 Mid and Top) + ITP"
"753e46a1-83bc-4aa9-a3d3-df8948c2a9a3","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 153 - Completion of Fabrication Pier 9 (Pile 46 and 47) + ITP"
"44c8b63a-dca1-45d9-8ed6-b9fb8f0354fb","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 154 - Completion of Fabrication Pier 9 (Pile 49 Top Mid and Btm, 50 & 51 Btm and Mid ) "
"91a09b87-8c32-48a8-afb3-1fa1c0e0d978","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP159 - Completion of Fabrication Pier 11 (Pile 52)"
"b8cd62c9-be52-4580-8461-aa3055d99664","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP163 - Completion of Fabrication (Pier 11, 53 and 54 BTM)"
"3ecf7c62-6758-403f-89bb-9b9780c4ed8f","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 167 - Completion of Fabrication Pier 11 (Pile 52 to 54) + ITP"
"4565da47-2b0a-42e1-a794-8886d199f384","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 169 - Completion of Fabrication Pier 12 (Pile 55 to 57) + ITP"
"368ace37-05f8-4b20-be29-1b6d774b52fc","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP 171 - Completion of Fabrication Pier 10 (Piles 50 and 51 TOP)"
"3c27182e-c334-4069-bf69-46caf81776ce","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP262 - Completion of Fabrication Pier 13 Piles"
"b928d8ad-00ef-4d00-9333-5afd2fef4cde","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP264 - Completion of Fabrication (Pier 14)"
"e9822fb2-6cf4-467a-b626-d685e72a038b","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP266 - Completion of Fabrication (Pier 15)"
"15796bd7-8292-4eb7-b980-b44fb4dc8412","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP268 - Completion of Fabrication Pier 3"
"d44f37c6-bd05-4ea0-bead-e00c7f111045","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP642 - Completion of Fabrication (Pier 16)"
"dd5f1609-110b-467d-b8f6-46b078cf5520","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP643 - Completion of Fabrication (Pier 17)"
"b95087e9-a181-418c-b792-9f1886f4c5c0","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP644 - Completion of Fabrication (Pier 18)"
"d9477ada-4073-4a36-b579-8df6cc76c9c9","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP645 - Completion of Fabrication (Pier 19)"
"5090d2be-faf9-481c-8487-933e278edada","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP646 - Completion of Fabrication (1.B)"
"5ac3c110-d2da-4b03-acc5-e0204a1977dc","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP647 - Completion of Fabrication (1.A)"
"75e0adff-20cc-49e8-b267-3a943443653e","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP648 - Completion of Fabrication (Pier 1)"
"bd136b25-75e6-4cbf-a673-48e42a1d6bf8","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Fab Data Report","HP649 - Completion of Fabrication (Pier 2)"
"20d9c4ed-dc0b-419f-a4de-0d76f7cf4843","","pass","","folder","TRUE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles "
"daccd03a-5487-4d93-83f9-fb99c63ea8d0","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP 094 - Notification of driving of representative Piles (23, 29, 35)"
"dabea841-538a-46bb-a214-f0cfda4fa4d6","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP 108 - Notification of Driving of Representative Piles - Piles 23 & 35 (Mids)"
"9a09a028-0af3-4bcc-8a6f-4e94472ac66c","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP139 - Notification of Driving Representative Pile 41"
"6562f3dd-b9b3-4d2a-a4a9-ac9b4d0481ba","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP140 - Notification of Driving Representative Pile 44"
"9fef21cf-fe0b-44ab-8e8d-002541a25a94","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP143 - Notification of Driving Representative Pile 47"
"51ad95d7-ce77-41f4-9be9-b5c6e1e7a800","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP144 - Notification of Driving Representative Pile 50"
"96d92a1e-6b8c-461f-91cd-b91422e76664","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP183 - Notification of Driving Representative Pile 53"
"fa00d352-520f-4855-8005-fb84fc675bff","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP220 - Notification of Driving Representative Pile 56"
"a6f06a6e-82ed-47ca-8a2a-70802b70adbc","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP228 - Notification for Driving Representative Pile 59"
"4527324a-c415-4c89-9eae-fe4871b6fb10","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP239 - Notification for Driving Representative Pile 62"
"b73aa6a8-c2a4-4ea5-8e2b-6fce3fb92054","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP241 - Notification for Driving Representative Pile 65"
"9630f060-c500-42d7-9d60-33ef96d4cbe2","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP402 - Notification for Driving Representative Pile 17"
"194c54f3-75cb-4485-9b08-4f608ddcbf7d","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP441 - Driving Representative Pile at Pier B"
"d3ad4bbd-ac2f-44b4-82b3-4d3fa2cd2fab","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP455 - Driving Representative Pile 74 (Pier 18)"
"e4985cf5-2c03-4208-9ac2-09c7ff40eb6b","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP480 - Notification of Driving Representative Pile 71 (Pier 17)"
"d2ffc291-a026-43c8-8642-13e3ffc530a9","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP575 - Notification of Driving Representative Pile 68 (Pier 16)"
"550cd766-a154-4d15-ad16-96669af31681","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP674 - Notification for driving Representative Pile 2 (Abutment A)"
"d1022c3f-1d52-46f8-b698-827f4585ac36","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP683 - Notification for driving Representative Pile 5 (Pier 1)"
"aaf9d04d-c66f-4855-9d1d-ee88f3dc61c1","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP699 - Notification for driving Representative Pile 11 at Pier 2"
"91b2acc1-da4b-40ad-b46d-426f210b97fc","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Representative Piles ","HP796 - Driving of Representative Pile P77 on Pier 19"
"6ae86be7-97be-4dfc-9fe1-5f7f02cc4ca7","","pass","","folder","TRUE","FALSE","Project QA","Bridge QA","1. Piling","Pile Cut Off"
"447066c2-20c8-4f64-947a-7dde418e8b4c","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Pile Cut Off","HP 155 - Pile Cut off after completion of Driving Pier 4"
"33c4565c-df8b-4485-89fd-6543ac1178fa","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Pile Cut Off","HP 156 Pile Cut off after completion of Driving Pier 5"
"44647db2-4a6a-4693-b66f-3664cb285e75","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Pile Cut Off","HP161 -  Pile Cut off after completion of Driving Casing Pier 6"
"3ef3c766-679e-40fb-8bbe-14a29d26bffe","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Pile Cut Off","HP185 - Pile Cut off after completion of Driving Pier 7"
"77e9e58c-ffa8-4fa6-96a7-78831d9dbbe8","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Pile Cut Off","HP190 - Pile Cut off after completion of Driving Pier 8"
"8c342a65-0c3b-47f3-84eb-0d6022703213","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Pile Cut Off","HP269 - Pile Cut off after completion of Driving Pier 9"
"487432f7-1de1-4853-9194-60654a84a5fd","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Pile Cut Off","HP332 - Pile Cut off after completion of Driving Pier 10"
"d73ee6b6-df3c-4edb-80f5-f6bc4ef223f9","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Pile Cut Off","HP349 - Pile Cut off after completion of Driving Pier 11"
