"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"68946fea-33a1-4d64-aa8b-cd6695295f77","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1"
"72f7db51-d00a-4358-b2e0-2fcf16fd4d79","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01"
"34a6c912-8b68-4aef-88e7-8bfd5dbecad8","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor"
"14c27a31-947a-4856-bc57-a90841600708","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)"
"c5174fae-b860-4d09-b1e6-873e1ddd1538","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Common Areas"
"7f5ff510-ae4c-4e2f-b39e-f0664e90f6d9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Common Areas","Lounge 1"
"a3e557b7-c271-4818-b8d1-696e9da0d552","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area F","Fit off"
"3bf227af-e740-435a-9fb5-50abc64ffa2d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lifts 4"
"a076f749-8ea3-492c-9f15-8e945bd9ae4b","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lifts 4","Pre Wire"
"9b90e922-1a87-4d1d-a5e9-9800fb774a8d","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lifts 4","Terminated & Tested"
"1f742f48-166b-4cfe-a736-eaa6242466db","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lifts 4","Fit off"
"04401f23-aa4b-4137-a9d0-d61ff917c3d4","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Laundry"
"30674b22-cedd-4468-9a21-dde45a4fdf0a","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Laundry","Pre Wire"
"80504563-0d7e-43d9-84cb-738d32a9d56e","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Laundry","Terminated & Tested"
"3bf70421-a510-481a-b472-997b379ea328","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Laundry","Fit off"
"1208178d-1bef-4a75-82d8-23cc0d2efc1c","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas"
"c56b8790-55f1-4982-93f2-134f68d68303","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 251A"
"a6317ac3-d54e-4837-bc08-78e5d4dd3c0f","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 251A","Pre Wire"
"ee681507-bdf6-472a-9f5d-9cf6ee3dbc41","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 251A","Install DB"
"432627c8-a23c-4d91-ab32-f9be804d1ef5","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 251A","Fit off"
"7d8d7b53-d880-4b30-9b89-4ec5aaa9cd54","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 252A"
"4bd63227-ea23-40d9-8b4e-6dde5a33cb9b","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 252A","Pre Wire"
"9baeae83-7c4f-45b4-8180-fa2149604878","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 252A","Install DB"
"ce430dde-007c-46ab-9a00-f3020e6a79bc","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 252A","Fit off"
"9fedf971-7aba-4ccf-b1fc-1b23654fbdf3","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 253A"
"5c5b6c45-0d03-4a28-9edf-9fb214014782","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 253A","Pre Wire"
"998cf50a-9fc4-4129-be82-4abe40e6dff4","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 253A","Install DB"
"997a324a-5ada-46cf-aadb-2fb45979abbd","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 253A","Fit off"
"3a2281c7-f739-4408-a453-1f4280b19af4","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 254A"
"87516fba-572c-4ff1-b5b8-e4fbff6215f0","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 254A","Pre Wire"
"6daafa09-286d-49d0-8837-ec55f7725658","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 254A","Install DB"
"d4d62a21-699a-4cbb-aca2-03d56850d36e","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 254A","Fit off"
"223eb942-908b-4eda-93b6-73dd45524619","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 255A"
"999f39ad-f7a2-4444-8a7e-4137bec5c2a0","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 255A","Pre Wire"
"2eb531af-c50e-403c-843c-4cf2bda40463","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 255A","Install DB"
"af70b82e-af9f-4f72-979e-4496b10df96f","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 255A","Fit off"
"f387fe0a-ddf1-4189-9a2b-ac20adae5714","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 256A"
"3fb9b2ab-e272-44ed-b470-413a8ee3579a","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 256A","Pre Wire"
"34253ee7-7da9-453a-9f87-095f798ac1e1","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 256A","Install DB"
"94a8fa31-3075-451f-9d7e-68c69640bd44","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 256A","Fit off"
"981da502-4f9d-4f58-818f-da9827a10ac1","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 257A"
"e6b3c95d-9b63-4c29-b51f-7e0df866f2e2","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 257A","Pre Wire"
"35af4152-eb1d-46a0-8070-9f59bc9c6c4f","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 257A","Install DB"
"b7b4c0e1-98cc-4009-97c0-2d821ac6b9f0","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 257A","Fit off"
"b77aa262-dd95-45cf-b7b5-9d708a734127","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 258A"
"9536d4be-71f6-4f4e-94ff-f383ad1f25b8","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 258A","Pre Wire"
"da72e2be-8506-4c3c-be1e-9050f0de7fb1","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 258A","Install DB"
"03d81375-2ee9-4524-8e46-21ab4ef8bdb1","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 258A","Fit off"
"ce66d884-223a-4d1a-b3b8-192baf411043","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 259A"
"ba3f3d5d-054a-41ad-9eca-c515be899e59","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 259A","Pre Wire"
"56cb11be-2615-4ffb-a3ff-cdb3fc9cbc6f","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 259A","Install DB"
"3676f836-6537-4591-80c2-1a263861d86f","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 259A","Fit off"
"6ece1c37-6e3d-44b7-86ab-9898b88e41f9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 260A"
"57e7453e-9670-44c4-91b5-d2fc913db84f","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 260A","Pre Wire"
"3f258e49-cfcb-44f7-8cbe-9ad152bd6bf6","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 260A","Install DB"
"4f858b71-a93f-4b1a-9f8b-232f17c9e96a","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 260A","Fit off"
"aa2408ff-ae0c-4482-b1a1-646bdd17a950","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 261A"
"6d44b58b-b80f-4756-854f-56d2f8fff773","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 261A","Pre Wire"
"af5cdb8b-b086-4f0a-82ff-dd059c7e36fe","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 261A","Install DB"
"7f8d1182-fc5d-494b-bb9e-2ac136228194","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 261A","Fit off"
"90ab4af8-89ad-4308-a96c-b439a811c7eb","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 262A"
"0c6fe736-4115-4cbf-9640-d4a6b6af911f","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 262A","Pre Wire"
"7513c479-d945-4d85-ae75-0f82dd641673","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 262A","Install DB"
"c7705642-3e17-46b5-8cbc-2ae6c420f040","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 262A","Fit off"
"3e660cc8-574c-4fc4-871c-fe1597d53a40","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 263A"
"c697485d-90d0-4d97-9e51-bbf032cab345","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 263A","Pre Wire"
"e8c06aed-0fcf-4a75-bb6e-aba38f44ead5","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 263A","Install DB"
"bf0b8c0e-3814-4ff6-9f59-3be761ee14b3","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 263A","Fit off"
"81a80fa4-db88-4dae-8a98-99ec1d1be2a7","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 264A"
"f2c3daf4-f0af-4801-99a2-3809ee2b2a8d","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 264A","Pre Wire"
"598ec448-b629-4f98-8d0a-ca7eee929b0d","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 264A","Install DB"
"c9b115d7-5c07-47b8-9af6-2dc3f17ac938","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 264A","Fit off"
"5e51ce94-8358-4a4c-8d51-84f58e23bd99","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 265A"
"48947d51-c68b-46a0-aa33-c32f00efd1f0","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 265A","Pre Wire"
"69477125-5a0f-43a7-8813-89f597b965bb","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 265A","Install DB"
"b1563ea6-ed2b-4906-ae35-8fd32d3f6e96","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 265A","Fit off"
"0ea91023-8e9e-4da4-9f38-896d1d34c51e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 266A"
"c4d6ea5e-3d5b-42ea-921f-7bbb71caa871","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 266A","Pre Wire"
"e9c30605-c3a7-48f7-b3d6-7153db1d4d28","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 266A","Install DB"
"385f5213-434d-4560-91c5-2fe61e720aa3","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 266A","Fit off"
"4c53f7ba-9b98-444c-a9b5-15170dd50b59","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 267A"
"e0b2449a-ee67-4f93-8684-2eae42c5bfcd","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 267A","Pre Wire"
"500a0309-6d1e-452e-a362-cec4d6c5225b","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 267A","Install DB"
"7b2bd2ac-4365-4cba-b380-a9c0a17476f8","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 267A","Fit off"
"4b0a1884-f54d-4f54-bf37-977adf896227","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 268A"
"3d2dc1c5-a592-4ebb-8298-15aa0e492292","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 268A","Pre Wire"
"875de6e3-ef1b-46f2-b340-4655c09e3ec3","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 268A","Install DB"
"55ddcc9a-668f-486a-8c39-dce5fda85802","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 268A","Fit off"
"7b99f9c3-bdbb-4db2-91d5-a66d2293bbb6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 269A"
"8d39959c-136f-4e20-ac9e-8424f169ef74","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Residential Areas","ALS 269A","Pre Wire"
