"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6e936bb5-606b-41a3-82ff-7ee237f22eeb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour"
"1c801ddb-0943-4ac6-937c-c18fa3233f16","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour","Basement - Shotcrete"
"6df189ff-45a9-4710-b129-1dc9ed731a41","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.08"
"ea3b3cf0-2dd7-4b9d-a437-900d4b443b0b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.08","Walls"
"9434a188-bdb8-4219-9057-27f7b930d767","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.09"
"87605acc-72d0-48a6-a86f-5810db89f555","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.09","Walls"
"e0b7d7d0-abc2-411d-9cf3-a6ab2c9e0a21","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.10"
"6e33ac5a-a1aa-480c-aa30-736c062fd40b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.10","Walls"
"3da3480f-d0cd-40ab-a9fb-b82ce6ea5baa","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.11"
"a11d91dd-7a48-46c6-96c7-47e5bcef7514","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.11","Walls"
"9c2cca4e-364d-4015-90a4-cc51a6465435","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.14"
"ba8c2a96-e78c-472d-85b0-eec91e79778b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.14","Walls"
"871699d5-f8e1-4ea0-b2c2-da676355a7a7","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.15"
"c82894cb-11e1-4e4f-9610-128760b2e927","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.15","Walls"
"6ed9331b-fe23-4ca2-ae4f-2ef11bda40b7","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 3"
"27bc6021-9603-44fa-9af1-6d6985accd58","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 3","L3.FO.02"
"74ebec41-b727-46fc-9e79-db69d799bf56","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 3","L3.FO.02","Walls"
"95fa3c20-9850-4427-9b0b-897ff7f72a12","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Stage 3B"
"14ef26e9-d42b-49b3-91d4-a880f9909d0a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Stage 3B","L3.FO.03"
"be9e65be-e743-47fb-828c-08ad063e5a4a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Stage 3B","L3.FO.03","Walls"
"9434750f-5934-4b7f-afa0-1b7992c14bec","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4"
"37496d81-e05c-447a-9a74-3e5c53a5a5a4","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1"
"39975f11-1f1f-449b-bf21-64db07ce61f1","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AD.01"
"b963dbe0-97b7-42be-8501-e73502d74d05","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AD.01","Walls"
"f9271599-c6c6-4372-99d2-a6d6fafa76be","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AD.01","Ceilings"
"3ea62908-37b1-4ad7-bd9d-eddd31e3ffb6","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AD.02"
"b1871669-78b5-4fe8-9f21-284964ee10d3","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AD.02","Walls"
"5ada6b09-d508-47a9-bd36-451d29a9c0d0","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AD.02","Ceilings"
"f81474f5-7206-4195-975f-199646f79e0b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.01"
"657850f1-a3df-4c22-8bea-410554b0ec84","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.01","Walls"
"5115ebe1-44ce-4e7c-be84-480f5d731161","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.01","Ceilings"
"1052b077-18da-424d-b522-7f70f26213d5","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.02"
"1ef02776-4930-4bdf-9830-38e0ab1e0bab","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.02","Walls"
"473cc7ed-1fb8-4686-a227-f4d08a42cff9","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.02","Ceilings"
"0ae40401-4282-4fdf-a30c-94680f09c80a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.03"
"86ddbf5f-5abb-4812-9ec1-88e6aa7020bc","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.03","Walls"
"90be3a17-1815-42e9-897b-58ff828143d7","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.03","Ceilings"
"3c2d402d-3264-4a42-9f66-457bb97d01a9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.04"
"4871441e-b861-4eab-8d4c-68971474dfb1","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.04","Walls"
"fa6a4f3f-5abe-48e8-973d-38429e66c430","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.04","Ceilings"
"647f3cc3-6643-48e0-9df1-9dec457cbe25","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.05"
"b00c3856-61b2-4346-9a40-212848a2323d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.05","Walls"
"a6ba417c-86f5-4529-853c-d726d19c82f1","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.05","Ceilings"
"141682b9-ee07-4258-bbd2-e28193a2d904","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.06"
"a7868590-c78c-4311-8286-e4d49aedd535","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.06","Walls"
"3eb77828-8847-42c7-864f-517007c8cb68","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.06","Ceilings"
"fbe26620-f873-4ed1-9c4d-9f7726852972","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.07"
"331ef482-2504-4955-9d8c-55ed317c4b49","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.07","Walls"
"9e44b275-4f65-4373-9124-afe66cc9c3df","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.07","Ceilings"
"e0c6f116-596f-4d3a-b366-b1b5af260601","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.08"
"c889f071-c0e3-4132-90e0-da9bcbf1ddd8","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.08","Walls"
"9e7089b5-61df-4440-bd22-e2d80dfd9309","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.08","Ceilings"
"fd54aa64-a821-4054-9b73-caa96a4d2026","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.09"
"6d73ad9d-c585-4c76-9060-0a66839f7fa3","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.09","Walls"
"32fe2b0c-1c43-46e6-9b6a-a0cbecc1d6ff","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.09","Ceilings"
"9cde8656-68ee-400b-b8b3-1feefeea1609","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.10"
"969f33fc-54de-431f-a99e-1fff35d306e4","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.10","Walls"
"8c8037f5-68a2-40af-b120-3390714348fd","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.AM.10","Ceilings"
"eb52c62e-97c9-455e-ba3c-5aeb488d63de","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.BH.01"
"77479722-6d3a-4f87-a3cc-d34ff270599b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.BH.01","Walls"
"96bee8fd-16c6-4a6d-b6a7-182148b7a533","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.BH.01","Ceilings"
"698e1b06-aca2-49df-b716-adeadc569dd6","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.BH.02"
"6c620798-3586-4f2f-aaee-16862841db39","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.BH.02","Walls"
"13c1e313-1c3e-4799-9f10-e26205678ad3","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.BH.02","Ceilings"
"3c8d8d25-8baf-4b70-b07b-5dfdb5bc65fd","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.01"
"76283efa-51de-41cb-8091-f89180ffcb26","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.01","Walls"
"1b781f1e-c502-4b0f-a308-828d5e091552","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.01","Ceilings"
"5a418f09-6b41-4530-9742-c78b5910b207","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.02"
"881907b8-cf5b-4108-8a79-62b9ce1ff29e","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.02","Walls"
"e90ba336-88a1-4f2e-9a10-f589e671c9a6","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.02","Ceilings"
"b5d80279-29b7-4497-acc2-44f2237e6353","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.03"
"d11443a1-3b83-43f1-942a-d55eb3150188","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.03","Walls"
"dab9faab-1b94-4923-b692-a6429ac1ca56","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.03","Ceilings"
"7c4c6a88-1475-4838-91fb-39fb42d443ad","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.04"
"b83afaa8-3254-46dd-9ecd-a1c18b69976d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.04","Walls"
"2ff0e5f9-8716-4807-8537-e679ed112bcd","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.CS.04","Ceilings"
"303506eb-7add-4244-a2e0-2002ec5998e7","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.02"
"d2a80852-e3d6-423f-a7cd-b81604790e6c","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.02","Walls"
"3d8cc663-9322-4c58-9345-e53eecd40b68","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.02","Ceilings"
"4542f329-d220-46d9-b366-1c0b2a2f50c8","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.03"
"5c4b4bb5-acda-4ab5-997c-3bd0ce221d52","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.03","Walls"
"e1069e9e-85b5-48ee-8415-fc771b663f14","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.03","Ceilings"
"6f583166-b8f6-4644-b5cf-ec0e1bb8f822","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.04"
"2856401b-cda9-4fc2-898e-b624be678987","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.04","Walls"
"7726ab7c-9e50-42fb-9501-61a35cd22bfe","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.04","Ceilings"
"d5540cee-1a44-446b-977e-04cd4f519ed6","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.SS.01"
"afdda9f9-3286-422f-90bd-a3717b2d3c5e","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.SS.01","Walls"
"ed7b000b-7852-4770-ae30-4af6e5293dde","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.SS.01","Ceilings"
"59494d90-d968-412f-bf7d-95eb9f890ade","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.SV.02"
"609e1088-cd3c-4647-abc9-4b4db58c1d26","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.SV.02","Walls"
"d751900b-4c04-45b2-858e-5e358c298060","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.SV.02","Ceilings"
"16a14fa9-5fae-49da-8339-168ef94f6bb0","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.05"
"9e6d74d5-e25a-4691-9488-fa909888e3ec","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.05","Walls"
"c203865a-0f21-451a-acee-08924caec8a3","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 1","L4.PC.05","Ceilings"
"5ea5970f-447d-439c-b17f-2af224e790db","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2"
"3f8be52d-72bf-4ce6-b07f-5cb2a149da76","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.PC.01"
"d3cafb69-fdda-4e82-8e93-dfe57ea88199","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.PC.01","Walls"
"19553b72-435b-4982-8bc3-f0a6bb129c90","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.PC.01","Ceilings"
"ee7eb262-048d-4a73-95b1-2a5c768e5b79","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.PC.06"
"7a26d828-32aa-4f0d-a5b7-35306b49a68c","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.PC.06","Walls"
"de7ce150-ca80-43b5-8eb7-05d646c69b81","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.PC.06","Ceilings"
"10a479c1-0fbe-419e-b8d1-06d4fbff37a1","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.SS.02"
"9421699d-439c-4546-9380-d2228158a781","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.SS.02","Walls"
"9d5a7974-580b-45e8-9b84-ded71f09c4ca","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.SS.02","Ceilings"
"cbc45a70-fdd3-4342-b277-3315406763a7","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.SV.01"
"9f775e0f-44dd-47f4-bfdf-18c1a7db93fe","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.SV.01","Walls"
"6a11d210-66f2-4581-8489-2743d9627e34","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.SV.01","Ceilings"
"dc201311-bcd1-4260-bec0-fe2181b691b4","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.SV.03"
"63a66f90-4a19-4689-9f67-9c840dc2cac2","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.SV.03","Walls"
"e91094cd-e9fa-49d3-9a0d-8622d8851071","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 4","Zone 2","L4.SV.03","Ceilings"
