"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Welder Certificates"
"146e238b-3017-4bf6-956c-4d5f0a72ff59","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Calibrations & Conformity"
"00563a5c-4b02-4e95-9d5f-8cbd2c39a5bf","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Serial Numbers"
"d1532e47-1b04-43ad-8001-12fb6c49ddb8","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast "
"24eca42d-d299-4b34-903f-0909d118411c","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Goodburn Spark Tester"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings."
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25"
"0989444a-7d29-4efb-8da1-6b608a072544","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3926 to 3950","Welding Record - Phase 1"
"18487976-dafa-4e5a-93b0-e9190c34996f","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3926 to 3950","Welding Record - Phase 2"
"566f1b7e-22ea-4e7b-a2ba-af762435e7f9","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3926 to 3950","Electronic Testing - Phase 1"
"79053230-e87f-4184-b0da-dd15678969dd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3926 to 3950","Defect Repair"
"9927dc6a-1529-4d38-bac9-51264a963967","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3951 to 3975"
"3fe38d8c-5ab2-4d09-9533-a1dc130b46b3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3951 to 3975","Prestart"
"ad4bf899-93e4-4389-9a75-ce89b9653ac1","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3951 to 3975","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"4af1d040-d987-44f2-a758-f5c6bef2cf63","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3951 to 3975","Welding Record - Phase 1"
"4eaeb09e-68bc-49d8-b261-1fc5b270aa79","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3951 to 3975","Welding Record - Phase 2"
"d1edcae0-d5ed-4f71-8454-add82171d08a","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3951 to 3975","Electronic Testing - Phase 1"
"e688255c-8835-4303-8191-f5d8fa3a4b18","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3951 to 3975","Defect Repair"
"567e7c18-506a-417c-93a6-341d7c440ad9","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3951 to 3975","Daily Prestart - Date:21/6/23"
"fe1e32e4-d045-4213-b975-f63f4f99637f","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3951 to 3975","Daily Prestart - Date:22/6/23"
"62106456-8faa-43d2-a179-f46c547e434e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3976 to 4000"
"fc63795f-b878-4f2c-a1c3-52240386add6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3976 to 4000","Prestart"
"0680e113-2fde-4a2e-a681-5edba6267c50","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3976 to 4000","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"a7cbb016-eb9a-4781-bbd0-202f70f3ec6e","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3976 to 4000","Welding Record - Phase 1"
"34f4bfd2-74bb-4c64-af3f-8f9c6b5c7dfa","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3976 to 4000","Welding Record - Phase 2"
"23c01876-9ee3-4671-8a25-1679f7ba825e","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3976 to 4000","Electronic Testing - Phase 1"
"c2df67fa-9ccd-4c90-9ef3-6fec7a16202d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3976 to 4000","Defect Repair"
"b981d205-b939-4928-a6e7-83f8b1391438","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3976 to 4000","Daily Prestart - Date:23/6/23"
"13d2b184-9e78-4c76-a484-0f7643be72ac","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500"
"4874da3e-9681-48ba-96f9-873aadf33c8f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4001 to 4025"
"9cf7e8f7-3492-4218-b8c7-93a8b830dc03","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4001 to 4025","Prestart"
"63cdeaf2-2f92-4f92-9a2d-c8134cc51633","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4001 to 4025","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"4c84e3d5-c9f8-48b9-9484-6ede68a6ebb6","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4001 to 4025","Welding Record - Phase 1"
"7f17138c-468d-44c9-afc7-42d39e35d5e7","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4001 to 4025","Welding Record - Phase 2"
"c0c0705a-fa08-4fe9-a568-fe48c07bb4ca","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4001 to 4025","Electronic Testing - Phase 1"
"0b49901b-b836-4e5e-816e-67d3b23461f6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4001 to 4025","Defect Repair"
"65ef34a3-d10c-4cd3-83a7-db31aced3417","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4026 to 4050"
"e1efb8cf-0747-4cac-95db-88c1be4e7d8e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4026 to 4050","Prestart"
"9c5d01c7-af1a-4fcd-b146-c789612a4ee0","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4026 to 4050","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"7743f845-fe4e-406b-9284-9d2e41cd31b0","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4026 to 4050","Welding Record - Phase 1"
"372bd799-6c2a-4d34-bf57-57d8aa82192a","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4026 to 4050","Welding Record - Phase 2"
"b669eb33-cca0-42f4-bfbe-f62612a6ee77","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4026 to 4050","Electronic Testing - Phase 1"
"b2f4add7-1bf8-4638-bf9f-cfbc910a3a41","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4026 to 4050","Defect Repair"
"b70777ed-1621-4dac-ab34-545a94971bb8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4051 to 4075"
"0021b052-87c7-4185-93c7-011ce12219b6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4051 to 4075","Prestart"
"c9982b86-1ec9-43b5-a7fc-aab588cd90e0","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4051 to 4075","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"a97114bc-cb66-4501-9442-9bdd7cd7e6af","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4051 to 4075","Welding Record - Phase 1"
"8118ec5a-9b9d-4880-a288-61937248b7ad","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4051 to 4075","Welding Record - Phase 2"
"cba40b53-ed90-4642-9fc3-f8c5056b545e","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4051 to 4075","Electronic Testing - Phase 1"
"4354bb27-7d93-4f77-8051-eeb230f5eb21","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4051 to 4075","Defect Repair"
"6ad24ba5-035b-4d68-858c-02cdf6817f6b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4076 to 4100"
"cbf828c3-89c1-4cbc-981d-6fdabb94a53c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4076 to 4100","Prestart"
"b1a1304b-b421-4676-8e41-40b7fb40b33c","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4076 to 4100","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"2a58e64c-f6f2-4f41-9fa7-f25ff4c4f720","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4076 to 4100","Welding Record - Phase 1"
"a994be26-c2e8-4f48-829c-29fa46f79530","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4076 to 4100","Welding Record - Phase 2"
"d9e009b7-b89c-4585-92e9-5b0982226897","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4076 to 4100","Electronic Testing - Phase 1"
"7681b4b6-3a59-4438-8c30-b9fc2b10cee8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4076 to 4100","Defect Repair"
"78b6304a-6099-4eb8-9e17-baeb98935250","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4101 to 4125"
"11de1310-8868-4564-b3a6-b6e9f91f779d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4101 to 4125","Prestart"
"7399993a-8134-4907-861e-1cfb4694bd04","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4101 to 4125","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"e9c2183c-6fab-4cc4-b9aa-78b66f82577b","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4101 to 4125","Welding Record - Phase 1"
"f2ea9079-8584-4e2b-a986-8abe8374e232","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4101 to 4125","Welding Record - Phase 2"
"bd28e49e-d807-470c-baf4-970a190a3ccb","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4101 to 4125","Electronic Testing - Phase 1"
"e960f77e-47e3-42a2-aabe-bf7a271fe9e5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4101 to 4125","Defect Repair"
"2e97f99d-e2b0-4bb8-abb0-80f24e05e36f","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4101 to 4125","Daily Prestart - Date:4/7/23"
"deefbf1f-6c03-4ee5-bfd2-e7784af03d5b","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4101 to 4125","Daily Prestart - Date:5/7/23"
"67bee916-13e0-4b63-91ba-c6b17c7e9c00","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4126 to 4150"
"cf09a9d2-b26e-42d9-990b-becf2484a68f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4126 to 4150","Prestart"
"e24a3bb1-b56c-4aff-8d1d-910f6c4b9703","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4126 to 4150","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"461c7897-d35b-4718-89b3-4701082cc757","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4126 to 4150","Welding Record - Phase 1"
"adaf9615-1582-4cf7-9f3d-b6091deb4b89","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4126 to 4150","Welding Record - Phase 2"
"491bb481-7616-4441-8a82-00b7449009fd","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4126 to 4150","Electronic Testing - Phase 1"
"7357eb75-7bf1-4d22-a5d6-c734f0293e13","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4126 to 4150","Defect Repair"
"b8a6b397-bb6c-4bad-bd3d-4cb266debeec","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4126 to 4150","Daily Prestart - Date:6/7/23"
"45895173-8887-41a1-a149-7629cb7d50ae","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4151 to 4175"
"d71d20fb-5530-41f1-b982-5a823a2062ef","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4151 to 4175","Prestart"
"f7e140b0-6854-4796-9c42-97e2b9b26569","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4151 to 4175","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"b2ccd793-bb09-464d-b17b-9f16b48873c1","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4151 to 4175","Welding Record - Phase 1"
"aaa16803-170a-43de-9919-8ed9acfa8236","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4151 to 4175","Welding Record - Phase 2"
"0fac32e5-dd61-42bf-94f0-7937fbaa347f","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4151 to 4175","Electronic Testing - Phase 1"
"5c862eae-d90e-4ba1-b595-e3c8db7f6d97","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4151 to 4175","Defect Repair"
"bdb2ce92-599a-49e0-9c79-43e057fe228c","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4151 to 4175","Daily Prestart - Date:7/7/23"
"c2753190-ba5e-42ca-af7a-b54a5e7bd110","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4151 to 4175","Daily Prestart - Date:8/7/23"
"846c6e37-1e70-4bf1-8de2-ad2156a32c00","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4176 to 4200"
"d0984662-45f8-4466-8003-fe8609d23c45","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4176 to 4200","Prestart"
"552b7408-d6c6-4b57-87c8-ddf80793298c","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4176 to 4200","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"50b632f3-98a3-4759-9b3a-7524ff1516e4","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4176 to 4200","Welding Record - Phase 1"
"1a85ee9f-07f9-4e61-9684-b6e7bbbb02e2","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4176 to 4200","Welding Record - Phase 2"
"c3e01246-2b1f-4827-9ba1-f566cbbf1aae","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4176 to 4200","Electronic Testing - Phase 1"
"6f48060a-75d4-41c4-8aa3-7c7d111f5dfa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4176 to 4200","Defect Repair"
"07c2eca9-4d70-4e72-a9d5-b6b07b0a594b","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4176 to 4200","Daily Prestart - Date:10/7/23"
"a1291efd-b5c8-4832-a6d9-13d577175cff","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4201 to 4225"
"bfa52ca9-bd0c-4aff-b5d1-0b8822ed23a8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4201 to 4225","Prestart"
"451f2680-5d08-4576-b20d-41d485b7e15c","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4201 to 4225","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"a7937cfa-1821-4026-90d9-dbcaa96abf54","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4201 to 4225","Welding Record - Phase 1"
"2dbfe121-2d21-4cc4-8c17-2f3b56cc836f","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4201 to 4225","Welding Record - Phase 2"
"8f301338-405b-4743-a4be-c318d4ab4579","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4201 to 4225","Electronic Testing - Phase 1"
"b6b41fc6-6bde-480f-8192-1628c2e3e163","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4201 to 4225","Defect Repair"
"3692b166-5393-403d-b2d6-710523b22aac","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4201 to 4225","Daily Prestart - Date:12/7/23"
"4f769d95-a2c7-40b1-88f5-1ef9e87064f1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4226 to 4250"
"fca2f561-c421-4421-83e6-3cb51f119294","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4226 to 4250","Prestart"
"d834b498-a3b6-470a-b750-7913f36e22d7","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4226 to 4250","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"bf533a89-7eae-42f9-aff3-6c01f5776bb6","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4226 to 4250","Welding Record - Phase 1"
"44453a83-7047-4c40-b168-116ddc1eb504","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4226 to 4250","Welding Record - Phase 2"
"0f7d3dba-051f-4299-b1ff-7520f4e718ba","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4226 to 4250","Electronic Testing - Phase 1"
"69805c68-9399-479c-b29e-5853fac305a0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4226 to 4250","Defect Repair"
"06366670-5cb2-4c21-abd4-e6086c6c1f25","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4226 to 4250","Daily Prestart - Date:17/7/23"
"f8d6c080-015c-45a7-9b43-e0f9c047ad66","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4251 to 4275"
"dd89a87c-9d91-4283-bec9-9427a41da471","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4251 to 4275","Prestart"
"b4f2be3f-a7fe-4618-9904-add40ff3cdcd","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4251 to 4275","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"69fa13bf-b1c8-42a0-893e-3ccf8f9a1e7f","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4251 to 4275","Welding Record - Phase 1"
"b2e6e7d5-8f2b-4e1d-895e-53727562f022","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 4001 - 4500","4251 to 4275","Welding Record - Phase 2"
