"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"355ef459-b353-4bd8-8662-10c122f66761","","folder-normal","fail","","step","TRUE","FALSE","QA"
"be662c48-8e32-49c7-a243-9edd3ffb8210","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Foundations"
"d2e622a3-4b9c-49f0-83b2-1afef7b2e0a6","","folder-normal","not-started","","step","TRUE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)"
"d4272bb5-d005-42b1-a428-f277e51cf633","","checklist-sectioned","not-started","Add Stormwater Mainline","checklist","FALSE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)","Stormwater (Main Line)"
"91558a18-b950-4297-9166-aa9a4f74d7b4","","checkpoint-group","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d","","FALSE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)","Stormwater (Main Line)","Pipe Laying"
"742b2747-3730-49c7-b970-36ab57fab913","","checklist-sectioned","work-in-progress","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203"
"d2662e40-9ede-5363-9213-5b19a8d3e4a9","","checkpoint-group","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4","","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix"
"9afa6857-2746-5563-b24d-0eb510ad75a6","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:8a6c1339-fd89-4472-b6d0-ce668c1ac43d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","Correct version of plans and revisions."
"351af365-cb16-5b07-b4ee-7809c6023ba1","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:bcd50bf5-c376-470f-ac06-0fd7d389f748","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","Check for correct fixtures/ client changes."
"d848c5f7-74cd-5eac-a46c-74ebde75cdce","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:2e7d32b3-9888-465f-a81d-374dafa0cc65","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","Correct pipe size, material, class, level, grades and joints as per specs."
"925fc566-5705-5940-810c-b0d304047d00","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:0c5a40c1-8787-4332-9beb-20a7924bc827","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","Hot water pipes run the shortest way possible and thermally lagged."
"338f4619-9ef2-50de-8f4f-08aaa7e6bcd5","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:285ddc83-d6ec-4bc1-b0e1-5d29134ef3bf","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","Specified waste pipework is acoustically lagged."
"f94e5e8a-c494-53db-88ea-61e5783c478a","","checkpoint-status","not-applicable","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:6263812e-352d-4495-ba10-4cefa46241d9","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","All joist brackets or reinforcements installed if required."
"f5d22169-ea9b-5957-96e4-e1024168b459","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:901f5e11-a916-4e32-b237-1cfae8f2b074","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","All nogs/fixings are installed."
"5c309ed3-f39d-5f71-92b2-2bedf7a742da","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:d579f388-6378-4f0c-80fe-60883769ae11","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","Check all wingback and wastepipe  heights against the plans."
"9842ced5-b4c9-57ae-a4b4-5d69e55b47d9","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:7380d09c-6af4-4650-92cc-91e3bd63c483","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","All pipework is clipped neatly, tidy and silicone."
"06862d71-92ca-5e76-ae64-6dccacd22c26","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:5a5d8ba0-11a6-4a1a-bd87-a372fd8e872b","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","All inspections and tests are complete including water to 1500kpa and wastepipe flood test."
"cfa47037-9b3e-5f7f-96c9-bde719c7805f","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:00f23d55-49e7-49aa-b38c-fd85c213506b","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","Waterpipes are left under working pressure and test gauge has been removed."
"3a54726c-90ca-50de-88b6-3ff2fec7bbca","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:c5ecd90f-2a88-4a7a-86c2-a742306b1d5d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","Area has been left clean and tidy."
"b1b547ba-a900-5483-ae6e-3d04a307c652","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:891cb54a-ba26-4735-8613-98eb5c6a2986","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","First fix","Inspection has been completed."
"282ed97d-fc15-5f16-8368-3a844afd125c","","checkpoint-group","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95","","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix"
"c5075193-9468-5c12-a212-97328d907293","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:505fbe2e-2a53-416e-9594-06d0b7b38d87","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix","Fit off fixtures match plan."
"6f802ce1-684b-5b17-b12d-779540059603","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:2b5012e4-1e9a-41f7-959b-5870ea2111fe","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix","All pipework has been flushed post pressure testing (Plumbing and drainage pipework). All commissioning completed."
"ea521223-d701-50f2-bd7d-8c7c02cd7fcd","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:f6d4151a-2998-4bce-a73f-79a4566f86d9","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix","No debris in floor wastes or stubs."
"eee95d3d-f8f2-507d-b8bd-c82a36f21c48","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:e3dfe13d-f708-4f35-a6a1-f988fda7d128","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix","The correct pipework has been used for the high temperature HWC drain."
"2030c43d-5a71-5b74-a595-fd8d74485fbf","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b5cb3386-bd41-44b1-ac13-f27c38ebc399","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix","Flanges installed on all pipework."
"d20225e0-014b-523c-9343-368847f5bebb","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:145eda1f-bbfe-4ade-8c40-c8f633a1e842","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix","All soil pipes are connected to sanitary sewer."
"d1c391f1-d087-58e9-8d00-b8e53259e406","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b2356770-88e0-422e-b78a-d179cce89f0f","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix","No cross overs, hot on left and cold on right."
"8aa3b304-02e3-513b-bfc1-ba2d17072165","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:870fef65-3a14-45c8-889f-e6fa7627c02d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix","All fixtures are silicone down and splash sealed."
"d112232e-1f2b-50fb-b877-c2b7aee0c20f","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:a845ba1d-88c6-4286-8822-57387aafc2a4","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix","Area left clean and tidy."
"291cd702-1177-5703-a599-4991bee915b4","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:3f03d350-73b0-4f09-b6ef-52060595d7cf","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1203","Second fix","Inspection completed."
"33b2b55c-b841-4b4c-9974-eab48c68d6c6","","checklist-sectioned","fail","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204"
"6a09d99c-f938-5c79-91ca-75f9162ed9d6","","checkpoint-group","fail","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4","","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix"
"ce7624bc-285b-5b36-933f-365474410b53","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:8a6c1339-fd89-4472-b6d0-ce668c1ac43d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","Correct version of plans and revisions."
"675f589a-237c-5dce-a356-9d2c3ce87089","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:bcd50bf5-c376-470f-ac06-0fd7d389f748","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","Check for correct fixtures/ client changes."
"864ee1d9-c41c-5c90-b7de-08d62c652ac5","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:2e7d32b3-9888-465f-a81d-374dafa0cc65","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","Correct pipe size, material, class, level, grades and joints as per specs."
"695cfd8a-1d45-5803-b37f-654291be7aec","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:0c5a40c1-8787-4332-9beb-20a7924bc827","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","Hot water pipes run the shortest way possible and thermally lagged."
"76fff882-323d-54b7-9c43-aebceafb6dbc","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:285ddc83-d6ec-4bc1-b0e1-5d29134ef3bf","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","Specified waste pipework is acoustically lagged."
"c449f348-ce88-5dc5-abf3-1a7890f40181","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:6263812e-352d-4495-ba10-4cefa46241d9","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","All joist brackets or reinforcements installed if required."
"34e5e8fd-e024-53e3-8815-01b7bc8d2174","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:901f5e11-a916-4e32-b237-1cfae8f2b074","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","All nogs/fixings are installed."
"8af48096-885e-523e-ae4f-68660cd0fc74","","checkpoint-status","fail","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:d579f388-6378-4f0c-80fe-60883769ae11","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","Check all wingback and wastepipe  heights against the plans."
"73834606-1170-5c96-aa91-c21d34340c17","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:7380d09c-6af4-4650-92cc-91e3bd63c483","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","All pipework is clipped neatly, tidy and silicone."
"e5fb0886-98b7-5c8e-b582-ad024cc63c68","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:5a5d8ba0-11a6-4a1a-bd87-a372fd8e872b","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","All inspections and tests are complete including water to 1500kpa and wastepipe flood test."
"057989c0-8a94-52b1-b7d5-c103bd3a25b0","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:00f23d55-49e7-49aa-b38c-fd85c213506b","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","Waterpipes are left under working pressure and test gauge has been removed."
"0cd57239-fd94-5e52-a90f-6812ff03fb41","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:c5ecd90f-2a88-4a7a-86c2-a742306b1d5d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","Area has been left clean and tidy."
"0f04d6d0-080b-581b-96c1-1b5013f99588","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:891cb54a-ba26-4735-8613-98eb5c6a2986","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","First fix","Inspection has been completed."
"84380468-9fab-52b0-8367-b55eb5daf2dd","","checkpoint-group","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95","","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix"
"c49e0206-0e99-5e3b-909e-7d1b82220263","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:505fbe2e-2a53-416e-9594-06d0b7b38d87","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix","Fit off fixtures match plan."
"b5bc91f4-09fe-5375-9857-de73864eaf28","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:2b5012e4-1e9a-41f7-959b-5870ea2111fe","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix","All pipework has been flushed post pressure testing (Plumbing and drainage pipework). All commissioning completed."
"5a23ab79-12b3-51bd-b3dc-e5afd5cb65ba","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:f6d4151a-2998-4bce-a73f-79a4566f86d9","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix","No debris in floor wastes or stubs."
"9b09144d-19ee-51fe-b147-0f34fd6b76c4","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:e3dfe13d-f708-4f35-a6a1-f988fda7d128","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix","The correct pipework has been used for the high temperature HWC drain."
"8fa3c5f3-57a8-58e0-8a61-f1f64f0f496b","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b5cb3386-bd41-44b1-ac13-f27c38ebc399","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix","Flanges installed on all pipework."
"f46a78bd-d78e-5028-bc61-a9d706f425ef","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:145eda1f-bbfe-4ade-8c40-c8f633a1e842","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix","All soil pipes are connected to sanitary sewer."
"15a801d1-99e6-55b0-a2a8-087fd28c6f01","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b2356770-88e0-422e-b78a-d179cce89f0f","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix","No cross overs, hot on left and cold on right."
"70d04da5-f014-55a8-8f5b-0d72ecddb4bd","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:870fef65-3a14-45c8-889f-e6fa7627c02d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix","All fixtures are silicone down and splash sealed."
"5642f83b-4cc7-5147-974a-79411967e379","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:a845ba1d-88c6-4286-8822-57387aafc2a4","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix","Area left clean and tidy."
"1611533e-d448-558e-9f08-a5fa7273cb07","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:3f03d350-73b0-4f09-b6ef-52060595d7cf","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1204","Second fix","Inspection completed."
"6e0d504d-344b-40a8-85cb-7fef10541306","","checklist-sectioned","work-in-progress","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1205"
"064205c3-cc0b-56ce-8797-1433a77d52d7","","checkpoint-group","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4","","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1205","First fix"
"68635506-1a59-58e5-8bee-50ef09d32d17","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:8a6c1339-fd89-4472-b6d0-ce668c1ac43d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1205","First fix","Correct version of plans and revisions."
"4cf03ce9-95a4-53b3-b446-6ccef720f886","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:bcd50bf5-c376-470f-ac06-0fd7d389f748","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1205","First fix","Check for correct fixtures/ client changes."
"e7bebc14-3dc2-52bb-b2ce-81957b6af007","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:2e7d32b3-9888-465f-a81d-374dafa0cc65","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1205","First fix","Correct pipe size, material, class, level, grades and joints as per specs."
"28528e66-a972-5083-a7fc-9dc6e852900f","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:0c5a40c1-8787-4332-9beb-20a7924bc827","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1205","First fix","Hot water pipes run the shortest way possible and thermally lagged."
"e655208e-1f74-504d-93d0-11a4db754020","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:285ddc83-d6ec-4bc1-b0e1-5d29134ef3bf","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1205","First fix","Specified waste pipework is acoustically lagged."
"4d1368d5-fc54-5827-9ec3-7404b976d99d","","checkpoint-status","not-applicable","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:6263812e-352d-4495-ba10-4cefa46241d9","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1205","First fix","All joist brackets or reinforcements installed if required."
"214ad0f7-2c13-53c6-851c-8c81e4dda73b","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:901f5e11-a916-4e32-b237-1cfae8f2b074","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1205","First fix","All nogs/fixings are installed."
