resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,,Tier 7,Tier 8,Tier 9,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-FHO-EAF-007 - Fantech APPM080LP12/11 - Axial Airfoil 1350 L/s Exhaust Air Fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF007-ATT-030 - NCS NSM-275-18 1800x1000x900 - 1350 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF006-ATT-029 - NCS NSM-300-6 600x300x300 - 200 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-FHO-OAF-008 - Fantech APEC056LP12/13 Ø560 - Axial Airfoil 1350 L/s Outdoor Air Fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF012-ATT-039 - NCS NSM-300-9 900x1200x600 - 350 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF011-ATT-046 - NCS NSM-325-9 900x325x400 - 350 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-MEP5-EAF-012 - Fantech PCDEC63 Ø630 - Inline Centrifugal Backward Curve 2250 L/s Exhaust Air Fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU011-ATT-071 - NCS NSM-300-9 900x900x800 - 1770 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU011-ATT-074 - NCS NSM-300-9 900x900x800 - 1990 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF012-ATT-050 - NCS NSM-375-12 1200x300x400 - 2250 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-CLD-EAF-009 - Fantech PCEEC45 Ø450 - Inline Centrifugal Backward Curve 550 L/s Exhaust Air Fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF009-ATT-292 - NCS NSM-400-6 600x400x300 - 550 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU003-ATT-033 - NCS NSM-300-9 900x1200x800 - 3185 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-FHO-EAF-047 - Fantach TD-SIL Ø350 - Inline Centrifugal Backward Curve 150 L/s Exhaust Air Fan complete with Type VA controller ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF047-ATT-223 - NCS NSM-300-6 600x300x300 - 150 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF047-ATT-224 - NCS NSM-300-6 600x300x300 - 150 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU002-ATT-022 - NCS NSM-300-6 600x1200x900 - 3180 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU002-ATT-038 - NCS NTM-300-9 900x1500x900 - 4420 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF006-ATT-028 - NCS NSM-300-6 600x300x300 - 200 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF007-ATT-031 - NCS NSM-300-24 2100x900x900 - 1350 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-OAF008-ATT-301 - NCS NSM-400-6 600x400x550 - 1200 L/s Attenuator ,,,,,,,
,step,,,,,,,Ceiling ,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ductwork ,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temperature Hot Water Black Steel ,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel ,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,CANon Patient Compressed Air Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,DCADental Compressed Air Copper ,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,SASurgical Air Copper ,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,MAMedical Air Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,VACMedical Vacuum Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,AGSAnesthetic Gas Scavenging Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,AGS (L3)Anesthetic Gas Scavenging Copper,,,,,,,,
,step,,,,,Zone 5 ,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-ME-30454 / BCA-DWD-112-ME-20454 / BCA-DWD-112-MG-20402,,,,,,,,,,
,step,,,,,,,04ENG001,,,,,,,,,
,step,,,,,,,,Plant Room ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T13 - Holyoake RL23 1000x10000 - Extract/transfer Grille ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-CLE-EAF-018 - Fantech PCEEC45 Ø450 - Inline Centrifugal Backward Curve 350 L/s Extract Air Fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF021-ATT-087 - NCS NSM-300-15 1500x750x900 - 2160 L/s Attenuator,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF021-ATT-088 - NCS NSM-300-15 1500x750x900 - 2160 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-UPS-EAF-021 112-4A-UPS-EAF-022 - Fantech PUDEC50 Ø500 - Inline Centrifugal Backward Curve 2160 L/s Extract Air Fan ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-UPS-EAF-022 112-4A-UPS-EAF-023 - Fantech PUDEC50 Ø500 - Inline Centrifugal Backward Curve 2160 L/s Extract Air Fan ,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-4A-UPS-OAF004-FCU-005 - Temperzone IMD550Y - FCU 50 L/S OA,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-TRC-AHU-010 - AHU - VAV AHU serving VAV boxes.,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-CLE-AHU-009 - AHU - VAV AHU serving VAV boxes.,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU010-ATT-119 - NCS NSM-275-12 1200x825x900 - 1265 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU009-ATT-116 - NCS NSM-300-12 1200x1200x1200 - 2980 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU009-ATT-117 - NCS NSM-300-12 1200x1200x700 - 2035 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU008-ATT-118 - NCS NSM-300-15 1500x1200x1100 - 3440 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4B-PLT-EAF-028 - Fantech PCEEC45 Ø450 - Inline Centrifugal Backward Curve 500 L/s Extract Air Fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-EAF-028-ATT-289 - NCS NSM-275-6 600x550x550 - 500 L/s Attenuator ,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-CLB-AHU-007 - AHU - VAV AHU serving VAV boxes.,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-RAP-AHU-008 - AHU - VAV AHU serving VAV boxes.,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU008-ATT-090 - NCS NSM-300-6 600x1200x1200 - 3440 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU008-ATT-092 - NCS NSM-300-6 600x900x600 - 1300 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU007-ATT-089 - NCS NSM-400-6 600x800x1000 - 3700 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU006-ATT-108 - NCS NSM-300-9 900x900x800 - 3700 L/s Attenuator ,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-DPU-AHU-006 - AHU - Multizone (5 Zone) air handling unit.,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU006-HC-04 - Temperzone 800x400 - 18.3 kW Heating Coil ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU006-HC-05 - Temperzone 600x400 - 13.6 kW Heating Coil ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU006-HC-01 - Temperzone 600x825 - 24.4 kW Heating Coil ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 650x800 - Fire Damper ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF014-ATT-053 - NCS NSM-300-12 1200x300x400 - 235 L/s Attenuator ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 400x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 400x300 - Fire Damper ,,,,,,,
Heat Exchanger QA Checklist ,checklist,,,,,,,,,112-4A-RAP-HX-001 - Sondex S8A-IT10-12-TL - 17 kW Plate Heat Exchanger ,,,,,,,
Heat Exchanger QA Checklist ,checklist,,,,,,,,,112-4A-RAP-HX-002 - Sondex S8A-IT10-12-TL - 17 kW Plate Heat Exchanger ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,112-4B-MDU-AGS-04 - Beacon Meades AGS 520 Duplex - Radial type 300 L/m Anesthtic Gas Scavenging System ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 250x250 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 250x350 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 300x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 300x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 550x500 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 400x650 - Fire Damper ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU007-ATT-091 - NCS NTM-300-6 600x900x600 - 2475 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU006-ATT-105 - NCS NSM-300-9 900x1200x900 - 2710 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF013-ATT-084 - NCS NSM-350-6 600x500x350 - 600 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-TEF003-ATT-078 - NCS NSM-400-9 900x800x600 - 2200 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU007-ATT-113 - NCS NTM-300-9 900x1200x1200 - 3700 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU007-ATT-114 - NCS NTM-275-12 1200x1100x1200 - 2475 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU008-ATT-120 - NCS NSM-275-12 1200x1100x1100 - 1300 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU009-ATT-082 - NCS NTM-300-6 600x1200x900 - 2980 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU010-ATT-083 - NCS NSM-300-9 900x600x650 - 1265 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU010-ATT-111 - NCS NSM-300-12 1200x600x600 - 860 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF022-ATT-088 - NCS NSM-300-15 1500x750x900 - 2160 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU014-ATT-097 - NCS NSM-300-6 600x300x300 - 250 L/s Attenuator,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU014-ATT-098 - NCS NSM-300-6 600x300x300 - 250 L/s Attenuator,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU014-ATT-103 - NCS NSM-300-6 600x450x300 - 360 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU014-ATT-106 - NCS NSM-300-6 600x300x300 - 250 L/s Attenuator,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-EAF028-ATT-232 - NCS NSM-275-9 900x550x400 - 500 L/s Attenuator ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4B-AHU014-HC-01 - Temperzone 300x300 - 6.7 kW Heating Coil ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4B-AHU014-HC-02 - Temperzone 300x300 - 6.7 kW Heating Coil ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4B-AHU014-HC-03 - Temperzone 300x300 - 6.7 kW Heating Coil ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4B-AHU014-HC-04 - Temperzone 450x300 - 9.6 kW Heating Coil,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-EAF021-FLT-007 - IPSCO AL50 1000x1000 - Type 3 1000 L/s ,,,,,,,
,step,,,,,,,Ceiling ,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Flexi duct QA Checklist,checklist,,,,,,,,Flexiduct,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temperature Hot Water Black Steel ,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel ,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC ,,,,,,,,
,step,,,,,Zone 6,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-ME-30455 / BCA-DWD-112-ME-20455,,,,,,,,,,
,step,,,,,,,04ENG008,,,,,,,,,
,step,,,,,,,,UPS,,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1000x1000 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1000x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1000x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 650x550 - Fire Damper ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T13 - Holyoake RL23 1000x10000 - Extract/transfer Grille ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø500 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø500 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1000x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1200x600 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 650x550 - Fire Damper ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T16 - Holyoake RL23 1200x600 - Extract/transfer Grille ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF021-ATT-267 - NCS NSM-300-15 1500x750x900 - 2160 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF022-ATT-268 - NCS NSM-300-15 1500x750x900 - 2160L/s Attenuator,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-EAF022-FLT-011 - IPSCO AL50 1200x600 - Type 3 720 L/s,,,,,,,
,step,,,,,,,04ENG009,,,,,,,,,
,step,,,,,,,,UPS,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T16 - Holyoake RL23 1200x600 - Extract/transfer Grille ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1000x10000 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1200x600 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1000x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 650x550 - Fire Damper ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-EAF022-FLT-006 - IPSCO AL50 1000x1000 - Type 3 1000 L/s ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-EAF022-FLT-014 - IPSCO AL50 1200x600 - Type 3 720 L/s,,,,,,,
,step,,,,,,,04ENG005,,,,,,,,,
,step,,,,,,,,Main Switchboard,,,,,,,,
Humidifier Install Template,checklist,,,,,,,,,112-4B-AHU014-HUM-01 - Eurotech UE005YLCC1 / Condair EL 8 - 250 L/s 4.7 kg/hr 3.7kW Humidifier,,,,,,,
Humidifier Install Template,checklist,,,,,,,,,112-4B-AHU014-HUM-02 - Eurotech UE005YLCC1 / Condair EL 8 - 250 L/s 4.7 kg/hr 3.7kW Humidifier,,,,,,,
Humidifier Install Template,checklist,,,,,,,,,112-4B-AHU014-HUM-03 - Eurotech UE005YLCC1 / Condair EL 8 - 250 L/s 4.7 kg/hr 3.7kW Humidifier,,,,,,,
Humidifier Install Template,checklist,,,,,,,,,112-4B-AHU014-HUM-04 - Eurotech UE005YLCC1 / Condair EL 10 - 370 L/s 7 kg/hr 6 kW Humidifier ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R15 - Holyoake RL23 1200x600 - Retrun Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S15 - Holyoake DDL 1200x600 - Supply Grille,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1200x600 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1200x600 - Fire Damper ,,,,,,,
,step,,,,,,,04ENG006,,,,,,,,,
,step,,,,,,,,Main Switchboard,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R15 - Holyoake RL23 1200x600 - Retrun Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S15 - Holyoake DDL 1200x600 - Supply Grille,,,,,,,
,step,,,,,,,04ENG001,,,,,,,,,
,step,,,,,,,,Plant Room,,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-4A-SWR-OAF005-FCU-001 - Temperzone IMD420Y - FCU 1305 L/s Minimum,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-4A-SWR-OAF005-FCU-002 - Temperzone IMD420Y - FCU 1305 L/s Minimum,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-DPU-AHU-012 - AHU - Multizone (4 Zone) air handling unit with plate heat exchangerl heat recovery (100% outdoor air).,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-TXR-OAF-006 - Fantech PUDEC63 Ø630 - Inline Centrifugal Backwards Curve 3100 L/s Outdoor Air Fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-OAF006-ATT-115 - NCS NSM-300-12 1200x1200x900 - 3100 L/s ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-OAF006-FLT-009 - IPSCO AL50 1600x1000 - Type 3 3100 L/s,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-OAF005-ATT-112 - NCS NSM-300-12 1200x300x300 - 200 L/s ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-SWR-OAF-005 - Fantech PCEEC35 Ø350 - Inline Centrifugal Backwards Curve 200 L/s Outdoor Air Fan ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-OAF005-FLT-008 - IPSCO AL50 400x400 - Type 3 200 L/s ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU012-ATT-107 - NCS NSM-275-9 1200x1100x1000 - 2350 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU012-ATT-109 - NCS NTM-300-12 1200x800x600 - 1890 L/s Attenuator ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-OAF004-FLT-003 - IPSCO AL50 400x400 - Type 3 320 L/s ,,,,,,,
Heat Pump Install Template ,checklist,,,,,,,,,112-4A-MEP5-ODU-002 - PUHY-P300YNW-A-AU-BS - Single Stage Compression Mitsubishi Electric Outdoor Unit ,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-DPU-AHU-011 - AHU - Multizone (4 Zone) air handling unit with plate heat exchangerl heat recovery (100% outdoor air).,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-OAF004-ATT-086 - NCS NSM-300-6 600x300x400 - 320 L/s Attenuator ,,,,,,,
Heat Pump Install Template ,checklist,,,,,,,,,112-4A-MEP5-ODU-001 - PUHY-P550YSNW-A-AU-BS - 2 Stage Compression Mitsubishi Electric Outdoor Unit ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU011-HC-01 - Temperzone 600x400 - 15.4 kW Heating Coil ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU011-HC-02 - Temperzone 400x400 - 9.4 kW Heating Coil ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU011-HC-03 - Temperzone 500x400 - 12.2 kW Heating Coil ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU011-HC-04 - Temperzone 600x400 - 13.9 kW Heating Coil,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-COM-OAF-004 - Fantech PUEEC28 Ø280 - Inline Centrifugal Backwards Curve 320 L/s Outdoor Air Fan ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 250x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 600x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 500x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 400x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 500x1000 - Fire Damper ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU011-ATT-094 - NCS NSM-300-9 900x1200x800 - 1770 L/s Attenuator,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU011-ATT-099 - NCS NSM-275-9 900x550x500 - 610 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU011-ATT-100 - NCS NSM-275-12 1200x500x600 - 550 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU011-ATT-101 - NCS NSM-275-9 900x400x550 - 480 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU011-ATT-102 - NCS NSM-275-9 900x550x325 - 370 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4B-SWR-OAF-005 - Fantech PCEEC35 Ø350 - Inline Centrifugal Backwards Curve 200 L/s Outdoor Air Fan ,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-4A-UPS-OAF004-FCU-006 - Temperzone IMD550Y - FCU 2100 L/s Min,,,,,,,
,step,,,,,,,Ceiling ,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Flexi duct QA Checklist,checklist,,,,,,,,Flexiduct,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temperature Hot Water Black Steel ,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel ,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
,step,,,,,Zone 7 ,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-ME-20456 / BCA-DWD-112-MG-20402 / BCA-DWD-112-ME-30456,,,,,,,,,,
,step,,,,,,,04ENG001,,,,,,,,,
,step,,,,,,,,Plant Room,,,,,,,,
,step,,,,,,,,,112-4B-OT01-AHU-013 - AHU,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU013-ATT-121 - NCS NTM-300-12 1200x300x500 - 380 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU013-ATT-123 - NCS NSM-275-12 1200x550x600 - 490 L/s Attenuator,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-AHU014-ATT-125 - NCS NSM-300-12 1200x600x500 - 550 L/s Attenuator ,,,,,,,
AHU Install,checklist,,,,,,,,,112-4B-DPU-AHU-015 - AHU - Sterile Store AHU.,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-AHU015-ATT-138 - NCS NSM-275-12 1200x700x550 - 690 L/s Attenuator ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4B-OT02-FLT-021 - IPSCO AL50 500x500 - Type 2 490 L/s ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-AHU016-ATT-141 - NCS NSM-275-12 1200x825x750 - 1320 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-AHU018-ATT-144 - NCS NSM-275-12 1200x550x600 - 490 L/s Attenuator,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4B-OT04-FLT-023 - IPSCO AL50 450x450 - Type 2 490 L/s ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4B-OT03-FLT-022 - IPSCO AL50 450x450 - Type 2 490 L/s ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-AHU017-ATT-148 - NCS NTM-300-12 1200x300x500 - 380 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-OAF007-ATT-153 - NCS NSM-300-12 1200x1200x900 - 3100 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-AHU021-ATT-163 - NCS NSM-300-12 1200x900x600 - 1090 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-AHU020-ATT-156 - NCS NSM-275-18 1800x1375x1000 - 2800 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-AHU019-ATT-164 - NCS NSM-275-15 1500x825x800 - 1260 L/s Attenuator ,,,,,,,
AHU Install,checklist,,,,,,,,,112-4B-RAP-AHU-021 - AHU - Multizone (3 Zone) air handling unit.,,,,,,,
AHU Install,checklist,,,,,,,,,112-4B-MPL-AHU-020 - AHU - 100% outdoor VAV air handling unit with plate heat exchanger heat recovery.,,,,,,,
AHU Install,checklist,,,,,,,,,112-4B-DPU-AHU-019 - AHU - Multizone (3 Zone) air handling unit.,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-EAF-027-ATT-288 - NCS NSM-275-6 600x550x550 - 500 L/s Attenuator,,,,,,,
