"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2969c12f-b90a-5eec-a836-5d63a70f9d3b","","","Project Details","checklist","FALSE","FALSE","Project Details"
"6d506d64-3a3f-499a-b827-4fc9eba80496","","","","folder-progress","TRUE","FALSE","QA - Mechanical  Inspections"
"7c68c160-2689-4b7e-8d98-a3e2333554a2","","","Electrical In-Ground Conduits & Cable Pits","checklist","FALSE","FALSE","QA - Electrical Inspections ","Combined Services In-ground Conduits","Electrical Works","Pit # 142 Trafficable Pit Upgrade"
"f793a3da-f2c9-46d2-a481-7dee9c22cef9","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","Combined Services In-ground Conduits","Electrical Works","EL72 - Check Sheet"
"7671d747-f2db-4d89-998a-268cd4c48a5d","","","Electrical In-Ground Conduits & Cable Pits","checklist","FALSE","FALSE","QA - Electrical Inspections ","Combined Services In-ground Conduits","Electrical Works","EL72 - Check Sheet","Electrical In-Ground Conduits & Cable Pits"
"b8e97520-a6f7-4b2a-9776-9faefca17ccf","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","Combined Services In-ground Conduits","Electrical Works","EL73 - Check Sheet"
"59984ad7-d2c7-4cd1-b28a-d3b14bc22b72","","","Electrical In-Ground Conduits & Cable Pits","checklist","FALSE","FALSE","QA - Electrical Inspections ","Combined Services In-ground Conduits","Electrical Works","EL73 - Check Sheet","Electrical In-Ground Conduits & Cable Pits"
"ed1d2a8e-c404-400d-a286-41345ba01fc9","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","Combined Services In-ground Conduits","Electrical Works","EL75 - Check Sheet"
"7e3dc565-7b5a-4793-b0df-8a5bcb88b805","","","Electrical In-Ground Conduits & Cable Pits","checklist","FALSE","FALSE","QA - Electrical Inspections ","Combined Services In-ground Conduits","Electrical Works","EL75 - Check Sheet","Electrical In-Ground Conduits & Cable Pits"
"65c4b314-b32b-4a3f-8bef-7d3293b03ea1","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","TMV & Cell Control Wiring"
"f6299731-942a-54a2-8928-d603e2b025e6","","","Project Documentation","checklist","TRUE","TRUE","QA - Electrical Inspections ","TMV & Cell Control Wiring","TMV & Cell Control Wiring - Progress Report & Signoff"
"bbf32a3b-644d-4bf9-a290-2bf80b7cbca2","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury"
"fca5c695-4920-52ea-8ff8-413597b2c8b3","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","LV Installation"
"0ae38108-b260-4652-a056-2cf80688c5b8","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","PCP to UT1 Cable Run"
"c65d5165-080e-50c2-af48-c7522af68f43","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","PCP to UT1 Cable Run","PCP POWER 1st Cable - PCP to Settlers Rd"
"1e00eca6-0d27-57f2-bba5-39a2dd787c1f","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","PCP to UT1 Cable Run","PCP POWER 2nd Cable - Settlers Rd to UT1"
"ec7e964e-13e5-4e63-a522-ebe810c69694","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","PCP to UT1 Cable Run","PCP POWER– LV Cable Install, Terminations & Testing"
"f6db8e28-b2c2-473d-b93e-7c2bfed60e8b","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","GHS to UT1 Cable Runs"
"b476187e-fd1a-5877-be4e-98d018a96a70","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","GHS to UT1 Cable Runs","GHS POWER Checklist"
"b9a3842d-c755-5cd4-97cb-4165eb7d96bd","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","GHS to UT1 Cable Runs","GHS UPS  ( Cable U9 ) Checklist"
"ab297889-963f-4a98-80f3-ff2f2b5ac8ca","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","GHS to UT1 Cable Runs","GHS/4 UPS ( U290 ) Checklist"
"9cb3f960-b73b-453e-bd84-961a80dd9eb0","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","GHS to UT1 Cable Runs","GHS Power – LV Cable Install, Terminations & Testing"
"95b59a42-957d-44c4-9457-365e37fc8178","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","GHS to UT1 Cable Runs","GHS UPS (Cable U9) – LV Cable Install, Terminations & Testing"
"7e361c7c-b98a-4cc3-a47a-e70cdc080d33","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","GHS to UT1 Cable Runs","GHS/4 UPS (U290)– LV Cable Install, Terminations & Testing"
"9bc7e2d8-765d-4b15-b00c-c5737314c144","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","VRC to UTI Cable Runs"
"29ad4f75-339d-560f-8473-0119f5f42b33","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","VRC to UTI Cable Runs","VRC POWER Checklist"
"2e8fd0e7-e67d-54c7-8beb-99cdf7f86769","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","VRC to UTI Cable Runs","VRC UPS Checklist"
"7530a467-309f-43f7-b209-ae278118f2a8","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","VRC to UTI Cable Runs","VRC POWER – LV Cable Install, Terminations & Testing"
"c6b1ff20-82a6-4b6b-b6cb-7ab59a5b971d","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","VRC to UTI Cable Runs","VRC UPS – LV Cable Install, Terminations & Testing"
"8053b691-328c-4aa6-a970-c0fa4082f86e","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","OPS to UT1 Cable Runs"
"30457771-44b0-4b41-8133-60bc7da6faa7","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","OPS to UT1 Cable Runs","OPS POWER Checklist"
"22d1bca9-c9e1-42ba-8b00-08b9a5666308","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","OPS to UT1 Cable Runs","OPS UPS Supply A Checklist"
"633d713f-61da-4dea-93ee-a27aaaa204e0","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","OPS to UT1 Cable Runs","OPS UPS Supply B Checklist"
"348055e5-34c8-4c6b-bfcc-7781d5c79b19","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","OPS to UT1 Cable Runs","OPS POWER – LV Cable Install, Terminations & Testing"
"d3af19f6-02b9-4763-9de4-ecbf73918cac","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","OPS to UT1 Cable Runs","OPS UPS A – LV Cable Install, Terminations & Testing"
"506f1bfa-5b77-4016-b273-893d39e7f707","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","OPS to UT1 Cable Runs","OPS UPS B – LV Cable Install, Terminations & Testing"
"8c9a21c5-2883-43ec-a3f2-1e568b096bce","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","MSU to UT1 Cable Runs"
"6027ace6-49a3-449d-af54-8f1eb4397922","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","MSU to UT1 Cable Runs","MSU POWER Checklist"
"a229b3f1-95ce-4cdd-86a0-4cf7c43c6001","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","MSU to UT1 Cable Runs","MSU UPS Checklist"
"7a06d2de-d3e7-4f45-bb32-2a53178754c6","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","MSU to UT1 Cable Runs","MSU POWER – LV Cable Install, Terminations & Testing"
"bb998702-9e61-45cf-9ae0-32526199c58e","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","MSU to UT1 Cable Runs","MSU UPS – LV Cable Install, Terminations & Testing"
"363b4b89-a169-4a00-9894-14bbaa236622","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","VIS to UT1 Cable Runs"
"a13060fa-37ab-4779-9a27-6b5855dec350","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","VIS to UT1 Cable Runs","VIS POWER Checklist"
"56d81c64-f743-46e7-b39c-f47b19cdd4f5","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","VIS to UT1 Cable Runs","VIS UPS Checklist"
"5bf4136f-93e4-443f-9612-92f10eacf98a","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","VIS to UT1 Cable Runs","VIS POWER – LV Cable Install, Terminations & Testing"
"615948c0-2f1b-4224-b283-91ec7b195ad1","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","VIS to UT1 Cable Runs","VIS UPS– LV Cable Install, Terminations & Testing"
"851ff1a2-75a6-4c0b-b4d1-e9aef6acf716","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","DCU to UT1 Cable Runs"
"23b82c58-e641-40ec-8ddd-0b7127398879","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","DCU to UT1 Cable Runs","DCU POWER Checklist"
"abe778e6-abce-412c-b1fa-726ae57ff77d","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","DCU to UT1 Cable Runs","DCU UPS Checklist"
"7730d788-a211-4ca5-b61a-f2fea00b498a","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","DCU to UT1 Cable Runs","DCU POWER – LV Cable Install, Terminations & Testing"
"d3196c7f-e742-4c28-8454-dd59a9e726c4","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","DCU to UT1 Cable Runs","DCU UPS – LV Cable Install, Terminations & Testing"
"b529009e-1fb6-45d4-a2fb-7e01be3b66d0","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","SPO to UT1 Cable Runs"
"409ae749-e530-43c1-b7f1-7c07846c686a","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","SPO to UT1 Cable Runs","SPO POWER Checklist"
"ef07fd77-8887-4378-9d6c-b58e06fca28e","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","SPO to UT1 Cable Runs","SPO UPS Checklist"
"728d3aa1-1bea-4a23-9a30-a9c69f550b5d","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","SPO to UT1 Cable Runs","SPO POWER – LV Cable Install, Terminations & Testing"
"473860a9-476c-4425-9fda-ee1cc475e8b4","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","SPO to UT1 Cable Runs","SPO UPS – LV Cable Install, Terminations & Testing"
"840500a5-a1a7-4efa-9201-34186c548e76","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO1 to UT1 Cable Runs"
"1f077495-e36d-401f-8d8d-e93746d9c134","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO1 to UT1 Cable Runs","AO1 POWER Checklist"
"a21f1f1e-1d59-4236-b5a6-69fbbc7d8a7a","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO1 to UT1 Cable Runs","AO1 POWER – LV Cable Install, Terminations & Testing"
"a9f1aae0-8d61-4953-a46b-06cd0cca7aeb","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO2 to UT1 Cable Runs"
"26f14f68-fa39-45d9-b152-46aaa3cb8ede","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO2 to UT1 Cable Runs","AO2 UPS Checklist"
"b9a80e7b-df57-4e3b-8dc3-bea2ad491365","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO2 to UT1 Cable Runs","AO2 POWER Checklist"
"f02fc11f-340d-4b59-bde2-e0f1f7b79123","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO2 to UT1 Cable Runs","AO2 UPS – LV Cable Install, Terminations & Testing"
"13fabd62-888d-4bbe-8b7b-0d8229824712","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO2 to UT1 Cable Runs","AO2 POWER – LV Cable Install, Terminations & Testing"
"38f89ff8-3bd3-41e1-88b0-03fc574ca528","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO3 to UT1 Cable Runs"
"8c61b219-8636-4404-b235-9a086db8e148","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO3 to UT1 Cable Runs","AO3 POWER Checklist"
"4466a28a-428a-40a2-8906-2c302bb07724","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO3 to UT1 Cable Runs","AO3 POWER – LV Cable Install, Terminations & Testing"
"45e0409b-4b4b-4a65-bb77-0fc8e3f56fe7","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO4 to UT1 Cable Runs"
"d14dac49-dd60-4093-a83f-64cf1275e14b","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO4 to UT1 Cable Runs","AO4 POWER Checklist"
"d8e13d54-ae77-4b62-87b0-557befe96d86","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO4 to UT1 Cable Runs","AO4 UPS Checklist"
"ba5f8d5e-e39c-4411-8a23-5a675295b4da","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO4 to UT1 Cable Runs","AO4 POWER – LV Cable Install, Terminations & Testing"
"8953a055-e871-4dc0-ac73-c9e8e70df5bd","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","AO4 to UT1 Cable Runs","AO4 UPS – LV Cable Install, Terminations & Testing"
"1648190b-aacb-475d-9997-83fc69491e7c","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","Sewer Pump North to UT1 Cable Run"
"49c9c2ac-ffd7-414a-8403-136fb9c47711","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","Sewer Pump North to UT1 Cable Run","Sewer Pump North POWER Checklist"
"95dbcd81-a4df-4c99-97a1-f68a1fbc45b9","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","Sewer Pump North to UT1 Cable Run","Sewer Pump North POWER – LV Cable Install, Terminations & Testing"
"15208604-3944-4344-a231-9061d9e429ae","","","","folder","TRUE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","STA to UT1 Cable Runs"
"1c6515d7-7d3b-4775-af90-54ec3642a3c4","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","STA to UT1 Cable Runs","STA POWER Checklist"
"3cf364b0-68fd-4775-ab26-eec11947eb61","","","LV Installation","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","STA to UT1 Cable Runs","STA UPS Checklist"
"ab1a6fde-25cb-47d2-92ff-8cca40f95ddf","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","STA to UT1 Cable Runs","STA POWER – LV Cable Install, Terminations & Testing"
"34901150-ff1b-4fde-b995-b3b499073e1d","","","6a27b3fda58619501feb295e77825f252fd9c92e01991d9bc6743eafb76cfd3a","checklist","FALSE","FALSE","QA - Electrical Inspections ","LV Installation Direct Bury","STA to UT1 Cable Runs","STA UPS – LV Cable Install, Terminations & Testing"
