type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.07 (d),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - If unsuitable material is encountered, submit proposal for in-situ treatment or excavation and replacement with conforming material.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Survey Report (Extent of Area),"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,3.0 Treatment of Cut / Rock Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.1 - Treatment of Rock Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.06 (f),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Where rock exists in a cut below subgrade level but within the designed capping or selected material layer:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Excavate minimum 150 mm below subgrade level in all areas on which pavement is to be placed.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Remove loose material and soil from the rock floor.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Any resulting depressions lower than 150 mm below subgrade level shall be cleaned of loose material and backfilled with 20 mm Class 3, 3% cement treated crushed rock and compacted as specified.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,○ Present the above to Superintendent for inspection.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"○ Contractor is to submit details of any necessary adjustments to the subsurface drainage design, including transverse subsurface drainage at all interfaces to the Superintendent for inspection and review.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H W S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Evidence of VicRoads Registered Mix,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
button,NATA Test Report: Compaction and Moisture Content,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.2 - Regulating Layer for Rock Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Following inspection of rock subgrade by Superintendent, place 150 mm regulating layer of Class 4, 20 mm Crushed to subgrade level in lieu of the specified capping or selected material.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - W S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,NATA Test Report: Compaction and Moisture Content,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.3 - Testing In-situ Material in Cuts,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.07 PS3020.05 (c),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Undertake 1 Lot test initially to determine Assigned CBR and % swell for in-situ material in cuts within 400 mm below capping layer.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Where the assigned CBR and % swell conform to the requirements of Cl. 204.04, seek the Superintendents ’s approval for minimum frequency of testing.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Assigned CBR must be equal to or greater than 2.5% and must be no more than 10%.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Assigned percent swell must be less than 2.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Where Superintendent approves minimum testing frequency, proceed to conduct 1 single CBR and % swell test to confirm Assigned CBR and swell every 4 lots.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Where unsuitable material is encountered on site, the contractor shall submit proposed treatment plan to the superintendent for evaluation.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - W S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,NATA Test Report: CBR and Swell,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.4 - Treatment of Cut (if applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.06 (e)(ii) 204.10 (b) 204.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - The in-situ material shall be ripped to a minimum depth of 150 mm, loosened and broken down to a maximum particle size of 50 mm.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Any rocks or boulders larger than 50 mm shall be removed and any resulting depression shall be backfilled with Type B material and such backfilling together with the loosened material shall be reworked and compacted as specified to the Cut Floor Level in preparation for test rolling.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - W S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.5 - Compaction and Moisture Requirements (material of nominal size < 40 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.13 (para 1) 204.13 (b) 204.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Undertake 6 tests per lot (except for small lots).,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Ripped and re-compacted material below CFL: minimum CDR 99% (Scale A),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Top 150 mm of areas where fill is to be constructed: minimum CDR 97% (Scale A),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Material within 150 mm of subgrade shall be maintained such that its moisture content is not less than 70% of optimum moisture content prior to the placement of any pavement layer above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• The moisture ratio shall be determined using the material which passes the 37.5 mm sieve, where the material contains less than 20% oversize material. If the material contains more than 20% oversize material, the moisture ratio shall be determined using an alternative method in accordance with the appropriate test method or Code of Practice.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - W S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,NATA Test Report: Compaction and Moisture Content,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.6 - Compaction and Moisture Requirements (material of nominal size > 40 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.13 204.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All fill material and material below the Cut Floor Level shall be compacted at minimum moisture ratio of 80%. Place and compact material in accordance with approved procedure.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Any unstable areas detected by test rolling shall be rectified. Where unstable areas exceed 20% of the area being test rolled, the whole of the area shall be ripped, re compacted as specified above, and re-presented for test rolling.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - W S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.7 - Surface Level Conformity – Fills and Prepared Surfaces,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Ref docs - VR Clause 204.03 (a),(b),(c),(d),(e),(f),(g),(i),(j) & (K)204.15",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• VR Clause 204.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Where capping and/or selected material is to be placed above the Cut Floor Level to subgrade level, the level at any point on the surface of the Cut Floor Level immediately below capping and/or selected material shall not differ by more than 15 mm above or 30 mm below the specified level.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Where capping and/or selected material is not required, the Cut Floor Level shall be prepared to the appropriate tolerance for the subgrade. (See figure 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - I S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Survey Conformance Report,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Figure 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Table 204.031 Minimum Number of Level Measurements and Tolerances,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Scale of Surface Level Measurement || Minimum Number of Measurements per Lot || Tolerance: x̄ Range (mm) || Tolerance: Maximum S (mm),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Scale A || 80 || +5 to -15 || 12,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Scale B || 40 || +5 to -25 || 15,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,1. x̄ is the mean value of all level readings taken in the lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,2. S is the standard deviation of all level readings taken in the lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3. A negative value designates a measured departure below the design level and positive value designates a surface level above the design level,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.8 - Test Rolling,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Test Roll in accordance with Section 173.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• The Contractor shall provide for the Superintendent to be present during all test rolling.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Surface shall withstand test rolling without visible deformation or springing.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - W S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,3.8.1 - Proof roll if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Proof roll if applicable - comment reasoning if N/A,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
text,Chainage,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.9 - Maintenance of Cut Floor Level,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Visual inspection to confirm that surface is produce a smooth, hard, tightly bound surface, free from depressions capable of holding water.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Material within 150 mm of subgrade shall be maintained such that its moisture content is not less than 70% of optimum moisture content prior to the placement of any pavement layer.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - W S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,4.0 Work Lot Close Out,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.1 - Test Reports,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VIC Roads Specifications,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Acceptance criteria - All Test reports received and Reviewed.,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,NATA Endorsed Test Reports,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.2 - Product Non-Conformance,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - CQMP,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Acceptance criteria - All Product Non-Conformance(s) recorded and closed (if applicable),"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
text,NCR No:,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,NCR reports,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checklist-sectioned,1630-P200-SYM-QAC-ITP-0013 Subsurface Drainage,,,,,Yes,1630-P200-SYM-QAC-ITP-0013 Subsurface Drainage,f2d3d3ba-04aa-4fb7-88d1-d230b4fdf57e,,,,,,,,,,,,,,,,,,,,
checkpoint-group,1.0 Pre-start activities,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.1 - Procedure for method of compaction and placement of no fines concrete filter material,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR702.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - The method of compaction shall be in accordance with the Contractor’s quality procedures and shall be submitted for review by the Superintendent.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record - As per approved Construction Document,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Lot map,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.2 - Environmental Permit,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Environmental permit,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,2.0 Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.1 - Supply of Pipes & Geocomposite Drains,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR702.04 PS3030.05 IFC Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All subsurface drainage pipes supplied shall be Category 1 (Class 1000),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Perforation size must be a maximum width of 1.5 mm and a minimum length of 150 mm per m2,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Plastic pipes and geocomposite drains shall be handled appropriately to reduce sunlight exposure during delivery, storage, and installation.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record - Manufactures Compliance Certificates (AS2439),"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.2 - Supply of Pits & Flushout Risers,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - SD1631 SD1611 PS3030.5 IFC Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Flushout risers for geocomposite drains shall consist of a preformed riser fitting, or a pipe of diameter not less than 100 mm.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Flushout risers shall have surface fittings as shown on the drawings.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Pits shall be supplied in accordance to SD1611.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record - Supplier Compliance Certificate,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.3 - Granular Filter Material – Sand,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR702.05 VR702.13 Table 702.051 Table 702.131,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Granular filter material must meet the below requirements:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Grading: As per Table 702.051,",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• pH: 6.0 – 10.0.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• For glass fines: be thoroughly washed and retested prior to use, where the measured Total Dissolved Solids (TDS) of the granular filter material exceeds 1500 mg/L.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,○ pH and total dissolved solids (glass fines only) must be tested at a rate of one test per 5000 tonnes of product.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record - Material Compliance Data/ Delivery Docket,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record - NATA Test Report: Grading,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.4 - Granular Filter Material – Crushed Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR702.05 VR702.13 Table 702.051 Table 702.131,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Granular filter material must meet the below requirements:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Grading: As per Table 702.051,",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Unsound Rock Content: < 5% by mass,",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• pH: 6.0 – 10.0.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,○ Crushed Rock Components: The percentage by mass of unsound and marginal rock in that fraction of an aggregate retained on a 4.75 mm AS sieve shall not exceed the values specified in Table 702.052.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"○ Granular filter material must be tested for grading, unsound rock content on each production day or at a rate of one test per 500 tonnes of material as per Table 702.131.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record - Material Compliance Data/ Delivery Docket,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
button,Remarks/record - NATA Test Report: Grading,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.5 - Granular Filter Material – No Fines,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR702.05 VR702.13 Table 702.051 Table 702.131,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Granular filter material must meet the below requirements:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Grading: As per Table 702.051,",,,,,,,,,,,,,,,,,,,,,,,,,,,
