"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4d53b8b-082a-4b09-8189-34613b4cfe72","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement"
"d2d828c6-4005-4f35-b71a-b44c28156042","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A"
"3936abda-b6e8-4e46-8045-db96e0049be6","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A","Stair 3 Lobby"
"129fc3ef-85b3-4580-a35b-e3d524a7e3f5","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area A","Stair 3 Lobby","Rough In (Cavity Pockets & PMJ)"
"a59ee537-e9cf-58d4-b29e-3bc8afcc06ae","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Installation - Apartments","Area left clean and tidy (attach photo)"
"77158e2c-9138-464a-b64a-92e628247cba","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","356","Care/ALS Fit Off Checklist"
"87357474-44e5-5e92-aa84-ca426aec85eb","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"d56d7283-edef-5adc-9942-7d2e3415c307","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"2450d4f5-e286-5a53-8d1e-4c95d4db2b16","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"4adb816e-a95f-54e3-9f9e-338db335cc10","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"dca5a600-d043-56ba-bfaa-249bd1e02761","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"e65d749b-e0c1-5483-92a8-cdef4c88b489","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Care/ALS Fit Off Checklist","Shower trays installed"
"4e305f64-b748-5b7d-a9de-aa807212bfb2","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"cae60ee3-5e58-5ce7-8a3e-54b722c3f8cd","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"c7e8b9c3-18fe-4a6b-88af-0c80ee2c8b72","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Common Areas"
"1281448e-602b-4ed0-982f-36b4bd512aba","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Common Areas","N/S Corridor 1"
"ea2491f7-bbc1-4fe2-be65-fdd6ab452f89","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","N/S Corridor 1","Rough In (Cavity Pockets & PMJ)"
"37677997-ce7e-5bcb-8774-ea59283408c4","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"818dd544-b851-5401-b78a-2b6d896ceb87","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"1223b4a0-154b-4442-9d81-511f0ef82126","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist"
"47ba4beb-3e50-5b74-a23b-8c48cf856098","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist","Installation of skirting"
"a512b194-8f48-5ceb-b095-8948542a7142","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist","Installation of architraves"
"60079e10-3f2f-5ce0-96cc-dd027a060dd4","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist","Installation of dado rail"
"aeb7e4d5-eb2d-5ac1-acf7-7bc6c70c0cf9","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist","Installation of arcade joinery (where required)"
"2805f75a-c755-5f8d-a67b-8ff5c514a23b","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist","Installation of fire doors"
"44414619-2129-5cf3-bb62-25633164b5d3","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"3c5b9851-b43e-4796-b46d-2c279a77887a","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist","Finish floor height: +/- 10mm (attach photo)"
"a74c5f8d-41b6-5075-bda1-652dc4f18525","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist","Fire tags installed on the door and door jamb"
"90090f5f-a3df-525b-9718-3fcdd0e681d3","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist","Area left clean and tidy (attach photo)"
"e1ae84c9-b4ee-5696-b199-0aa1d88f175a","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 1","Common Area Checklist","All work 100% completed to required specifications"
"66092214-8249-4232-ba7a-5339d7e0ad41","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Common Areas","N/S Corridor 2"
"c289a548-b123-42ad-8d49-169fa60297de","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","N/S Corridor 2","Rough In (Cavity Pockets & PMJ)"
"39747c58-bb29-54b6-afb2-b2f8c58c06ed","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"4eafcf9d-c8da-596c-bf44-7b12da15888c","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"7b63a8ac-4b5e-499b-ae1d-0665236887a0","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist"
"b752f7d7-7d7d-5174-8b93-2f8d9cfae900","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist","Installation of skirting"
"6792da46-8650-5a51-92b5-198da1ca2d29","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist","Installation of architraves"
"2690d0ce-afa8-5d76-93fb-1fbaecf91321","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist","Installation of dado rail"
"234fa65e-8282-5044-b1aa-059927d1e0fb","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist","Installation of arcade joinery (where required)"
"abdbbd33-41f3-54f5-8d33-b9236e7f521d","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist","Installation of fire doors"
"93cd1e5b-ae07-5d7d-ba2b-711bd0cd515b","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"36f70fc1-3ab1-4463-b40a-4d731071b976","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist","Finish floor height: +/- 10mm (attach photo)"
"be03eb65-f79a-562b-be0a-cbe49b46cd89","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist","Fire tags installed on the door and door jamb"
"8481cf1f-ab6c-5bc0-be6f-ecd67c1ed52e","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist","Area left clean and tidy (attach photo)"
"28c69e76-817e-56bc-aca2-202a754fbe41","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","N/S Corridor 2","Common Area Checklist","All work 100% completed to required specifications"
"afc1103c-88b8-4b20-994a-1f17ad79b804","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Common Areas","Elec/NBN"
"72e391de-1c08-431d-ba9d-1a5f39791309","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","Elec/NBN","Rough In (Cavity Pockets & PMJ)"
"8253c579-b1c2-5bdd-9521-03766e94519b","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"1dc6dcdc-8ec8-55e6-8013-a30e0ef719a8","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"67afcac7-dd5d-4b9a-bd27-b36745737b25","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist"
"fb9cd803-9a7c-579a-8d8e-ca03eab53db2","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist","Installation of skirting"
"e8b719f3-5186-5e02-81b1-4618058c9f85","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist","Installation of architraves"
"2c766144-0484-5f63-933e-1ea0b44e1207","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist","Installation of dado rail"
"b3eed767-6f6d-5cbc-8bca-36738c450abe","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist","Installation of arcade joinery (where required)"
"5d5722cc-a037-526d-b20c-11a5594cebdc","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist","Installation of fire doors"
"4a66b9e4-1892-56a8-a3ee-8fc2e665c7ad","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"7b2eb4bc-858b-4fe3-b8b6-cde5f54f6b07","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist","Finish floor height: +/- 10mm (attach photo)"
"98cffc8d-6799-54db-95d4-fb44fef20671","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist","Fire tags installed on the door and door jamb"
"c6c43dd5-3dbe-58de-a54e-89d53b7414f1","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist","Area left clean and tidy (attach photo)"
"ff4501c0-616f-598d-ab15-29488d317e61","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Elec/NBN","Common Area Checklist","All work 100% completed to required specifications"
"15c27a3d-1f25-4468-b4e7-68bed783e5fb","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Common Areas","Gas/Water Cupboard"
"cf68b351-ddf2-4cef-a72f-4db5b5c81863","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","Gas/Water Cupboard","Rough In (Cavity Pockets & PMJ)"
"fd17598b-c1f6-5c76-855b-15e8996d42f4","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"0d743a8b-a9d1-56cf-9884-bf4030da8864","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"d9b08a6a-b469-4303-b7a5-8dcfa6ac5996","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist"
"abd80f3d-9fff-517b-b6f0-3e4529fe213d","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist","Installation of skirting"
"dae6d7b8-b3b1-5793-b490-f93f5d229b0b","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist","Installation of architraves"
"d44b04e0-d53e-571e-9475-0e32788a3796","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist","Installation of dado rail"
"c248d327-6ea3-5356-814f-c78fc1d9a039","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist","Installation of arcade joinery (where required)"
"ab857c76-4411-5562-83c1-c667b6936e52","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist","Installation of fire doors"
"71f32b50-172c-5f25-9949-a3c21d69cb06","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"cca721a9-2694-4a23-a16d-6e1f90c1ea27","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist","Finish floor height: +/- 10mm (attach photo)"
"8db6b66d-8d22-5cc0-bbd7-de7c8a78b9b2","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist","Fire tags installed on the door and door jamb"
"f237274d-4df7-574b-9bf4-5a9a12db2838","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist","Area left clean and tidy (attach photo)"
"b4c4204f-dfa3-5a4c-8f20-b0124621a91a","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Gas/Water Cupboard","Common Area Checklist","All work 100% completed to required specifications"
"0fcdebdb-e986-454e-94ce-64487c865c9c","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Common Areas","Services Cupboard"
"f0d0f492-7794-423a-9c47-c882144d77c9","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","Services Cupboard","Rough In (Cavity Pockets & PMJ)"
"e035cad1-ef37-511b-a8fb-36273cb4af3a","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"28b3361e-7042-59de-b1dd-145808ed2624","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"f651e814-9cb1-4ddb-a7a1-b6d694552f15","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist"
"679f4863-f62d-5dd0-a146-5f7651c88eab","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist","Installation of skirting"
"7a26195d-8a75-5454-8cee-374eafb81818","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist","Installation of architraves"
"e740c910-04b4-5887-add0-dfbca7825865","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist","Installation of dado rail"
"3e145179-c31e-5f68-9a63-ccf3411c80f7","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist","Installation of arcade joinery (where required)"
"fcc16659-2802-57b3-bfb9-1f95c25f22de","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist","Installation of fire doors"
"80120f6d-db30-5051-a5d6-f88ea66a0134","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"42845acf-47a3-4e5f-8610-a28948386ce8","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist","Finish floor height: +/- 10mm (attach photo)"
"364e9e41-a936-53a7-8a84-c332919bfd28","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist","Fire tags installed on the door and door jamb"
"4dfba576-02bf-5ba6-ba79-530737877e44","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist","Area left clean and tidy (attach photo)"
"3414dff6-dc50-5ebf-be0f-19de881a890f","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Common Areas","Services Cupboard","Common Area Checklist","All work 100% completed to required specifications"
"e1b583aa-0e0e-4a67-86c9-ca63d211c9f8","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Common Areas","Stair 7"
"09280645-9054-4b00-a210-b5ab973dfd28","","checklist-flat","pass","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B04","Level 3","Common Areas","Stair 7","Rough In (Cavity Pockets & PMJ)"
