"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"27620973-575d-48b5-81f1-cd5e5a7dfe3f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"a8b76dfc-9074-4448-b2a3-40d9ae7ea995","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge"
"763e381f-9dcf-4baf-869d-9081cf5ca916","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3"
"28e39c01-93d7-42cc-a38f-3101ec7f94e1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3","Wet Fire"
"28bc6305-f0a7-4cce-9d19-4a65aa56e365","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off"
"acf941c5-ecae-50ee-a0e0-cbae6fd57ed5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"ff1c92f2-5279-58fe-bd7f-9d2c60d4358e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","MASDS Panel Fit Off"
"5fe54acd-36cb-59c2-beb8-c64f9ad57b2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Strobes"
"3d18b30b-e7ef-5f01-bb4f-f32389b407e1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning"
"8f7e54e9-c9df-5772-8138-b80228635e20","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm all devices indicate at FDCIE"
"9d4514d6-7535-5cc5-b1c6-cd1660417b94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm operation of all ancillary functions from FDCIE"
"1ab23c39-4b91-5dcc-a0ab-684ef963b736","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","FDCIE. Operate each alarm test, isolate and reset for each alarm zone"
"889dd2f3-9514-501e-974e-d89697768df3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"551ee3b5-7284-58e6-b901-ecd9bb7c0f06","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"177a78bd-b82b-5f8e-af92-8e2c97c8aa3e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off"
"2bff4763-70aa-5beb-bd5e-5d4279fa2fc9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"3c92e163-2aff-4ecc-8740-0163f6d1e821","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Town Square","Level 1","Zone C"
"ea8078c6-eea0-4027-a0fd-bd3e175938ca","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire"
"7d94ba2d-a696-411c-9690-893f4d9b11a3","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off"
"4a368ec8-014c-5bf2-89d0-cf5180af4131","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"266da5c3-31d9-5e2a-a55f-6152fc3be4c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Specification reference checked"
"075d0fa7-6532-5188-a0f9-d4428f3831f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"9bed7a64-3de2-5085-bc45-a4493b30561b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Sprinklers"
"1a07d47e-250d-5460-a3ab-cc69b3ac0cc9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In"
"46a8ca29-4e2f-5bbe-93e9-54ccc68bd047","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"217eae52-ebac-5ae0-8671-d938f91104e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Hangers Location"
"8985c22c-8644-50ac-bb0c-8a16d8126797","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Concealed spaces sprinker heads installed"
"8178ef9e-ef7d-5d65-8ee0-8a97affae7be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Outlets capped"
"6038449d-fdab-5067-ba90-e95ca486215e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pressure test carried out"
"4741d28e-9f64-506c-bfed-a0f1968b67f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"458373f7-802c-56be-8bc5-0b799aec8c79","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off"
"afd0b15f-887c-5f25-94a6-0b806d50796e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Sprinkler heads fitted to final locations as per coordinated RCP"
"18a2fe7f-adc6-5243-b617-30cdcb0706d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Pressure test fit off"
"575b4fff-27f6-5863-8948-18b7afea15dc","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off"
"ad245440-e330-5b1f-9b62-5bd1b28907f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off","Inspected by Independent Certifier - Signature attached below as applicable"
"4e35f1e8-6648-4571-bafd-9ba0fb578aae","","checklist-sectioned","not-started","ENT-006 - Hydrants & Hosereels rough in and fit off","checklist","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off"
"7cf2cc69-c7da-50c2-bf7d-c56633259335","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start"
"9fe49866-101e-5b6d-9d78-fb7be43debb9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Specification reference checked"
"ed68f242-e6e1-51c2-8cfc-a3ee67d5ffd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Area clear, tidy and accessible"
"6cede025-db08-50a7-8b5d-f993f5cc1bf5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"eb09d3ec-0b86-5ff2-8c92-4d7ce70884de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Hose Reels / Millcocks"
"c4c52cf6-0d47-54dd-a94f-0fdd1d8a1717","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In"
"71ca012b-e683-5e02-b150-f119658041f8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"82e53ccf-0567-520c-b624-84da0900c3c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Hangers Location"
"e34566d5-a845-525f-8f5a-03718259c7c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"4212ab5d-0017-567f-9d16-a3aeec7bd10d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off"
"b4701b24-097f-5787-b473-da95620c2d12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Hose Reels (Minimum Clearances)"
"50f53e47-3a4d-5440-8434-d3063fce4ff3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Millcocks (Minimum Clearances)"
"21ee405a-acdd-5fe1-a612-5482790fb63a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pressure Test"
"70307d2a-fcbd-5839-a55f-e8add4596a04","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pipe Identification Labelling"
"649dc067-85ad-5a3f-bfdb-f68758e99c44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Statutory Signage"
"7e0ca53f-beeb-5c09-8ec4-0a8aaf502cab","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning"
"3ef9aeb5-73e7-567b-87cd-a9bfd58cc8c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Flow Tests"
"7cf922eb-83df-5f75-81d8-fc6696d7adfc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Certification"
"eec96aba-4e25-50c2-b758-30588bba7714","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off"
"4838154c-d190-5c0d-b24a-603e42875c45","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"94e752dc-c29f-4b29-a376-e89626fdbb28","","checklist-flat","not-started","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Pressure Test Checklist"
"f4ac7480-de8d-5a48-ab4e-e946e0b3a734","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Pressure Test Checklist","Test Details & Results"
"11630573-1811-5eaa-bd90-6e2d8f586acd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Wet Fire","Pressure Test Checklist","Sign-Off Test completed to specification/drawings & Area left clean/tidy"
"b2b2df4d-74c1-4031-99c4-63a7b509b405","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Town Square","Level 1","Zone C","Dry Fire"
"eebfd2f8-0e84-4fed-860a-b9627cd0ab8d","","checklist-sectioned","not-started","ENT-013 - Fire Electrical rough in and fit off","checklist","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off"
"32e3713c-dbce-52b2-8adc-422243471a13","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start"
"dce0b191-0b04-5fca-895c-3ac59b4e3a85","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Specification reference checked"
"b5356670-315a-5aa4-be9e-ad7f0384ab33","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Area clear, tidy and accessible"
"638837fb-2a5c-5fa8-906c-f9c96ce57f6c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Cable/Conduit/Tray"
"f38b720c-9fec-5e8a-93a2-8c6ef107b0df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Fire Devices"
"1f851346-f37b-57ea-ae36-b58d23c34b23","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In"
"cc3dad13-7aba-5e84-bd02-07cfc3d5565d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Correct cable used (eg Fire rated as required)"
"8332dead-4299-50e5-8671-2123a17fd9c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Cable Support"
"14343ae4-e7f1-5f2d-ab4a-77fa81726e2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Segregation from other electrical services"
"a3a5107f-b6b2-5794-9598-c249c552fc17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Type of cable fixing and spacing"
"c0e68af2-c5cd-5370-8aa0-4e53cff5cce2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","No cable joins between equipment"
"ee03e722-0a64-545e-8739-1aac0cba9fce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit type"
"f5d926a8-869b-5025-8200-20c5cae48271","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit fixings"
"c7d50eaf-c936-54f1-8fa7-18a569cf7787","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","MASDS"
"853b4286-7c19-5f52-beb4-3d8feaf90ddc","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off"
"6ef7a20b-08cf-53ca-b4f4-408198d50aa8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensor locations as shown on drawings"
"5500a48b-4ee1-5112-9118-3f8a4824a16f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Warden intercom phone locations"
"15c535fb-59d9-51d4-8da8-b687080ad6ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Break glass alarm located per drawings"
"ff921aa1-310a-5a02-8c56-0ee587e14fdb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Hold open devices located per drawings"
"86fa14b9-83e4-525a-b9f0-8c3ec5bd0e96","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with Mechanical services"
"e0a16708-51df-5e40-861b-7579af52d82f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with DDC"
"dafc2d13-5b43-55d3-9f28-f5227022255e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensors fixed correctly"
"34bc547b-7d5b-5994-acfb-268824d710a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","FIP installed & connected"
"e1483d5b-a691-5053-ad80-7a79e0b84812","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone C","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Connection of system to Tyco for Monitoring"
