"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"97a842cb-2f3c-41fb-81d7-53759bab9eb2","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Mechanical  Inspections"
"a84b7276-ea19-4e44-b738-4d9b587e638a","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 6"
"cf5bca56-00e1-435d-95f8-77b71e383ab1","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 6","Electrofusion Welding"
"53f41af5-f2f2-4c5e-af1b-98e7a39dd8a9","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 7"
"38a49c40-bfb4-424b-9042-b792bb079203","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 7","Electrofusion Welding"
"06ea0e17-acfd-4789-b915-a11dde387988","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 8"
"8a422669-b149-4136-969f-5d2f5416a8fe","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 8","Electrofusion Welding"
"c1d9c04c-7d1f-4fa3-b6b0-74012a9c20ff","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20"
"e7717008-5c80-408f-b83d-39df30731ab0","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 12"
"fb8855b3-7bad-418e-b439-bcf6b5d79846","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 12","Electrofusion Welding"
"4c65a73b-6cbf-40b0-9ea8-81d02789265a","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01"
"b2c3dfd6-7fd7-4b5f-8ca9-bcdaf3733fa0","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"af177d4a-a902-4446-b9cc-ca7404211838","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete"
"d05e1cba-b42a-49b4-b3f2-544487b213cf","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","AECOM Combined Services HDPE Domestic Cold Water Pipework Installation"
"dccda058-211a-5b02-a26f-61c80cb555cb","","checklist-flat","work-in-progress","AECOM Combined Services HDPE Domestic Cold Water Pipework Installation V2","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","AECOM Combined Services HDPE Domestic Cold Water Pipework Installation","AECOM Combined Services HDPE Domestic Cold Water Pipework Installation V2"
"57a682b1-4e47-446e-b9ac-e1130d6f2180","Signoffs not allowed on folder-progress: Signoffs 9-10 & 13-23(except 16)(20b99b03-3da2-486a-bd9c-8dda5034cd6a)","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding"
"7ee44908-e3a8-457f-836b-733644beb1ff","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 1-10"
"24fcc3cf-6daf-4ba2-b3e3-b4fa9d5ffa80","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 10"
"a734e157-2f64-4432-a3e6-0c688f83f5d0","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 10","Electrofusion Welding"
"693d1809-55f2-4672-8055-6e0f36e7b221","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20"
"d583077d-f3e1-42bf-b36c-71382062ccef","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 11"
"9556fe5e-65ae-485b-9784-0ff54fc9ecb9","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 11","Electrofusion Welding"
"28f1bef4-9cf1-4274-b3ff-08e9673b7f1b","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 12"
"124f7b2f-f8aa-4a22-b5ff-203f44b7f272","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 12","Electrofusion Welding"
"c65953bd-55e8-4b49-88dd-259c1ae6920d","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 13"
"a9b61151-3cca-409e-b691-6bf87bdc4f61","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 13","Electrofusion Welding"
"fad2f160-24c9-4a40-9bcf-96c065ab552f","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 14"
"7fc8bf80-d370-4e2d-8ecb-c1c69845d955","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 14","Electrofusion Welding"
"eeb13fbf-84a7-4b1c-828d-43dbc65b3471","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 15"
"c818dfa4-0c10-48ad-9d1b-9e2083049e45","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 15","Electrofusion Welding"
"01483f59-6be3-4851-ab10-ccd8e724d4fb","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 17"
"985d33b7-431e-4bf2-86b5-e204587448a9","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 17","Electrofusion Welding"
"0a798f6e-f1c3-4f79-b49b-7168bc335bce","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 18"
"40e79c45-d81e-41e9-8616-81f03531c447","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 18","Electrofusion Welding"
"7ac63244-ad6a-46bf-ba9d-dcdcbf2878bd","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 19"
"b142d8ad-5dea-4583-8a16-6258ddb9ef2b","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 19","Electrofusion Welding"
"86b83031-3c85-43aa-8338-1e9c38d1d5af","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 20"
"75178203-a225-4e38-81dd-0344686c174a","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 20","Electrofusion Welding"
"07a0e5ba-1c05-4dc6-b224-2cfeb51dd4a2","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 21-30"
"9335e59e-4e6d-4217-8153-8e760f92a57e","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 21"
"3aab3371-8062-4ed8-a18c-344548059c59","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 21","Electrofusion Welding"
"b36dde17-b270-4e64-a86a-b3a0eb5865a8","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 22"
"40df4f2f-9134-408e-a34a-e8916a7a32e7","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 22","Electrofusion Welding"
"9b40d199-293f-41c1-b43c-c03e66376787","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 23"
"36975e6d-04dc-40f8-bb93-fdc778692fc7","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 23","Electrofusion Welding"
"7c38d171-f2e7-4f0b-a5d5-c585ac7dc693","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Pipework Pressure Test Report QCC-01.01"
"2b49815c-aaea-4fb8-85a9-0f14a9c3584d","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 104 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - Valve Box Incomplete","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"a09e1a85-fa86-4458-a08a-5f5821dcafaf","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 115 - Check Sheet 95% Valve Box Incomplete"
"3c9e29e9-d942-42da-af6d-8d0945800261","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 115 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Valve Box Incomplete"
"b0f39703-4d2e-47b1-b600-673084cff620","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 115 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Valve Box Incomplete","Combined Services HDPE Fire Pipework Installation"
"0010409e-837a-4231-892b-926747ffdd8a","","checklist-flat","work-in-progress","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 7","Trench PE 115 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Valve Box Incomplete","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
