"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"652928b3-520d-4922-a390-7a7d3f1a63eb","","checklist-flat","not-started","SYS - Fredon Compliance","checklist-flat","FALSE","FALSE","Compliance Documentation"
"8625df84-f6ff-5a0f-b4ac-b34f5f043499","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","Fully compliant, site specific Safety Manual and SWMS have been submitted and accepted by the Principal Contractor."
"4e1f2267-cca4-5abf-b9d5-b3a3adaa3b82","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works have been trained and inducted in the Safety Manual and the relevant SWMS for these works."
"978cfdf6-ca16-5e66-b702-2d9a0740d08b","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works are qualified to carry out these works, and are trained, and competent in the use of all equipment and plant required to carry out these works."
"b2ace1a4-35e2-47fa-b513-284f2b0c0df8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"aba99fe8-b976-4701-ab8f-928212836072","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works"
"3d8335f3-5b16-488e-9043-c94f8073b0d2","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works","B2"
"c47cd587-351e-4847-809c-1b151bdd5546","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Ground Works","B2","Retail"
"2fb8e54e-d3bc-46ff-a47a-ff9fa0cae1a0","","checklist-flat","not-started","ITP 175 In Ground Works","checklist-flat","FALSE","FALSE","Site QA","In Ground Works","B2","Retail","ITP 175 In Ground Works"
"0608df68-3eaf-5c83-9371-0f646f9f85e3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITC 183.1 Pit Install","Test Link Installed"
"32b8d985-dac9-5d95-889b-c403fb5c2e2a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITC 183.1 Pit Install","All Earth Cables Clamped / Terminated"
"48277b3c-4b70-5db9-a95a-55b7a024505a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITC 183.1 Pit Install","Earth Pit Labelled"
"a1177593-57ba-4e3e-8517-d4910126acbd","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","B1","Commercial","Attach - Lighting Protection ITC 183.2"
"ddba83bc-5238-5390-b4e6-90eac967a4c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","Attach - Lighting Protection ITC 183.2","Attach ITP / ITC"
"6e89a548-60f8-4ba3-9cb7-8fcef9b0942f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection","R2"
"295be15e-7eaf-40b6-a645-fc1a6da7d1ff","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection","R2","Commercial"
"69550338-02d2-4da6-856c-97608ba9de7b","","checklist-flat","not-started","ITP 183 Lighting Protection","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection"
"02d38bfe-13fb-58bd-bd7e-563ab81094a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure that the latest revision drawings and specifications are being referred to"
"952ccbaa-a939-5046-abf4-4dc298ffc2c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure that all installations have been coordinated with other services, both new and existing underground"
"f1902aa2-6ade-5300-b0e4-e110fca667a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure the distance of 20m between Lightning electrodes is not exceeded and that all external corners of buildings are protected"
"5b55ec9e-47e9-5057-b3d1-edd0ac320b73","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure down conductor is installed in the most direct path practicably possible"
"cbb950e1-1a32-5e18-991a-17f2c5de1417","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure all conductor sizes meets the minimum requirements as per AS 1768 Table 4.6"
"ffd796d5-9ad6-560c-8350-7e2797b00ab8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure each Down Conductor is fastened securely to the engineered attachment point"
"d8e4bc27-137e-5726-a314-096e016ffbdf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure pit is installed to correct RL's and not above other underground services"
"af3d074e-04b6-5a74-a512-354f91286e2d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure Buried earthing conductors meet the requirements of AS 1768 Table .6"
"b92a3350-c677-5d57-88ac-86aa10bfa2b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure the correct length earth stake is used"
"309120ff-0207-5989-a1cc-762ce173f942","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure all earth conductors are correctly lugged and Identified"
"905447ce-0329-5583-b453-81c459984c82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure all earth conductors and fastened/clamped to the down conductor securely"
"56103228-3c22-56ba-97c4-939b9711cb9b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Down Conductor Testing - Project Specific Testing Requirement"
"c99d481d-c286-5d32-bcfb-783b2750858a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ground Resistivity Testing - Project Specific Testing Requirement"
"49d71463-b8e8-5ec8-a273-d66f468da448","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as built drawings."
"3bed476c-8339-5bc8-8d03-1fa4ac0ebbfe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Cross check and verify that the as built drawings are complete and correct."
"03455b68-e3d1-51ad-b192-4b350e4d7cd9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITP 183 Lighting Protection","Verify all inspections are complete and collate records."
"079a5c5d-2cba-41a5-a4d1-7653582d6a76","","checklist-flat","not-started","ITC 183.1 Pit Install","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","R2","Commercial","ITC 183.1 Pit Install"
"f806d8cf-452b-5c5a-99f9-f777597efd1f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITC 183.1 Pit Install","Installed to IFC Drawing"
"d9c2b57d-f52c-545e-8a5d-94f0dfe21892","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITC 183.1 Pit Install","Pit Installed Correct RL"
"61d6baf8-4323-5843-a2a1-b538da107d20","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITC 183.1 Pit Install","Down Conductor Identified"
"21c3183b-3542-56c5-a11f-a8448eec02cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITC 183.1 Pit Install","Earth Stake Correct Length"
"6847aa20-deb1-561b-9de9-ff20ac7c0359","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITC 183.1 Pit Install","Test Link Installed"
"51aa268e-099a-5b2c-818b-5775d6c37325","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITC 183.1 Pit Install","All Earth Cables Clamped / Terminated"
"3e4f6be8-3554-59fc-a6ef-93c44be55fd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","ITC 183.1 Pit Install","Earth Pit Labelled"
"55925bf7-ce01-4eed-9a39-66ce1b087fc1","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","R2","Commercial","Attach - Lighting Protection ITC 183.2"
"b75bbb7b-65d4-5a08-b378-fa742b1f967a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R2","Commercial","Attach - Lighting Protection ITC 183.2","Attach ITP / ITC"
"980bb6cb-9ddc-48ee-92ec-35b839a8b242","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection","R3"
"4a7a867c-9758-4aba-9323-c9880dc9776c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection","R3","Commercial"
"1a8742ca-d418-45da-a16f-e321cfd15a8d","","checklist-flat","not-started","ITP 183 Lighting Protection","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection"
"6d862d9c-8b57-5d86-a216-d53703852f1a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure that the latest revision drawings and specifications are being referred to"
"f8ee83f1-2d2d-57aa-976c-3360c4cb5721","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure that all installations have been coordinated with other services, both new and existing underground"
"a68a2d6a-341d-5d86-b5fa-a9496119d6d0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure the distance of 20m between Lightning electrodes is not exceeded and that all external corners of buildings are protected"
"8f53fd43-235b-5348-918b-0a2533fa6ee7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure down conductor is installed in the most direct path practicably possible"
"86720377-3b57-5d85-b4ad-96f0ec0a4a9c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure all conductor sizes meets the minimum requirements as per AS 1768 Table 4.6"
"9ab38c02-8a22-59e8-b266-b4bdca6b315d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure each Down Conductor is fastened securely to the engineered attachment point"
"d399bc4c-b03d-5edc-98d4-8946ab8a1493","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure pit is installed to correct RL's and not above other underground services"
"50be92f1-bbe4-5cce-af85-bf4a949c2082","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure Buried earthing conductors meet the requirements of AS 1768 Table .6"
"1a1b8df7-47e4-5bf2-854b-4ae80936dbae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure the correct length earth stake is used"
"d48778c9-66ab-5cbb-93ae-ca858174fa8f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure all earth conductors are correctly lugged and Identified"
"68b73314-5b4e-5561-830e-f9b33a57081c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure all earth conductors and fastened/clamped to the down conductor securely"
"31a2748b-492d-564c-9cb7-2fa9dca8b0fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Down Conductor Testing - Project Specific Testing Requirement"
"a9339c11-7fc1-5c44-a570-e548c00b2ae0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ground Resistivity Testing - Project Specific Testing Requirement"
"ee4644e7-11d4-5d9a-acd5-d56c4233175d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as built drawings."
"6fee6f75-0d8d-5bd7-8085-20bd72599517","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Cross check and verify that the as built drawings are complete and correct."
"5c3548b9-ca5e-53d9-a43d-1515dfb93af5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITP 183 Lighting Protection","Verify all inspections are complete and collate records."
"63c26164-4ec7-4aed-a531-d5cd0cab6282","","checklist-flat","not-started","ITC 183.1 Pit Install","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","R3","Commercial","ITC 183.1 Pit Install"
"5ca54bb2-a915-5972-b239-9b0ca243a83c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITC 183.1 Pit Install","Installed to IFC Drawing"
"33350d31-c779-5b79-bb56-4b89d587dec4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITC 183.1 Pit Install","Pit Installed Correct RL"
"362d9049-9049-550b-a26e-30ae3e16e620","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITC 183.1 Pit Install","Down Conductor Identified"
"2e1487cc-8df8-5df3-8a2e-d2e6906f4cdc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITC 183.1 Pit Install","Earth Stake Correct Length"
"2d643978-9b51-55b8-a370-c892c85717a3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITC 183.1 Pit Install","Test Link Installed"
"c2577084-050f-5112-8cb7-511db88560a2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITC 183.1 Pit Install","All Earth Cables Clamped / Terminated"
"36e831b0-54bb-58c4-a342-7e69230b546e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","ITC 183.1 Pit Install","Earth Pit Labelled"
"2adaeef8-7a3d-406a-8609-d99433e63942","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","R3","Commercial","Attach - Lighting Protection ITC 183.2"
"d416016e-ce86-50cf-9fc7-4910e77d0302","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R3","Commercial","Attach - Lighting Protection ITC 183.2","Attach ITP / ITC"
"b2b67e4f-d0d0-424a-9aad-031bdcd8e8b1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection","R4"
"459dbbf5-caec-4322-bc74-c58311bf6dc7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection","R4","Commercial"
"683af8e2-54a4-4570-841f-734aee756141","","checklist-flat","not-started","ITP 183 Lighting Protection","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","R4","Commercial","ITP 183 Lighting Protection"
"b6a0eb88-8326-5d1f-b04e-a4501d142d1a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R4","Commercial","ITP 183 Lighting Protection","Ensure that the latest revision drawings and specifications are being referred to"
"4c36fdcd-6401-5526-9e6f-655977f276dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R4","Commercial","ITP 183 Lighting Protection","Ensure that all installations have been coordinated with other services, both new and existing underground"
"b40647fc-0e1a-53a1-b536-5d9bc73084bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R4","Commercial","ITP 183 Lighting Protection","Ensure the distance of 20m between Lightning electrodes is not exceeded and that all external corners of buildings are protected"
"b976ab98-d36f-5259-9abc-57b90c25da92","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R4","Commercial","ITP 183 Lighting Protection","Ensure down conductor is installed in the most direct path practicably possible"
"092fce97-556b-5e2d-b542-2eca47db85e7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R4","Commercial","ITP 183 Lighting Protection","Ensure all conductor sizes meets the minimum requirements as per AS 1768 Table 4.6"
"f8f17cba-d428-5a68-bc5a-f5ee2c1945a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R4","Commercial","ITP 183 Lighting Protection","Ensure each Down Conductor is fastened securely to the engineered attachment point"
"fe9af2bb-4a08-5128-97a1-9dedea72b07a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","R4","Commercial","ITP 183 Lighting Protection","Ensure pit is installed to correct RL's and not above other underground services"
