"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7ef8b87-5d1a-4056-9b7f-860ed5de950f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Mechanical  Inspections "
"7d3ac9db-db39-4a74-8f33-1c7b119efa0c","","checklist-flat","pass","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
"a8c8edaf-4e3e-49e3-9fd4-09c7aba18487","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding"
"bd05ad20-0dbb-4ad4-bd96-633e2dd45661","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10"
"0de95728-301b-4e15-9166-4c7afbd73c30","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"e2fc390d-9754-4e68-9c20-07ad56f52a57","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"260c951b-14f2-4312-9dbd-66addf407126","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2"
"f5178841-c082-440d-b127-4517e97b93a5","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"4bac8407-0e98-450c-bb8d-81f5d51c5bb3","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3"
"3c645f2a-2ca1-4205-8a52-b23344c4caa8","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"d52902a3-5e71-488a-ae8a-01f25c37b729","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4"
"c8861ecc-ee16-45ff-b4f8-b0fa3ee6d893","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4","Electrofusion Welding"
"8b3b7fde-cc0a-4770-b80a-0548d4c6b783","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5"
"2b637219-d969-472f-bc25-46b954dba787","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5","Electrofusion Welding"
"0398b9af-7e63-49c9-ac3c-8cfe0322437f","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 6"
"3f000629-cded-401e-bba6-8167a9ec5ad2","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 6","Electrofusion Welding"
"27ae6b34-fd04-4aa4-9a24-b793ca11ad64","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 7"
"69562dd3-aa4a-41e5-8951-956a3f3c68e4","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 7","Electrofusion Welding"
"3d5c5605-1c8d-41ce-b906-3574abeb921d","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 21"
"401b91ab-ac79-4961-af5e-8cc920d8d2d0","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 21","Electrofusion Welding"
"68828b39-437e-4123-b341-c0f4106995e7","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld  24"
"c57fee20-1e23-45a8-9602-8b751ee1e3d3","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld  24","Electrofusion Welding"
"eed68b68-d2f8-4b02-9b2a-f6062748782c","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 10"
"f0ba928f-1a4d-4bc6-88f5-3672903d9fe7","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 10","Electrofusion Welding"
"8c95b1cf-5dd9-4628-a1c0-b60bdcace8b3","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20"
"664ffcc0-95c5-4b38-a0a0-9e548ab639d7","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 11"
"40a60bfa-d32a-46d0-9c5c-0345170111df","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 11","Electrofusion Welding"
"b0168984-bb14-474f-827e-e2713912a4a4","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 12"
"aa7f3a15-d3c2-4ea4-a673-3ceed07d1a24","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 12","Electrofusion Welding"
"742b9b74-8dfa-4234-9fed-9ef13ff78d15","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 13"
"a7fb7ebb-1c82-4200-b968-5418152e02bb","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 13","Electrofusion Welding"
"b39eca7e-ad18-41cc-a32e-535baa486f0c","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 14"
"e590e3d0-abbc-489e-a8b0-5829ffb3fa65","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 14","Electrofusion Welding"
"6f1b9a09-0dbd-41d1-a106-27afb5730f80","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 15"
"ce4e0ac3-5a22-42f1-9184-ca2c73e786ce","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 15","Electrofusion Welding"
"26b9532e-fec2-415c-9a5b-4a23481f9bad","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 16"
"8ddeb2c3-5e39-4faf-afb1-0a99d4547699","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 16","Electrofusion Welding"
"cc8ebf8a-8cb6-4e4e-88b7-ef5d23303902","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld  23"
"24848062-6436-474a-9cb8-e123be4292af","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld  23","Electrofusion Welding"
"ca16e403-dba3-497b-ae88-04fd22ac093d","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 25"
"93e1f21c-904c-4ff2-9a36-503d20819b55","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 25","Electrofusion Welding"
"a1412c9a-f45e-4f53-a97a-05fed6a338f1","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 19"
"dc5868d1-8793-4411-9483-99099286bbe0","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 19","Electrofusion Welding"
"8346e0f2-961e-4a8b-91ea-4069f4523c85","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 20"
"f0be53ad-5a25-49fe-a335-3eb4e7100dd4","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 11-20","Weld 20","Electrofusion Welding"
"b6442dd7-b2d8-46e0-ae4a-96fa24e279ff","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01"
"1e661463-7c97-48a6-9801-a9f80fae2162","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"7b14c693-e79e-4ec3-bd74-fc50a9b8ee26","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 114 - Check Sheet 95% Valve Box Incomplete"
"cededdea-8dbb-435a-84bb-67b58d54b791","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 114 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation"
"349d410b-987e-4a3b-a7bc-1ab01ce38e9c","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 114 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
"a9a4d828-92ac-485a-8b15-eb7338bb9926","","checklist-flat","work-in-progress","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 114 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
"d2369bca-3216-4671-8379-4810a17d36ca","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 114 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding"
"f90c9fb8-0bdf-49c8-99d4-57dfba889e25","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 114 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10"
"71ac6ddc-ad54-4811-b6c8-fad5ce8978f9","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 114 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"9d687d28-1336-4010-9cec-8f896e4fcf02","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 114 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
