"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9aeeb75e-2990-4433-abb7-04b602991abd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park"
"ac62c71a-1631-46a1-bcff-3e4936234cdb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park","Level 1"
"131c15a9-6a27-4bbf-a72a-2c8cf5f13f4f","","checklist-sectioned","not-started","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning"
"4b34daeb-291a-5a8a-a866-bf29b0457a8f","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning","Safety"
"8ac44936-dfbc-54fc-b70b-809702b90d25","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Cabinet","Ensure all shielded equipment is earthed and the electrical contractor has supplied an earth with a maximum resistance of 0.5Ω"
"07cf7d3b-9051-54fa-a47a-9ddd03f8c623","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Field)"
"4d0950d5-6511-58cd-82a6-7072179b6ac4","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Field)","Ensure that all Field End Cabling has been labelled, terminated and is level to other services"
"def6d64b-73fc-54f0-bc8f-4a2fe43746be","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)"
"a6f3ce8a-a1a7-5dba-a83a-4d6852e7bce4","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that cables are bunched into their final looms and dressed throughout the communications room to individual patch panels"
"f6a68ac0-bd56-577d-8be8-bfc1527af58d","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that all cabling is terminated according to communications rack lay out drawings"
"645e4a2a-636c-5f32-9be7-a4a08b67e71c","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that all cabling is terminated has been labelled"
"4d2be632-d29e-56a4-b5aa-536402d178da","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)"
"cfba815c-8cbc-510a-81b8-6407951c1900","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that Fluke DSX Testing has the correct parameters as per manufacturer and client requirements all results are recorded with their correct label on cabinet and latest revision drawings"
"e8e5da5d-ad15-5e5f-acc1-f5e47bd42825","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Test Results Recording"
"a5255439-875f-5375-ae79-d5a717f359e3","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Test Results Recording","Ensure all test results are downloaded and stored in both their native format and as PDF's or safe keeping"
"523e69c1-636a-5938-a9de-33d2ee514ccd","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Final Inspection"
"d3943a14-74d8-5c72-8b3e-c08a1b33f8ab","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"15b61770-f8f0-53c8-be38-7bf20389a8dc","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Final Inspection","Cross check and verify that the as built drawings are complete and correct"
"dfbc930f-a457-5907-86c1-98752003ec15","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Final Inspection","Verify all inspections are complete and collate records"
"d748d9c0-bb3f-54a0-85e9-7dfeb4243d50","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Final Inspection","Verify all testing are complete and collate records"
"6af8ca70-140c-44e1-96cf-f9022bbb0886","","folder-normal","not-started","","step","TRUE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment"
"a078e86c-b613-4599-a381-af61773d90cc","","folder-normal","not-started","","step","TRUE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A"
"a4011042-7392-4583-9cec-6c8bef0fb8a5","","checklist-sectioned","not-started","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall"
"daad3ac1-7ba0-5ade-9089-04ca16ca1fa3","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Coordination"
"0f621846-9fe3-5bd3-8ad1-fdcc114251ce","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Coordination","Please attach marked up drawing"
"8d58fe6a-7af2-5deb-b2d8-ccf876fa0fff","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"b539c99c-28f5-5112-a9d4-a6c6f6c767d5","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"74e73132-4073-50e7-a0e9-01a1d883dc42","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Coordination","Prior to installation submit numbered shop drawings for review to the satisfaction of services engineer"
"f2ec46c1-cc80-5847-84ee-84472174eb0f","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Cabling Rough-In"
"ec803f4b-d189-596e-acc3-938ba1db0c97","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Cabling Rough-In","Ensure latest services & co-ordinated drawings are being referenced"
"f65a2884-ff8b-5b72-ab6d-fe30149ea119","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Cabling Rough-In","Ensure the cable does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"6ce064fb-3832-54f4-8682-56e8f812cd80","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Cabling Rough-In","Visual inspection of rough in carried out to ensure completion."
"aa12a410-7c3e-5d68-bd9e-ef53a1208b3a","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Cabling Rough-In","All relevant drawings checked to ensure that all services have been allowed for."
"0e7d33ad-afca-5c6f-996a-c8b49e14f960","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Field End Nurse Call Fit-off"
"db45b4d0-cc70-5582-b6a3-4022336eb447","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Field End Nurse Call Fit-off","Ensure that all Field End Cabling has been labelled, terminated to manufactures requirements and is level to other services"
"7400ee42-b748-58b0-bf9d-e6ef5ab19b83","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Head End Nurse Call Fit-off"
"7205fa66-bc7b-5476-93d1-5c5203f8140d","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Head End Nurse Call Fit-off","Ensure that cables are dressed neatly and loomed into their final location for termination"
"21b4efb3-6529-5743-bfb4-bf592bf40a1a","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Head End Nurse Call Fit-off","Ensure that all Head End Cabling has been labelled, terminated to manufactures requirements and is carried out to Manufactures Shop Drawings"
"0e5ce564-e530-5306-adab-c41834a2ca5e","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Programming"
"d1029c2c-75bb-5fdf-b81a-11ff42821f71","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Programming","Ensure that all Nurse Call stations are addressed correctly as per latest drawings and Align with the monitor associated to them"
"72b7795b-363f-51b4-859d-2a16442b57d7","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Final Inspection"
"3be4edb2-5b89-5ba6-b40e-66735f82d505","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"e653be23-1561-5837-9bf8-b0112176e31b","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Final Inspection","Cross check and verify that the As Built Drawings are Complete and Correct"
"f26925e8-5a02-549c-a35b-0e875d3b0b92","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-224 Nursecall","Final Inspection","Verify all inspections are complete and collate record"
"3046405f-9d64-4fb8-9bc9-76db033201d5","","checklist-sectioned","not-started","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling"
"06995fc7-a4b1-546a-97a3-a0a9ca07751e","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Coordination"
"bdf432ca-1e4e-55fe-84b9-5f9902944806","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Coordination","Please attach marked up drawing - Please take photo of title block"
"28120c2a-41de-5c04-93c6-a573be2dc541","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"fd81c333-b21c-54bf-b39a-56a61d4a4623","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"1537156f-418c-5767-9c2c-37db4a3667ef","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Coordination","Prior to installation submit numbered Communications shop drawings for review to the satisfaction of services engineer"
"c165e420-6c66-5645-a4f2-082cdc5a72d7","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in"
"b02a66b1-e23b-50e2-a1e0-90f456a8a381","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure that the latest services and coordinated drawings are being referenced"
"32175efc-a4fb-5b75-ac06-fe397ed63ee9","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure that the latest coordinated drawings are being referenced"
"8d7bf4dd-577d-5249-9339-52d5ab3593e8","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure the cable does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"3f6e7326-0930-56a2-9351-4896ad7b0052","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure the cable has adequate support and the pathway is less than 90 m including service loops & goose necks before drops"
"42099c29-fc79-53ad-9111-611bfba09372","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Visual Inspection of Rough In"
"a3251b0f-5669-5f42-a14f-127b89fc1772","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Visual Inspection of Rough In","Visual inspection of rough in carried out to ensure completion."
"e8125043-c39d-5527-a45d-9b9e5c7bac67","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Visual Inspection of Rough In","All relevant drawings checked to ensure that all services have been allowed for."
"4f3f9f76-b3c7-57b7-99e2-4320b33bd933","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Cabinet"
"9920084d-4645-525b-b237-c64825b133d6","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Cabinet","Ensure Cabinet Layouts are installed to the latest drawing layouts with door swing and clearances considered"
"0a9c1b21-9995-5c3f-adf4-c8837b8a1975","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Cabinet","Ensure cabinet is secured and and all accessories, panels and management installed correctly to latest RU Layout Drawings"
"f2e3c362-7744-5688-aa16-0eb0845bf280","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 2 Existing Main Entrance Refurbishment","Zone A","ITP-222 Horizontal Cabling","Cabinet","Ensure all shielded equipment is earthed and the electrical contractor has supplied an earth with a maximum resistance of 0.5Ω"
