"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"70513420-2675-400f-865a-e38ff25d6488","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation"
"d0a0d546-66a9-4bf2-99d5-496a00b2e3a6","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater"
"aa993fa1-58eb-4e0a-9e7e-614d53ca03c3","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)"
"f62772cd-967b-4e73-8b20-fe4ea42b9a99","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist"
"d1c909f9-ae57-5673-98cd-9176fe03d82b","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"a259ffcf-125c-5a1e-af07-7d3f1be39f7b","","checkpoint-status","not-started","Cesspit Installation:9422dc07-0fb6-4a4b-9bcf-5b5dd4ceb0ec","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","Cesspit complete & ready for sign off"
"a6a38922-1970-4991-83d0-a8ae5ed6f42e","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)"
"2d6d93f4-c8cc-425a-84b7-4803c73b67e7","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist"
"9b4ef908-c24c-57d9-9fac-158dccf280e6","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"d907b9f9-c0ac-513e-97ae-bd0fd54e3ddb","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0e7aaaa3-b759-4859-b836-2d8db0e93825","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Latest consented drawings"
"290fe4ab-1f06-55f8-90df-c18609977796","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:48b9b4e0-5649-4bc9-87a0-b179262693cc","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Setout completed checked and accurate"
"4498544e-8598-5447-b7bf-ab501f7e11ac","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e3b4f544-f151-4f36-8301-84ac59ec0f67","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Excavation Accurate - Location & Depth"
"483cf5aa-e9b3-5a46-8c8f-94924ec5e445","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3b5b1990-1547-45ca-a0fc-7c2dada5ce89","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Ground Conditions Checked & Acceptable"
"67444a1a-6b4d-5d24-95eb-2ef8f052468f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:f4c14850-749f-415e-ad60-4ac5d54034f9","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding depth and material correct"
"148ac3b1-e065-510f-8c1f-a1fc010028db","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:49164952-313a-4b22-92ab-3b847456b693","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Correct pipe laid to specified level and grade (all joints sealed correctly as specified)"
"2b6f3206-dc78-51dd-86a9-c8a23773f47d","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:d27c0140-2652-49c4-b093-b61ea6421f8a","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Connections to manholes complete and approved"
"cd164e22-8110-59dd-9fc4-5599c9949f35","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:9f1341e4-974b-446c-82c5-1c365476fdba","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Downpipes have been checked, installed and approved"
"1903746e-e6ba-5a1a-bc28-d1cbe8d7646d","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:66273d08-a3ff-40b9-bb80-476c78573c3f","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"b4d3a424-1d8a-56cb-8984-3ea0be72b992","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:c8e8b675-41b0-4bd4-ba43-7d4ad4ea7bdc","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"7f61907f-ec78-55c2-a0df-5ac4cbd736f2","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:2d7339b5-9c3c-472e-88be-1274d95fae9d","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"53d15580-ca5f-57ed-bbd8-94561d16cf6b","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0961e97c-8ada-404c-ad74-2904d17d1402","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Cess Pitts have been checked, installed and approved"
"e99c81dc-9744-58f9-bfdf-9021047b6d79","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3a50c613-e53a-450c-80ee-79d3b5fdbf55","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"307a5571-f610-5abc-93c6-653d7f2dc541","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:a7af3f46-3793-48a3-8c2e-e30ac62b04b5","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"0a0ce8a6-b6d7-51ce-bf96-10c7e429c7dd","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:cb9aae7e-d22c-4433-b2f9-441e783eb6c8","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"39ce84fb-f3ff-53a0-8872-c07d5a313a67","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:5c517e65-621c-49c1-ac0f-1487bcf6d65c","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Pipe Laying Completed"
"5411df87-515a-51d0-a4e6-30376e0a2094","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:bd0edfc9-e6fb-42a4-bf63-bddc0ae5358b","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding Sound"
"e18b5522-04b1-583b-8e2b-bdab791bcda9","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:7a3633d0-cb1d-4456-aa88-e669f9ab1678","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Soil Removed"
"5165a966-1a5e-5d5e-a085-5a992aa9ac6a","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e2eee042-ea5b-4720-bd88-396227607c17","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Trench Compacted"
"91cfa1ee-ff16-5977-8602-8cbef62c48d1","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:972937fa-1913-4765-a4d9-fca9bf01efc1","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Hard Filled"
"22de9e81-fe89-55e9-b1a0-9333acc8adb3","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:ea1108a1-ab36-44be-b4b0-f8ba8a655b54","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Install Tests completed, reviewed & approved"
"49fc328a-7d33-5146-b877-859a90bf923c","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:8d403cc0-6693-4a14-896c-fcbfa116a6d9","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Local Authority Inspection Passed"
"0de154cd-afa5-54c3-9f8a-a6312956efe6","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:71b6e6bc-2d00-4ab8-a1fc-379a04914c72","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Area of Work Inspection Completed & Sign Off"
"aafcce9f-1752-589c-8d22-06d3be3652b7","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9","","FALSE","FALSE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Backfill"
"f01f03f0-1bda-55ea-b378-b38c0359629c","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:5189e464-7ecd-4c78-8d87-06a10c81f1e8","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill methodology and material confirmed"
"55a58391-a5ad-5a2b-be03-eac8472244f4","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e8233221-50c5-4e57-80da-b6247bc47cdb","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Backfill","Any formwork/ debris removed from area"
"8554bea9-e163-55e2-82c4-1adc4769cd70","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:88e16a35-9b12-408f-abe1-0d72356f8ac5","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"37ff933a-c4ff-5295-a523-1fa827129422","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:2be963c6-9cac-4fda-b7ed-5911896e1d34","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"a9b0d2ef-6c4e-555b-a4e3-504e9b4e6745","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e3fbc0b4-b1ef-444d-bf09-7fc7dca2dfe3","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Backfill","General photos and observations during backfill"
"f2f69476-8604-532c-8c49-784e0ef902c1","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e63cdfb5-e127-4e8a-922a-c3874991123d","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"bb639ce5-c342-41a1-bd47-0f8e9f807392","","checklist-flat","not-started","Cesspit Installation","checklist-flat","FALSE","FALSE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation"
"1d34eced-aa37-5f6f-87c3-dfc1cbc7505e","","checkpoint-status","not-started","Cesspit Installation:d73c2ce4-128f-4992-924c-a0a0238009a4","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","Setout & position checked and confirmed"
"4914183a-6819-53ab-a7ea-35fadd2b54be","","checkpoint-status","not-started","Cesspit Installation:195f701e-2691-4cc9-8f5c-8dc05f8e03b0","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","Cesspit installed as per standards"
"ba9bd1ce-c0f4-5269-ac9a-42941fac5376","","checkpoint-status","not-started","Cesspit Installation:c30d625c-311f-4e29-8873-a7f1db5e33f4","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","Setout & position checked and confirmed"
"1584b984-ea3a-534b-99fb-4924d1fd3a8c","","checkpoint-status","not-started","Cesspit Installation:22381c22-dd1a-4e61-bd50-63bf2d639ade","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","All cut pipes epoxied"
"c357eb0d-f659-5e46-9923-d44f5652e12d","","checkpoint-status","not-started","Cesspit Installation:7ef0f2ab-def2-4daf-9054-953764f196a5","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","Confirm Levels Correct"
"5357694b-7f18-5e8a-9f06-41bf781536b6","","checkpoint-status","not-started","Cesspit Installation:2c74ef9d-221e-41f3-9714-39222e5ce1f5","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","Cesspit cleaned of all Debris"
"89dd5091-74ee-5e68-bc4d-8fd6b498969c","","checkpoint-status","not-started","Cesspit Installation:3cde5380-62b9-48e1-83a0-132b94b70f53","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","Concrete Apron installed (if required)"
"80417637-8547-5f04-80c9-cda290cfb333","","checkpoint-status","not-started","Cesspit Installation:66a7aa5c-29e4-4839-85a9-6fbead1374d1","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","Frame & Grate alignment checked"
"7d2c5394-0c1a-5d31-95b7-5d6a35b15d59","","checkpoint-status","not-started","Cesspit Installation:527a27ad-8dfa-4f4c-8b45-82f9f82ab72f","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","Minimum sump depth checked"
"3f023ac7-4c89-5871-ba8b-c23db0a90b84","","checkpoint-status","not-started","Cesspit Installation:88778cc2-035f-4c47-96d3-1b89896cf99a","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","Captive Grates installed (if required)"
"bb24ec83-817b-519c-9b4c-f59ad8a69258","","checkpoint-status","not-started","Cesspit Installation:9422dc07-0fb6-4a4b-9bcf-5b5dd4ceb0ec","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Cesspit Installation","Cesspit complete & ready for sign off"
"f0c7dad7-2cb3-4d30-b371-044581bb153e","","checklist-sectioned","not-started","Drainage - Soakpit Install Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Drainage - Soakpit Install Checklist"
"dc847c5d-6133-51a3-9cdc-4508d263c917","","checkpoint-group","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb","","FALSE","FALSE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Drainage - Soakpit Install Checklist","Soakpit Install"
"1ac78bac-9d5e-52ae-ae4b-eb8110597598","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:db727cb6-74fd-4982-a20e-4a9d49b90451","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Drainage - Soakpit Install Checklist","Soakpit Install","Latest consented drawings"
"1e02f09b-8f3a-521e-826f-d5e24abf0cdd","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:c7c1e6ca-0aa9-45ca-ae44-f52b11615248","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Drainage - Soakpit Install Checklist","Soakpit Install","Setout Completed checked and accurate"
"8d7d110a-27f5-5e91-ac83-f83291cd5f31","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:e66fcc7b-ce75-403b-b734-0f1e981914ae","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Drainage - Soakpit Install Checklist","Soakpit Install","Excavation Accurate - Location & Depth"
"14974023-27de-55b0-bd5a-65137c41381a","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:941a9c44-6260-4135-a79a-171a7c3a076f","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Drainage - Soakpit Install Checklist","Soakpit Install","Ground conditions checked & acceptable"
"2af94f94-c21a-58c1-b716-c325750d14e9","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:e5d7856d-e723-40b9-9c7c-4dd60efda0de","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Drainage - Soakpit Install Checklist","Soakpit Install","Bedding depth and material correct & compacted"
"a0950c88-b1a7-5be5-82dd-5afa44f88206","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:aa4ffd2b-9cce-45c7-a007-9d9d3a889795","","TRUE","TRUE","Drainage Installation","Stormwater","Proposed Field Catchpit8A(SWFCP 8A) to Stormwater Soakpit 8(SWSP 8)","Drainage - Soakpit Install Checklist","Soakpit Install","Correct Soakpit installed to specified height and sitting level"
