"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1aaed0a5-fc27-470d-ad90-a08ba3523b78","","fail","","folder","TRUE","FALSE","Site QA"
"c297c7aa-cdbc-4f11-8f95-f5215168c7eb","","fail","","folder","TRUE","FALSE","Site QA","Multigate Office"
"75865981-7e93-491b-ba1b-6df16f3d58e7","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure"
"81e3d7c0-4f4e-422a-ae17-d94b07ca5b8b","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)"
"0261fff3-f86e-4c19-bda6-ce59be8ed14a","","pass","Excavation - GPL-QSE-ITP-STRUC-003 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East"
"5ba8777d-e62e-59a1-a9e5-3a3a34cd11a9","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East","Prior to Works"
"6c2c588e-42f2-5209-ba61-1329d44bc030","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm minimum 100mm clearance behind FCU for return air path"
"3ee7b6f5-ca87-5902-9ef4-01ae5b73b99b","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm all flexible and sheet metal ducting has been installed as per drawings"
"e766cdf0-b0e8-560b-b9ff-e7c8b37df51e","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm sealing of flexible connections between kitchen/ toilet exhaust fan and metal ducting (mechanically fixed required)"
"928dba37-7796-526d-8664-7012b555498e","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm flexible ductwork is not crushed, torn or damaged at any point"
"124c9a3f-a06c-5010-a2d1-8e85136ef56a","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm wiring of AC controls are located as per architectural set-out"
"9e3c6067-9394-5169-bf2d-3dee4bd58f7d","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm all refrigerant pipes have been installed, pressure tested and insulated"
"3934668e-e7fe-594f-af8d-b159d72ac480","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm all condensate drains have been installed back to tundish and tested for falls"
"cb757901-2b30-5f1e-b8ce-5cf5d53e35dc","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm all above ceiling air paths are maintained as per design"
"e545b00e-7cd8-55a0-aa68-7d416b8a2b22","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"66ab4579-c921-514b-bec6-e41bea56b7bd","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","After Works"
"f8ce5630-1c65-5990-b6b4-1170d0ce2327","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","After Works","Attach subcontractor ITP"
"aa776986-f9e7-540e-b14b-7c03dacb841b","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","Sign Offs"
"c750c043-fcbb-5522-9c2c-2952e9f0de45","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","Sign Offs","Orwell Sign Off"
"8eb6a99a-1729-57e0-9713-1d3421e7082a","","pass","","signoff","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","Sign Offs","Request Sign Off"
"28870d42-19d8-4195-9cdd-263082958151","","pass","Electrical Rough In - GPL-QSE-ITP-FIT-006 (Rev 00)","checklist","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical"
"0eb071d3-72b7-58ab-b8a7-cddec76832f0","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","Prior to Works"
"8947fc7e-5cea-5ffe-a62a-b4f2c38de21a","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"802e125a-9279-5d4a-949a-e8f4036acb3f","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","During Works"
"95cbc504-b6ab-5917-ade6-636dddab929a","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","During Works","Confirm light layout and switching as per the design"
"7fb90b5a-fe92-535a-af28-fdbb24345da3","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","During Works","Confirm height and location of the following"
"4505eba9-b4fc-5f71-9571-58ef60f46f67","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","During Works","Confirm GPO locations for OTHER (i.e. fans, FCUs, blinds, etc)"
"4f59e34e-f8bd-5fa6-853d-af916eb84271","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","During Works","Confirm NBN conduit and draw wire"
"ef4b2044-d5df-5c1c-b8f7-6b25d4d8f76e","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","During Works","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"788e1b7b-145d-53da-a717-0c4e066388cf","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","After Works"
"e996cfa8-b99b-56a1-b041-4c327cb0e484","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","After Works","Attach subcontractor ITP"
"ca139e79-5144-5722-8058-cca415fbd804","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","Sign Offs"
"cb955183-0a76-5701-b8d6-1b39a0ec4edd","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","Sign Offs","Orwell Sign Off"
"abd5b8ee-55b7-5cc6-8111-893e9243ee16","","pass","","signoff","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Electrical","Sign Offs","Request Sign Off"
"ce077ab8-21f9-42c3-86e9-e98b6e0c411e","","pass","Fire Services Rough In - GPL-QSE-ITP-FIT-008 (Rev 00)","checklist","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services"
"00363b83-098e-5f8f-bb5c-824e74d82ddc","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","Prior to Works"
"0a737949-3e92-5b3d-9732-a0364bab3c5a","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"400b6eba-5f73-5a96-805e-9c8e8b2b896d","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","During Works"
"a44c1b13-80be-5ae2-877d-c6a751ca834f","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","During Works","Confirm sprinkler pipework installed as per drawings"
"a5452743-6b74-5e9a-91c2-5ce07d7dd05b","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","During Works","Confirm sprinkler heads have been installed as per architectural RCP layout"
"9380e7a1-3c49-596e-be12-7f0dee755ac9","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","During Works","Confirm any drenchers required have been installed"
"5ba35635-5fe4-59e6-a13a-4b14cc37d257","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","During Works","Confirm red cabling installed for fire electrical speakers and detectors"
"897a22cf-1bee-53af-9868-5ea0edbf47e9","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","During Works","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"1d2729cc-0fb4-550a-b125-73d76d93cc65","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","During Works","Confirm pipework pressure test has been undertaken"
"907868a2-d5c2-5812-9443-c6a537ba2419","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","After Works"
"9f3b24b2-bc03-5d06-9479-0b1d115e9741","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","After Works","Attach subcontractor ITP"
"85b6b025-fb8e-5d9d-89ca-c376f447ede8","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","Sign Offs"
"6b566c0b-d58b-5e08-becf-3761418a53bf","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","Sign Offs","Orwell Sign Off"
"5f6525e5-5e36-5d3d-be74-f8bc92e778b5","","pass","","signoff","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Fire Services","Sign Offs","Request Sign Off"
"917f7436-b737-42c8-bae7-dcd3ac5f830c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes"
"3fa09cd9-976e-4f4c-9d4c-1c1fb54b3d3f","","work-in-progress","Windows - GPL-QSE-ITP-FAC-001 (Rev 00)","checklist","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing"
"2219fad1-08f3-5f36-9b9c-ed4e505ed828","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","Prior to Works"
"d0e30cc0-bb49-59b1-9e35-186d53c756f0","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","Prior to Works","Work area and surfaces clean and clear ready to commence work"
"b631b41f-6fa4-5bd4-9c04-a43f7823a6c2","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","Prior to Works","Surveyor 1m mark and gridlines installed"
"02d55935-7f6a-5542-a42b-a4b2acd6415c","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","Prior to Works","Confirm rebate/hob RL and position correct"
"67bad25c-f7c7-5e36-8713-dae8942e6f35","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","Prior to Works","Waterproof membrane laid and dry prior to install"
"87f2bfb7-1945-50bd-9b25-a13bb48e88de","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","Prior to Works","All site measures for opening sizes complete prior to manufacture"
"b655f969-8f4a-590c-b24b-3fa35ddedff0","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","Prior to Works","All windows and doors delivered to site are correct type (colour, glass type & thickness, frame dimensions, function etc)"
"def98f0f-30b3-5f55-96b3-9c0c799421c3","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","During Works"
"5de2a697-fb8e-5d4d-8821-953591084c13","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","During Works","All windows and doors fixed plumb and level"
"a2db5e69-3dd1-5289-9e9c-134f48d76eb2","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","During Works","All windows and door are in alignment with adj windows, and heads align"
"fbe75ff6-89f2-5cb0-a8aa-3d008bc27123","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","During Works","All relevant windows and doors align with windows on the floor below"
"2a7af6e1-24ee-5f52-96df-4a3824186167","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","During Works","Confirm RL of window sill against surveyor 1m mark"
"8d54517a-72e9-5200-b8e5-1a5f30539d22","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","During Works","All sills flashings installed"
"440dc215-a81e-5193-aecc-829591cfee8e","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","During Works","Flyscreens installed where required"
"48964a62-2cf6-5426-ae07-e7625ade5448","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","During Works","All gaps caulked not in excess of 25mm"
"5af1a9dd-9142-56ac-8274-d50cbba83297","","work-in-progress","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","After Works"
"f4b77c14-c1b3-5140-9b68-84fa4d938f2e","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","After Works","Review windows to ensure no visible damage to glass or aluminium components, and protection installed"
"d6ebc362-0a83-5c06-afb3-d25e473fc81b","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","After Works","All window and door hardware and locks installed and keyed alike"
"415fe6d6-fcd1-5ef8-94ab-282e8a244dce","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","After Works","All glass and sliding tracks clean and clear"
"f463e2ab-4e96-5ad2-b194-ddbbe2f78688","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","After Works","Plywood ramps installed for access where required"
"b5442f25-3037-5b66-aae1-39817598441a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","After Works","Attach subcontractor ITP"
"e880cb54-4acf-5b1a-abd3-cca89e2fed0a","","not-started","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","Sign Offs"
"2c0ee0e3-4109-538f-b25f-54828606049e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","Sign Offs","Orwell Sign Off"
"537ab0fd-2235-556b-a092-f0c54a181142","","not-started","","signoff","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Finishes","Internal Glazing","Sign Offs","Request Sign Off"
"cd150867-6b5f-4932-90ea-9bedcd983211","","pass","","folder","TRUE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Wet Areas"
"dfbd1343-da73-4fed-8310-018422de8048","","pass","","folder","TRUE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Wet Areas","Males & Female Toilet"
"7e1f24b8-5a96-4a66-8b4c-43897b14e8da","","pass","Internal Waterproofing - GPL-QSE-ITP-FIT-009 (Rev00)","checklist","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Wet Areas","Males & Female Toilet","Waterproofing"
"9b891e7b-d1e0-5468-98c1-5f6e0b306a95","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Wet Areas","Males & Female Toilet","Waterproofing","Prior to Works Commencing"
"93757bff-a2a0-5523-aa59-83c10dfd0b0e","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Wet Areas","Males & Female Toilet","Waterproofing","Prior to Works Commencing","Work area and surfaces clean and clear ready to commence work"
"e6571f1c-ea1d-5a1e-991b-dc152bd9f9e6","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Wet Areas","Males & Female Toilet","Waterproofing","Prior to Works Commencing","Floor wastes are flush, free of waste material and in correct location"
"2ae59067-ccc6-574e-9357-c92954ba97c4","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Wet Areas","Males & Female Toilet","Waterproofing","Prior to Works Commencing","Water Test - Confirm concrete has structurally fall to floor wastes"
"59846e85-cadf-508c-8041-8ce50c506164","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Wet Areas","Males & Female Toilet","Waterproofing","Prior to Works Commencing","Confirm no ponding of water by completing water testing to slab"
