resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU087,Patient Bay - Recovery (Stage 1) ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU088,Patient Bay - Recovery (Stage 1) ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU082,Patient Bay - Recovery (Stage 1) ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU081,Patient Bay - Recovery (Stage 1) ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU080,Ensuite ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU144,Clean Up ,E05,Holyoake EC-125 450x450,Extract/Tranfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper Ø300,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 250x250,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,SD,Smoke Damper Ø300,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,SD,Smoke damper 250x250,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU147,Corridor ,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper Ø300,Smoke Damper ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper Ø300,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,SD,Smoke Damper 200x200,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,FD,Fire Damper 200x200,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,112-3B-AHU012-CAV-001,Trox RN 315.,165 L/S Contiuous Air Volume Box ,FCU Install QA Checklist ,FCU Template ,
,,,,,,,,,,,,T05,Holyoake EC-125 450x450,Extract/Tranfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire damper 700x500,Fire Damper ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-3A-DPU-AHU012-FCU-006,Temperzone IMD95Y,FCU 30 L/S OA,FCU Install QA Checklist ,FCU Template ,
,,,,,,,,,,,,FD,Fire Damper Ø300,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,SD,Smoke Damper Ø300,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R08,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-3B-MDU-AVSU-15,Beacon Meades or Equal and Approved ,Area Valve Service Unit ,HTM02 -01 B1 carcus test HTM02-01 B5a Area Valve Service Unit - Closure and Zoning test ,"HTM02-01 B3_4 Leakage Test, HTM02-01 B2 Contractors Cross Conection ","HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling ,,,,Duciting ,Steel Duct Install QA Checklist ,,
,,,,,,,,,,,,,,Flexiduct ,Flexi Duct QA  Cecklist ,,
,,,,,,,,,,,,,,Low Temperature Hot Water Black Steel ,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Chilled Water Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Drain Condensate PVC,PVC Pipework Install,,
,,,,,,,,,,,,C02,,Carbon Dioxode Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,SA,,Surgical Air Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,O2,,Oxygen Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,MA,,Medical Air Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,VAC,,Medial Vacuum Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,CA,,Non Patient Compressed Air Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,AGS,,Anesthetic Gas Scavenging Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,,,,
,,,,,,,,Zone 9,,,,,,,,,
,,,,,,,,,,03TRA013,Corridor ,S06,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper 450x700,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,112-3B-MEP2-AHU023-FCU-007,Temperzone IMDL130Y,FCU 75 L/S OA,FCU Install QA Checklist ,FCU Template ,
,,,,,,,,,,,,R07,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke  Damper 400x300,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,FD,Fire Damper 350x250,Fire Damper ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper 200x300,Fire Damper ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper 400x300,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU101,Staff Room ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R02,Holyoake EC-125 300x300,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper 200x200,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 700x500,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 450x300,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU100,Change - Staff Male ,E01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU099,Change - Staff ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper 200x200,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 300x200,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 300x250,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,SD,Smoke Damper 200x300,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU098,Store - General ,S04,Holyoake CFPP 600/30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper 200x200,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU165 ,Ensuite - Acessible Staff ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling ,,,,Ducting ,Steel Duct Install QA Checklist ,,
,,,,,,,,,,,,,,Flexiduct,Flexi Duct QA  Cecklist ,,
,,,,,,,,,,,,,,Low Temperature Hot Water Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Chilled Water Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Drain Condensate PVC,PVC Pipework Install,,
,,,,,,,,,,,,,,,,,
,,,,,,,,Zone 10 ,,,,,,,,,
,,,,,,,,,,03TRA001,Corridor ,T05,Holyoake EC-125 450x450,Extract/Tranfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper 300x250,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 300x300,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,S06,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R07,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-3B-MEP2-AHU023-FCU-008,Temperzone IMD170Y,FCU 106 L/S OA ,FCU Install QA Checklist ,FCU Template ,
,,,,,,,,,,,,112-3B-DPU-AVSU-13,Beacon Meades or Equal and Approved ,Area Valve Service Unit ,HTM02 -01 B1 carcus test HTM02-01 B5a Area Valve Service Unit - Closure and Zoning test ,"HTM02-01 B3_4 Leakage Test, HTM02-01 B2 Contractors Cross Conection ","HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,112-3B-DPU-AVSU-14,Beacon Meades or Equal and Approved ,Area Valve Service Unit ,HTM02 -01 B1 carcus test HTM02-01 B5a Area Valve Service Unit - Closure and Zoning test ,"HTM02-01 B3_4 Leakage Test, HTM02-01 B2 Contractors Cross Conection ","HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU096,1 Bed - (Class N Isolation) ,S06,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E13,Holyoake RL23 1000x1000,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT102,,Medical Air Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT202,,Oxygen Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Outlet Suction ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU097,Ensuite ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU095,Anteroom,FD,Fire Damper 350x350,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU090,Bay - Linen ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper 400x300,Fire Damper ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU091,Scope Reprocessing Dirty (Interim State),S09,Camfil MG H14 HEPA Terminal 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T04,Holyoake  EC-125 600x300,Extract/transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E05,Holyoake EC-125 450x450,Extract/Tranfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU092,Scope Reprocessing Clean (Interim State),S09,Camfil MG H14 HEPA Terminal 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T04,Holyoake  EC-125 600x300,Extract/transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-3B-AHU015-HC-04,Temperzone 500x300,3.6 kW Heating Coil ,Heating Coil Template ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03TRA012,Corridor ,SD,Smoke Damper 200x150,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,SD,Smoke Damper 350x250,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,FD,Fire Damper 200x150,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 350x250,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,R02,Holyoake EC-125 300x300,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU093,Disposal,E03,Holyoake EC-125 600x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-3B-MEP2-AHU023-FCU-009,Temperzone IMDL40Y,FCU 25 L/S OA,FCU Install QA Checklist ,FCU Template ,
,,,,,,,,,,,,112-3B-MEP2-AHU023-FCU-010,Temperzone IMDL280Y,FCU 30 L/S OA,FCU Install QA Checklist ,FCU Template ,
,,,,,,,,,,03ENG012,Communications ,SD,Smoke Damper 200x200,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,FD,Fire Damper 200x200,Fire Damper,Fire Damper QA Checklist,,
,,,,,,,,,,,,112-3B-MEP2-ACU-008,PKFY-P100VKM-E 1840x1858x740,Mitsubishi Electric Wall mounted Indoor unit . ,,DX AC Unit Install ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling ,,,,Ducting,Steel Duct Install QA Checklist ,,
,,,,,,,,,,,,,,Flexiduct,Flexi Duct QA  Cecklist ,,
,,,,,,,,,,,,,,Low Temperature Hot Water Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Chilled Water Black Steel,Steel Pipe QA Checklist ,,
