"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"883e0405-ea15-447c-bf83-728c9c0b5b27","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block A"
"52919794-a52a-4f88-a022-9d8cdf43a864","","folder-normal","not-started","","step","TRUE","FALSE","Block A","Ground Floor"
"289e5203-39d3-4395-a6a8-d75036bba9e2","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Hose Tap"
"caed594c-f5a4-41d0-be1d-e35d5d17cbc5","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Bathroom"
"560f97c8-f27a-45ba-aa91-779adac2c944","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Bathroom","Toilet"
"b295519e-cc30-4815-babb-47a564b055b4","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Bathroom","Hand Basin"
"7bcfc354-3989-4c89-8f61-6baa0fa1fd63","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Bathroom","Shower Tray"
"28efe0d5-e163-48e7-8af8-888fd2d7772a","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Bathroom","Shower"
"7a55e30f-f9ef-48dc-bb6a-79e7a62fd454","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Underslung PVC"
"49205767-bbe4-48ce-9515-8585b3b5ff6b","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Pressure Testing"
"f4ec1e4b-1bcb-40d4-9e0d-ca4168cae334","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Stacks"
"4670e886-91be-4b42-9cb8-e25382243c77","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 119","Level 2"
"879bdd94-a98e-4e7e-a84a-bac896d295e9","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 119","Level 2","Main Bathroom"
"c74a214b-65c5-4260-90a8-b6d11d90fd39","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 2","Main Bathroom","Toilet"
"b73effac-5258-445e-84c9-3c9c435cc3ea","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 2","Main Bathroom","Hand Basin"
"388d6cf4-9ef3-4dcd-a7d8-e6ee3c59f28b","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 2","Main Bathroom","Shower Tray"
"64818e86-5ba3-407d-b314-cb2e616a240b","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 2","Main Bathroom","Shower"
"c5513730-a74f-4919-b300-a9c58b33d79f","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 119","Level 2","Guest Bathroom"
"252ad81c-0ce3-4e71-ade3-28baabb41f32","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 2","Guest Bathroom","Toilet"
"a9aa4c69-09a6-4f59-8058-39bd5ff05b4e","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 2","Guest Bathroom","Hand Basin"
"c5851e81-2856-49d4-99da-5d8a29bf5334","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 2","Guest Bathroom","Shower Tray"
"700840f7-1713-4cbf-b3f9-73d6bf9dc32c","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 2","Guest Bathroom","Shower"
"0ddc2ce9-d189-4583-9abc-fa143d5553b5","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 120"
"e7b0061e-f244-42d1-88ab-2b588d8bbd5e","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 120","Level 1"
"bdaaecf5-073b-4b8a-830a-957b6986c01c","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Kitchen Sink"
"5c0810c7-573b-45bb-903b-0320cc66024c","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Hot Water Cylinder"
"c162802d-8bb7-44fd-b46a-ab44821a0826","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Laundry"
"9f512e6d-cae4-482e-ac75-5734ed7fa45e","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Hose Tap"
"37afc04f-d19d-4f48-9f55-236c2464d19a","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Bathroom"
"9980f960-06fa-4c05-9fe2-6215c4de5f99","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Bathroom","Toilet"
"981492bd-2d23-46a0-9d56-5fcd80f9d591","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Bathroom","Hand Basin"
"878c3754-3335-42de-aa7a-caaafc1b7b67","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Bathroom","Shower Tray"
"9c5fea4a-edb8-4107-8c59-e609f1178355","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Bathroom","Shower"
"626d0aa9-492e-4d91-a9e0-127ac2d4ebbd","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Underslung PVC"
"cd1d4feb-bba4-4f98-8361-4eda452f58e9","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Pressure Testing"
"a4987c15-7efc-4b8a-9a1e-ba7c7eafe666","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 1","Stacks"
"069de64f-e51b-41df-b4a8-29ef19d158f7","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 120","Level 2"
"e9fd6d5e-fc5a-4c05-8d58-988a67bb3b69","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 120","Level 2","Main Bathroom"
"932f4b7c-edf3-423c-84e3-390c63fbffa7","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 2","Main Bathroom","Toilet"
"c45513f4-c050-4fa5-ac8d-5e4249d6ac66","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 2","Main Bathroom","Hand Basin"
"3b004196-1e7b-4400-ab42-ba28303cf3a5","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 2","Main Bathroom","Shower Tray"
"c7d9d6c7-73ba-48ad-aa36-8939f17e58d6","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 2","Main Bathroom","Shower"
"72cec797-deaf-466d-ae7f-05cd0be4a17b","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 120","Level 2","Guest Bathroom"
"10e5cd81-d8c0-46d3-add8-dc1affb90e55","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 2","Guest Bathroom","Toilet"
"5fd24f30-2af1-4e65-9764-0aeb10c0bc99","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 2","Guest Bathroom","Hand Basin"
"0a36ad38-5b5b-4249-9ff5-0f3b94e2b839","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 2","Guest Bathroom","Shower Tray"
"673bce80-461c-4027-ba6e-2a981c6334d6","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 120","Level 2","Guest Bathroom","Shower"
"3ed1371b-2b35-4e91-8484-ea096191b191","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 121"
"5464f33d-e38f-4065-8a97-33707b34d6cc","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 121","Level 1"
"51bd5fe5-2972-4c81-bc46-a7293b474d42","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Kitchen Sink"
"580faf4e-282a-475a-8ff5-d712be743065","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Hot Water Cylinder"
"a741967d-0fe2-437a-898a-487bb813ed2f","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Laundry"
"94da8974-4360-4881-b02a-8203a3ad4e8f","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Hose Tap"
"e2877354-2909-4ea9-9c3f-9abc6d41a1ea","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Bathroom"
"2bd9a88c-1df3-492c-aa17-6343f62564cb","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Bathroom","Toilet"
"3709633d-5212-46c8-adb8-59c031519a21","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Bathroom","Hand Basin"
"2504e7cd-5a33-48fc-889c-ff9cdc05536a","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Bathroom","Shower Tray"
"dd23758c-9d09-4af2-ae57-77b73ff80830","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Bathroom","Shower"
"5986445f-0809-4268-8670-2abb1cbd7d54","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Underslung PVC"
"1395b123-37b2-4d4c-b240-1aa435ccb45f","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Pressure Testing"
"9787327c-73c3-4121-9d07-c4c91af284c2","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 1","Stacks"
"4b41940c-67f8-4a6e-8fd2-1f163d0ebf7f","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 121","Level 2"
"6470dd5e-a2b7-42f3-8883-686467dc10cc","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 121","Level 2","Main Bathroom"
"7ead21e7-74ff-4dd6-a1fa-ae09b4ba3e70","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 2","Main Bathroom","Toilet"
"34b6a5a0-377b-4c5c-acf2-ef17927bc237","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 2","Main Bathroom","Hand Basin"
"43307762-b222-4801-8a5a-0de104ccd854","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 2","Main Bathroom","Shower Tray"
"75b34b36-6908-4a6d-be59-9d1bc03577be","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 2","Main Bathroom","Shower"
"2ab317fc-dcad-4975-ae42-a485bf526c1e","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 121","Level 2","Guest Bathroom"
"018636e0-ed71-4f18-89d3-75a4408f9ea3","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 2","Guest Bathroom","Toilet"
"fac9ae24-fc03-4230-8e7e-2f927c546757","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 2","Guest Bathroom","Hand Basin"
"a18fb25f-8e28-4f74-b7f0-f43119286ea9","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 2","Guest Bathroom","Shower Tray"
"493de842-b75e-47b4-9a24-7208ff9ed7be","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 121","Level 2","Guest Bathroom","Shower"
"93c3b797-de72-4261-8f0b-c9e7eeb4a2f6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block F","Drainage"
"cc5e9a6b-7a92-4d3d-9528-56b29e1cd378","","checklist-flat","not-started","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Stormwater"
"7fa78423-fe29-4799-928b-a5a0814782fa","","checklist-flat","not-started","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Sewer"
"4b276313-3ca4-4f27-a797-69dfe5da235a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block F","Drainage","Unit 96"
"3dd4bcf8-a942-4efb-b6fb-bacb6bb024b9","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 96","Drainage Checklist"
"2cdb613a-72ba-42b8-8bc5-125d567bcf9e","","checklist-flat","not-started","Cesspit Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 96","Cesspit"
"f3608a3b-a47c-41c3-a025-b89fc685eb55","","checklist-flat","not-started","ORG Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 96","ORG Checklist"
"240390a3-65c8-4244-a94e-aaa44426f6dc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block F","Drainage","Unit 97"
"bbfe6172-af71-46bf-bac7-d6ab30129684","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 97","Drainage Checklist"
"70764058-f68b-4ee2-9c1d-75e7672e7623","","checklist-flat","not-started","Cesspit Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 97","Cesspit"
"8b4732e9-4bca-4896-8d7d-badb75a66d45","","checklist-flat","not-started","ORG Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 97","ORG Checklist"
"43577654-e219-477e-b45c-d23496ac0f35","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block F","Drainage","Unit 98"
"0f76212d-c9e2-45f1-b10f-562cb10bad03","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 98","Drainage Checklist"
"4a3fe2f8-75ed-4f51-b7de-87101f9c8f8f","","checklist-flat","not-started","Cesspit Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 98","Cesspit"
"338e3183-3817-4aeb-beb6-940816f7dfd8","","checklist-flat","not-started","ORG Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 98","ORG Checklist"
"1e20f4fc-c7d4-489b-96bc-6d7071dba415","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block F","Drainage","Unit 99"
"c23a40ce-2593-4c81-8d34-95e1de29bd90","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 99","Drainage Checklist"
"a32e1752-1fdf-4857-aaed-c1d4b9e2fbf5","","checklist-flat","not-started","Cesspit Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 99","Cesspit"
"75a83801-b5b6-4421-96a6-0907f5684955","","checklist-flat","not-started","ORG Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 99","ORG Checklist"
"233f650b-a5d7-4623-b4fe-e99cf519f98f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block F","Drainage","Unit 100"
"45491ea9-6af9-48e8-84e3-396ed0b7b073","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 100","Drainage Checklist"
"18003b9b-70fd-4106-bda7-7f1697e924c7","","checklist-flat","not-started","Cesspit Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 100","Cesspit"
"3b650e6f-56fc-46b0-b544-d0a1e6d316bc","","checklist-flat","not-started","ORG Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 100","ORG Checklist"
"0d346a9f-ddd4-4356-adf9-9cd56225365b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block F","Drainage","Unit 101"
"965018bb-25ae-431e-a59c-2ec364d9853d","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 101","Drainage Checklist"
"b853fb9f-17ae-4c74-97fe-9e5aedd4c3eb","","checklist-flat","not-started","Cesspit Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 101","Cesspit"
"7e75d61b-2a43-4b44-8a2d-04d2bba4dc61","","checklist-flat","not-started","ORG Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 101","ORG Checklist"
"0ff1c00c-889c-46d6-b8af-703855d06cf4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block F","Drainage","Unit 102"
"9abd299d-77fb-4494-8f36-3d25613405c2","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 102","Drainage Checklist"
"5622929a-224f-4286-8d6f-1123bd77ef5e","","checklist-flat","not-started","Cesspit Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 102","Cesspit"
"b1a0d6e0-2381-4141-a160-99eaade8c485","","checklist-flat","not-started","ORG Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 102","ORG Checklist"
"ce8953a5-b50b-4a38-a2bd-873e943a06ba","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block F","Drainage","Unit 103"
"b9170e6e-dd2e-4810-8003-d64ff6a2b6a1","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 103","Drainage Checklist"
"2d8f841f-9ea0-4dcc-b068-eb56775c7f61","","checklist-flat","not-started","Cesspit Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 103","Cesspit"
"ac77da84-7c93-42b7-921e-7758739e5a25","","checklist-flat","not-started","ORG Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 103","ORG Checklist"
"691b5dcf-75f1-4251-8cee-a2e346c7a546","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block F","Drainage","Unit 104"
"5f69fa9a-8d50-475c-8dd3-d9ddce12f411","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","Block F","Drainage","Unit 104","Drainage Checklist"
