type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
button,• Has the lot been defined and marked up on lot map? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Lot map,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint,1.2 - Survey set-out,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the work area been set out as per IFC drawings? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
section,2.0 Traffic Signals Installation,,,,,,,,,,,,,
checkpoint,2.1 - Public lighting construction,,,,,,,,,,,,,
label,Ref docs: IFC Drawings VR 731,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the public lighting been constructed in accordance with the IFC Drawings?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Subcontractor ITP's,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint,2.2 - Testing and Commissioning,,,,,,,,,,,,,
label,Ref docs: IFC Drawings VR 731,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the public lighting passed all commissioning and testing?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Subcontractor ITP's,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint,2.3 - Powercor Approval,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Powercor inspection & approval provided?,"Yes,No,N/A",,,,,,,,,,,,
textbox,Date,,,,,,,,,,,,,
label,Freq: Each lot ,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Subcontractor ITP's,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,4.0 Conformance check,,,,,,,,,,,,,
checkpoint,4.1 - Test Reports & As-builts,,,,,,,,,,,,,
label,Ref docs: Subcontractor ITP,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• All Test reports and as builts received and reviewed.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Test reports,,,,,,,,,,,,,
label,• As-builts,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint,4.2 - Product non-conformance,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• All Product Non-Conformance(s) recorded and closed (if applicable),"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Completed NCR form,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-019 - CLADDING (Rev A),,,,,,SYM-ITP-019 - CLADDING (Rev A),,,,,,,
section,1.0 Preliminaries,,,,,,,,,,,,,
checkpoint,1.1 - Conformity with Drawings,,,,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Are the drawings, complete & current?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Pre-Construction Activities,,,,,,,,,,,,,
checkpoint,2.1 - Survey Set-Out,,,,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC) & TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0433 Stone Cladding,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has the structure been surveyed, including any fixing inserts, before commencement?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,2.2 - Installation Considerations,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0433 (Stone Cladding 3.4),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the structure clear of dirt and blemishes?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
section,3.0 Construction,,,,,,,,,,,,,
checkpoint,3.1 - Fixings,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0433 (Stone Cladding – 3.5) ,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Have stone cladding fixings been provided as required, sufficient to support, restrain and resist the structural design loads on each cladding panel, as specified?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.2 - Adhesives,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0433 (Stone Cladding – 3.5) ,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Have adhesives been applied where required, as specified?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.3 - Installation of cladding,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0433 (Stone Cladding – 3.7) ,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has cladding been installed as described in specification, considering given tolerances?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-020 - PAVING (Rev A),,,,,,SYM-ITP-020 - PAVING (Rev A),,,,,,,
section,1.0 Preliminaries,,,,,,,,,,,,,
checkpoint,1.1 - Conformity with Drawings,,,,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Are the drawings, complete & current? ","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Pre-Construction Activities,,,,,,,,,,,,,
checkpoint,2.1 - Survey Set-Out,,,,,,,,,,,,,
label,Ref docs: TAS-A-AUD-6007-0426 – LANDSCAPE (IFC),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have pavers been set-out as per current drawings?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,2.2 - Installation Considerations,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Is the concrete slab free of any deposits or rubbish, projections/voids?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
section,3.0 Construction,,,,,,,,,,,,,
checkpoint,3.1 - Bedding Mortar,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0821 (Mortar),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has mortar been placed using type/method described in specification?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.2 - Cutting Pavers,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0774 (Paving – 3.4),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Where required, have been pavers been cut as described in specification?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.3 - Laying Pavers,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0774 (Paving – 3.3),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Have pavers been laid as described in specification, considering specified tolerances?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,3.4 - Sealed Joints,,,,,,,,,,,,,
label,Ref docs: TAS-HWW-SDL-ZWD-SPC-AUD-SDU-A0010-00 – Section 0774 (Paving – 3.9),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have joints been sealed as described in specification?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Per lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-021 - Precast Concrete Elements (Rev A),,,,,,SYM-ITP-021 - Precast Concrete Elements (Rev A),,,,,,,
section,"1.0 Preliminaries, Pre-delivery",,,,,,,,,,,,,
checkpoint,1.1 - Suppliers QA,,,,,,,,,,,,,
label,Ref docs: VR620 Project Specs,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the pre-pour check been completed? ,"Yes,No,N/A",,,,,,,,,,,,
button,• Has the ITP been completed supplied?,"Yes,No,N/A",,,,,,,,,,,,
button,• Have the concrete test certificates been supplied?,"Yes,No,N/A",,,,,,,,,,,,
button,• Has the certificate of compliance been supplied?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Upon delivery of Element ,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Pre Pour Check,,,,,,,,,,,,,
label,• Precast element Supplier ITP,,,,,,,,,,,,,
label,• Concrete Test Certificates,,,,,,,,,,,,,
label,• Certificate of compliance,,,,,,,,,,,,,
checkpoint,1.2 - Transporting,,,,,,,,,,,,,
label,Ref docs: Vicroads 620.08,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the concrete reached its 28-day compressive strength Prior to Transport and not transported before 7 days after casting?,"Yes,No,N/A",,,,,,,,,,,,
button,"• Any defects (Cracks, chips, honeycomb etc) identified.","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Upon delivery of Element,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,1.3 - Element Detail,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
textbox,Precast element/s Reference/Type/s,,,,,,,,,,,,,
textbox,Zone,,,,,,,,,,,,,
textbox,Stage,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach Pictures,,,,,,,,,,,,,
section,2.0 Installation of Precast Element,,,,,,,,,,,,,
checkpoint,2.1 - Excavation Permit & Penetration Permit & Bedding,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• SMP,,,,,,,,,,,,,
label,• VR 602.03,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,"Yes,No,N/A",,,,,,,,,,,,
button,• Relevant permits have been signed and approved.,"Yes,No,N/A",,,,,,,,,,,,
button,• Extents and levels correct to relevant drawings,"Yes,No,N/A",,,,,,,,,,,,
button,• 50mm Blinding to be placed as required to allow working surface and protect excavation.,"Yes,No,N/A",,,,,,,,,,,,
textbox,Excavation to a total depth of,,,mm,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,2.2 - Installation of precast Element and Backfilling,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• SMP,,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has survey set out points identified and existing condition of location checked to ensure suitability of install. ,"Yes,No,N/A",,,,,,,,,,,,
button,• Has the Precast element been constructed in accordance with the IFC drawings?,"Yes,No,N/A",,,,,,,,,,,,
button,• Were topsoil placed and compacted on layers not exceeding 150mm in thickness and not exceeding 300mm in width not earlier than 3 days after concrete pour?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: All stages of Install ,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-024 - Handrails & Balustrades (Rev A),,,,,,SYM-ITP-024 - Handrails & Balustrades (Rev A),,,,,,,
section,1.0  Handrails & Balustrades,,,,,,,,,,,,,
checkpoint,1.1 - Set Out,,,,,,,,,,,,,
label,Ref docs: Civil drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the work area clearly pegged out for line and level?,"Yes,No,N/A",,,,,,,,,,,,
textbox,• Handrail/Balustrade Reference,,,,,,,,,,,,,
textbox,• Zone,,,,,,,,,,,,,
textbox,• Stage,,,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,1.2 - Conformity with Drawings,,,,,,,,,,,,,
label,Ref docs: Civil Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Are the drawings, complete & current?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach Recent IFC Drawings,,,,,,,,,,,,,
label,• Attach Shop Drawings,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.3 - Permit &,,,,,,,,,,,,,
label,Ref docs: SMP,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Relevant permits have been signed and approved.,"Yes,No,N/A",,,,,,,,,,,,
button,• Extents and levels correct to relevant drawings,"Yes,No,N/A",,,,,,,,,,,,
button,• Are handrails and Balustrades compliant with DDA standards.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach completed Permit ,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.4 - Material compliance,,,,,,,,,,,,,
label,Ref docs: QMP,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Are handrails and Balustrades compliant with DDA standards.,"Yes,No,N/A",,,,,,,,,,,,
checkpoint,1.5 - Subcontractor ITP,,,,,,,,,,,,,
label,Ref docs: QMP,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have the subcontractor ITP’s been completed and attached,"Yes,No,N/A",,,,,,,,,,,,
button,• Have handrail and Balustrades been installed as per approved shop drawings?,"Yes,No,N/A",,,,,,,,,,,,
button,• All edges smoothed and final finish provided as per project specs?,"Yes,No,N/A",,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach subcontractor ITP,,,,,,,,,,,,,
checkpoint,1.6 - As Built,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,Were survey as-builts completed,"Yes,No,N/A",,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach survey Report,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
