"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ec990272-67ab-4108-8b18-64fb89a20bb4","","folder-normal","","","step","TRUE","FALSE","Site QA"
"be61cda7-83c3-40a9-bfc6-0a810fb55fec","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A"
"aadc0d3e-d7a8-4418-a150-ba63c0eef067","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark"
"cd86483f-45b0-4c44-b99f-64e10341d6c8","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas"
"7c74cd6d-4cda-4141-be2f-3823ada47e42","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas","Lift / Lift Lobby"
"7d678885-f080-4606-bfd9-d73047788f58","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","WIFI"
"0a55efe2-0f3a-44cc-ad35-4197528e58ed","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","WIFI","Lounge G.02 - WIFI"
"95093ba6-3d1f-465f-b5dc-4af6b8c2ddef","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","WIFI","CIRC G.17 - WIFI"
"12710e61-0bb1-4842-93dc-1c55199d6faf","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","WIFI","CIRC G.22 - WIFI"
"7fff1e16-c359-4220-89c7-ee5888409d97","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS"
"61a05414-58a0-425d-9dcf-d291d20aa44e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS","Doors"
"e610daa5-7af5-4e80-b126-ea9adc539e0c","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS","Doors","CIRC G.03 Double Door"
"91dd55fb-b20b-46bf-9103-a9588c3f1008","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS","Doors","Wind Lobby G.12 Slidding Door"
"a1d5a6ec-c615-4595-9ce6-98dfe0535463","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS","Doors","CRIC G.22 Double Door"
"53242017-172d-46b1-9862-b71536dd32f8","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS","Doors","DLY CON 1 G.25 Double Door"
"05604e2f-34ce-438b-b2bf-591abeef7b65","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS","Cameras"
"c4a7fa0f-8645-46d4-98ba-f5de88207720","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS","Cameras","C-G01"
"b690fa5f-81b7-4076-9166-bf0e08393347","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS","Cameras","C-G02"
"8594c25e-1bbb-4504-afad-a1213d256a40","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS","Cameras","C-G03"
"9b11b2ab-86f2-4346-83ee-a781f51008f2","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","ESS","Cameras","C-G04"
"8698dfae-ef9c-4ad3-b008-55f9280ea82e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2"
"58551c08-7371-48d5-a9f2-cfeb1679ab36","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","PERS"
"d411d4c4-b57b-40ff-9628-44185db70a6d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","PERS","Rooms"
"d83c94ce-f697-4ead-8ff1-12c77e56a0ba","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","PERS","Rooms","Room G.31"
"f1598a74-35fb-4e18-a051-d710aeeb8848","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","PERS","Rooms","Room G.32"
"fd0f5d80-85a2-4767-bf90-ea4801f831b3","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","PERS","Rooms","Room G.33"
"e6a91e95-600d-49f7-97c1-7baad41aef1a","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","PERS","Rooms","Room G.35"
"71ffe556-46c3-4c3e-b335-e77d14251590","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","PERS","Rooms","Room G.36"
"a1096faf-dfcc-48ce-bf11-0313dddf13a6","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","PERS","Rooms","Room G.37"
"cc7077eb-0af3-4de7-9b5c-7ed4d4033d57","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","PERS","Displays"
"f2402b0a-e43b-4d41-8889-12bc8e60ad2d","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","PERS","Displays","Display 3 CIRC G.34 DF"
"d74b83ff-2d53-4185-83e6-81c2db62668a","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","GCS"
"708a0ba7-f82e-406c-8de3-dccdf88e39fa","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","GCS","WIFI"
"83dbc04c-e701-4637-af05-a6b89c88e79e","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","GCS","WIFI","CIRC G.34 - WIFI"
"fb2c9ae6-3651-42c7-ae56-dc692ad5205a","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","GCS","WIFI","OUTSIDE G.31 - WIFI"
"38d294c6-cf4b-4424-ae28-4c3c1378ca9b","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 2","GCS","WIFI","OUTSIDE G.32 - WIFI"
"7ea2d03d-7341-427f-9cf6-820823467a4d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3"
"968b7b59-1a33-4d05-8430-cfed926a1910","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS"
"14a45aa2-a02e-476f-a397-53c7a679001c","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Common areas"
"da55cd68-dcdd-4b0b-8ea0-9aed6c63bc89","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Common areas","Lounge G.49.1 A"
"3c8ce57b-def1-4789-982f-b149d613cae8","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Common areas","Lounge G.49.1 B"
"3cf47287-42d0-48d9-8bfb-084644697d59","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Common areas","Dining G.49 A"
"d874cfd0-8bd0-4c63-9735-b1f02bfe8a09","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Common areas","Dining G.49 B"
"8db74eda-8ab0-4b4c-849f-25a76a14132d","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Common areas","Strair G.55"
"d349522b-936b-4a64-a779-bb737bfa1db8","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Rooms"
"900340cc-ae48-460b-895d-c5ae250c4ef0","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Rooms","Room G.41"
"4b1da424-7adc-401d-8cc9-88696389b322","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Rooms","Room G.42"
"c9bfb3c2-96ef-4b97-b350-6d0fa1af8ba6","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Rooms","Room G.43"
"02a41107-ccc1-448b-8a38-0f78df84eca1","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Rooms","Room G.44"
"9ff522e0-da8c-4a5d-a375-bdeb2ba4d82e","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Rooms","Room G.45"
"605fbbbb-5333-4ee5-acb5-43e3577f9652","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Rooms","Room G.47"
"3873d580-aaaa-414f-95da-c32553abb876","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Rooms","Room G.48"
"2508d2ae-6c1d-49e7-acc5-596e1e66e31f","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Displays"
"eb5dcb95-36a8-4a8c-9c0e-c64d1c1cbccf","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","PERS","Displays","Display 4 SF"
"6a2499fe-3c89-4239-bfae-519c5140e2f3","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","GCS"
"fb3335c4-7905-4b8f-bfa5-09396dd297e6","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","GCS","Common Area Data"
"6d3daed9-4e56-491a-82ea-0bb1e4c271f9","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","GCS","Common Area Data","MSR G.38 - 2 Data"
"eff89230-6b5f-4e7f-83d0-57bce98dd771","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","GCS","Common Area Data","Lounge G.49.1 - 2 Data"
"af87656d-bd42-4bc7-aaf1-5b5490816e12","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","GCS","Common Area Data","CM Kitchen G.51 - 6 Data"
"c177a4ea-2737-439b-ae9c-c278e36464b9","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","GCS","WIFI"
"06550567-76ce-4400-ac0d-f1e3e3906f24","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","GCS","WIFI","Outside G.41 - WIFI"
"ff8c7235-ff4f-48d8-8b82-11e363cd9e79","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","GCS","WIFI","CIRC G.46 - WIFI"
"db851c76-33a0-4e5d-8963-9697493ecd3c","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","GCS","WIFI","CIRC G.50 - WIFI"
"6a8b7be9-fd32-4eed-b21a-d318a218e25e","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","GCS","WIFI","CIRC G.57 - WIFI"
"53460f92-29fa-4c15-8acb-8fbec13f6798","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","ESS"
"3f51bbe5-1fa1-4126-a7fb-d164a5cd236c","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","ESS","Doors"
"fbca704e-e8f6-4f82-afc5-044be92fc76c","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","ESS","Doors","MSR G.38 Single Door Mortise"
"4cb44774-7339-465a-8b31-5c924b84d5e4","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","ESS","Doors","CM Kitchen G.51 Double Door"
"33aa9d28-4b25-42c1-98b4-da1680511566","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","ESS","Doors","Stair G.55 Double Door with Door Reed"
"55d43f14-5fcb-4384-803e-df75f0a56935","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","ESS","Doors","Sluice G.58 Single Door"
"f9520998-ff00-4a0f-99b9-715b5a674858","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","ESS","Cameras"
"33cc45a4-7aff-4238-b2a6-5d484127079b","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","ESS","Cameras","C-G05"
"7d46b5ee-42c6-439e-9f37-01e8dd5b65a2","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","ESS","Cameras","C-G06"
"3d7f0e9f-16d8-47c2-a483-68243eac5a3c","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","ESS","Cameras","C-G07"
"be7e5a8b-6a12-4943-b5e5-0d2986410315","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","MATV"
"8754e1e9-936c-4905-89be-306fc415a4b3","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","MATV","Common Area"
"d8ce1d43-095a-4791-b78d-a2abc74625d2","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 3","MATV","Common Area","Lounge G.49.1 - 1 TV"
"788cca61-df40-45fa-bf32-de4eb41f2654","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4"
"ad6d579f-cdc1-4308-a6cf-e44ed8eef795","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS"
"cef97ecf-7cf8-4250-9e8c-669695d6ae6d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Common areas"
"db4815b2-5942-4642-a61a-0d477c22d807","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Common areas","Memory Pod G.90 A"
"403c2d52-06ef-463c-8a65-fcdad2850b3b","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Common areas","Memory Pod G.90 B"
"9c3e24c4-0e8e-4f82-9d09-8110acd6bd76","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Common areas","WC G.92"
"580dc4f4-7fb9-4d6c-9395-9382ab67a614","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Common areas","Stairs G.83"
"5fd9f67c-ae9d-420b-977b-c399801bf092","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Memory Rooms"
"79e937fa-e878-4c76-89d5-71e9c184c50f","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Memory Rooms","Memory G.65"
"e813f0e9-4553-42b0-9cd5-6ef8495f4155","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Memory Rooms","Memory G.66"
"9ea80c7f-3779-4dd1-960b-404fa467c744","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Memory Rooms","Memory G.67"
"7df6d912-cd2e-468d-b788-b443c798aa8a","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Memory Rooms","Memory G.73"
"dbea933d-4dad-4ab3-a128-c56528a8e4d7","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Memory Rooms","Memory G.74"
"cb31a663-a86d-478a-a4f1-f45f3520c0f4","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Memory Rooms","Memory G.75"
"486609eb-ceee-478d-8296-5731271bfccf","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Memory Rooms","Memory G.76"
"792c9193-b9f7-48ab-b747-cc165a89a95e","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Memory Rooms","Memory G.77"
"ec0acf2e-99db-4660-a301-0faa9aec2914","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 4","PERS","Memory Rooms","Memory G.78"
