"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"518af03f-84a5-4f27-87b2-4bf913aa93b8","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works"
"7824f13e-1208-4ea2-baae-7792d14add68","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works","South & West"
"96bedfd2-c0f8-4f73-a33c-d52368f20593","","checklist-sectioned","pass","Excavation & Shoring - GPL-QSE-ITP-STRUC-001 (Rev 02)","checklist","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation"
"9511dbed-3060-5a2f-b02a-c10170d08ef4","","checkpoint-group","pass","","","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation","Shoring - Prior to Works Commencing"
"cb028837-73da-53e2-b149-9bd1171c1ba9","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm PAPA valve is located within accessibility from access panel"
"0439b5a9-78a4-5c94-9ab5-83e2c35d03d9","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Attach subcontractor ITP"
"b699c3ab-80b8-528b-8c03-39362c724736","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","HOLD POINT – OK to proceed to Plasterboard Sheeting"
"5c0bd762-faa4-5337-9b20-91a1d670dff4","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Sign Off"
"94bab92b-5015-5a9f-adbd-95156e1d4b78","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Sign Off","Subcontractor Sign Off"
"d2a0259f-0b41-576e-b41a-118161d0be3a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Sign Off","Orwell Sign Off"
"1224a5d1-6efa-582a-8050-d4df01f156f2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Sign Off","GPL-QSE-ITP-SERV-004 (Rev 01)"
"288de9ec-1ddb-4360-a435-c395e2976c59","","checklist-sectioned","not-started","Electrical Rough In - GPL-QSE-ITP-SERV-001 (Rev 01)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical"
"13f2de0b-e734-5b90-aabe-547e6e3f6198","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Fire Rating"
"402143df-5401-55da-8407-c3c070a835f4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Fire Rating","Confirm any cable/conduit penetrating Fire rated walls are sealed both sides with Intumescent fire mastic up to 20mm"
"5e2cbe98-3992-5090-a97f-2be6484434f4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Fire Rating","Confirm Fire Rated walls have not been chased in for any electrical services"
"edc633c9-ee75-5d16-b055-3ca2df966615","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Fire Rating","Confirm cabling not bunched excessively through penetration"
"0db65686-c189-5799-87a9-3416711b071d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Fire Rating","Confirm fire rated boxes installed (2hr) and sealed with Intumescent mastic both sides and not chased into hebel more than 15mm (Check acoustic requirement)"
"f3fa848d-4872-5bae-b7ed-6778305953e5","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Fire Rating","HOLD POINT - OK to proceed to electrical services"
"dba519a7-99dd-5d85-bd88-3306090c87ab","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services"
"ceb754e8-dcbf-53ce-bee4-5733bb317b31","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm height and location of the following"
"05774abe-36e4-532b-9125-9e1b141b9d45","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm wiring for switches are in place"
"0fccd581-9898-53eb-851a-c9104ac4f0ea","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm TV and GPO locations in place"
"14372214-b591-5d87-b4c5-993e7b939003","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm location of bathroom GPO has been coordinated with joinery shop drawings"
"6377e149-7104-5dd2-bc0a-49ce65ebc124","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm light allocations as per the drawings"
"d46ba610-6909-5b50-a601-c37172299f02","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm location of NBN wiring has been coordinated with joinery shop drawings"
"a841515e-b2aa-58f0-87c3-6789d1f1a079","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm location of DB board has been coordinated with kitchen shop drawings"
"4f28e44c-ec71-50b9-b6c0-30024ba25a40","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm intercom wiring in place"
"77cf7d41-97db-5447-9546-99dbfdca5dba","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm wiring to kitchen appliances in place as per kitchen joinery shop drawing"
"569c3560-ad1e-5d1f-9788-b4b1ee11e68d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm wiring to external lights confirmed"
"43cbc2d3-6d97-5b05-847b-880e69e112a8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm wiring to FCU and exhaust motors in place"
"47cd149e-6827-5c50-87ae-d79fbefb6199","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm fire speaker cabling is installed"
"13166a9c-5fc9-5e40-b230-cce72c19090a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Confirm adaptable unit requirements if applicable"
"f714b21a-c0fd-5df9-9580-5dc1e29212da","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Electrical Services","Attach subcontractor ITP"
"7a4893b7-4046-5870-a516-7d6f9a4d4fb4","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Sign Off"
"2d2485b4-bc6c-5e21-8433-66a09a263f34","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Sign Off","Subcontractor Sign Off"
"b8b8f787-cac9-57cd-9430-f06508be9908","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Sign Off","Orwell Sign Off"
"cc829fa0-8e75-58f7-8df6-a8a3d1702a77","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Electrical","Sign Off","GPL-QSE-ITP-SERV-001 (Rev 01)"
"e32dc8f4-e16a-4cfa-9349-c97457659765","","checklist-sectioned","not-started","Plasterboard and Linings - GPL-QSE-ITP-FIN-003 (Rev 03)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard"
"9a0f17ce-cd8c-50b5-bc27-1598bf3b1604","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Survey/Wall Framing"
"4fb7f840-70bc-5ab5-8f2d-84d87e17bbcc","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Survey/Wall Framing","Confirm set out of walls in correct locations & RL’s as required To tick"
"65945560-2e4e-58c4-9b76-7b698fce990d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Survey/Wall Framing","Confirm set out of Common/Party walls Hebel to correct side"
"2a77484c-313d-57a8-8539-2816654279b4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Survey/Wall Framing","Confirm set out of Wet Areas are square"
"faa5c23c-d9c0-5578-b23f-90b4f82a9171","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Survey/Wall Framing","Confirm wall type as per Architectural detail drawings"
"e69246e7-ae8c-5ab4-97fa-ad3be588adcc","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Survey/Wall Framing","Ensure wall framing is straight, braced and rigid Noggins as required"
"8671472a-b66f-5f9e-81ce-5a128a5cff83","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Survey/Wall Framing","Confirm studs not bridging against hydraulic pipes and mechanical units"
"e7469fde-84f4-566f-a37f-dfb357e0a181","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Survey/Wall Framing","Confirm that studs do not bridge to lift shaft walls and cavity is maintained"
"3a4ffd81-ce91-51e3-809d-de886d9dbe4b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Survey/Wall Framing","Confirm that joinery opening framing has been check measured for the required tolerance stipulated by the joinery contractor (eg max 5mm error) and check for wall verticality (check across the top, middle and bottom of the framing)"
"9ab06f5a-71d7-57a0-a2c1-29520909c60c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Survey/Wall Framing","Confirm all noggins, trimming blocks, struts as required to have appropriate strength to support"
"00fb34f6-bc60-5749-8815-862d706f05b4","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Walls"
"7e7dfcca-2dc8-52c9-b932-651a34d9ed39","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Walls","Confirm acoustic insulation installed as per Acoustic Specification"
"5f583dfb-832c-5f3b-86d0-4fd57542b4f2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Walls","Confirm Thermal insulation installed as per Acoustic Specification (ensure insulation is complete slab to slab)"
"caf5c288-1bb9-5dc9-a058-4a0f473c7d42","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Walls","Confirm that there is a minimum of 60mm cavity between hebel panel and inside of stud If the cavity is < 60mm, ensure that the wall is double sheeted"
"896946d4-3dcd-5227-ae99-de846a49613f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Walls","Confirm door frames true, plumb and installed at correct orientation"
"75bcb6c9-ecd6-5925-9307-c213ec93567b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Walls","Confirm Plasterboard lining to wet areas are sealed up to concrete soffit on both sides of wall where adjacent to a habitable rooms"
"917482d6-6502-56e5-9fe7-3f997f6e5667","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Walls","Confirm all penetrations through wet area walls adjacent to habitable rooms are sealed and caulked"
"6a2ff108-68ff-55fb-8af0-4ea507e129b6","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Walls","HOLD POINT – Confirm all services works completed"
"ee240003-b9a0-5f9b-8f48-eaa8ab869e87","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings"
"e69a34e0-85dc-5da8-ade4-e085786cde42","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Acoustic Engineer to inspect prior to sheeting PCA to inspect prior to sheeting (L1 minimum)"
"b8b6aefe-f43f-5c51-8c78-3757a7776de2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Confirm Ceiling insulation complete (where applicable)"
"48bd0274-ce7f-517c-b428-7d75e965b748","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Provision made in ceiling framing for access panels and air grilles where required"
"714041d2-1409-52ce-b132-3fde83272fec","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Confirm Ceiling framing is level and correct height"
"be7d9b6f-7578-54d0-a049-9a5f3fecd2b4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Confirm Ceiling framing Bulkheads are square and level"
"ca557c9d-e3af-57a1-be7a-d2616041e5a8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Confirm Access panels installed in correct locations for fire dampers and mechanical fans"
"b3f5832c-c9f1-5ede-97f1-f64118c242df","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Confirm Ceiling furring channels do not clash with other services (eg downlights, access panels, mechanical exhaust, sprinkler heads)"
"78663ca6-1f79-5d8a-b504-84ba7eb84abb","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Ensure plasterboard sheets are AS compliant"
"241dc32e-44ec-50cb-943e-73ddf6b7b8a3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Fire Rating Certifier has inspected the apartment prior to sheeting ceilings and issued apartment fire rating inspection report"
"c1f2636a-7dd9-5cac-befe-715d8af0c33a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Confirm plasterboard fixings are at the correct intervals"
"b04fd14d-05e2-5fab-a913-cf8c6a7d1072","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Confirm Villaboard fixings are of the correct intervals"
"4efdbc0f-49ba-5f13-836d-db1be4d454d0","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","Attach subcontractor ITP"
"5cef92be-ea9a-56a2-8afe-38155a793623","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sheeting Ceilings","HOLD POINT – OK to proceed to Painting"
"100e3b78-7c49-59f8-9d5c-fd7f52895b8b","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sign Off"
"9c3c8194-5453-5f36-aef4-8da71512e7f3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sign Off","Subcontractor Sign Off"
"d9d0c0ff-c8ef-5d74-bf54-ad18d60d7c3a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sign Off","Orwell Sign Off"
"f0010f50-8546-55c7-b1e8-9093fe80bf02","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Plasterboard","Sign Off","GPL-QSE-ITP-FIN-003 (Rev 03)"
"e00a5362-ce03-4b44-9de5-0fc860f649f4","","folder-normal","not-started","","step","TRUE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Tiling"
"5bd4d0a0-b7fb-4107-88b5-c8f19600fc8f","","checklist-sectioned","not-started","Tiling - Internal Areas - GPL-QSE-ITP-FIN-006 (Rev 01)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Tiling","Internal"
"29cf70e7-497c-5dc7-b201-d29c7ef3f925","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Tiling","Internal","Prior to Works"
