"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b1b44885-769a-474b-9770-80ca3df582f0","","checklist-flat","no-status-started","9be491f1c30e7d5d091f86202fdb952c95979007c64799c168f88db500017a73","checklist-flat","FALSE","FALSE","Job Details"
"4f8771e0-804e-41ba-b293-d904103a490f","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Site Info"
"3e97ff3c-f707-4552-ab1a-631ef5ea69af","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Latest Drawings"
"581cf87e-7bfe-43df-962c-49b117b7734a","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Architectural Drawings"
"c8b83231-8036-4b3c-b65a-dd4c41c5a454","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Plans"
"1a0b026e-50e5-4956-ac12-2f2d3a611e91","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Additional Pre Start Docs"
"28301cf4-67dc-4131-a3f4-55957d5707c1","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Order Numbers"
"477a3bd5-cf78-427e-a0e0-925651726787","","folder-normal","fail","","step","FALSE","FALSE","Health & Safety"
"724782fb-282b-455c-8908-042726ef4b5d","","checklist-flat","no-status-started","df00e11d689b0cd5fdda29373d1dc053d0812dccb7e91a591d365a6a64c0011e","checklist-flat","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"09231a51-320a-406a-840d-cd55d011715e","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Health & Safety","Prestart H&S Documents","All  Pre-start H&S Documentation Completed, Reviewed & Attached"
"1a7aebf2-defb-43c1-9b17-0b72a0dcbf86","","folder-normal","fail","","step","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"5304286b-e2f4-4b6b-b123-a20b485e59b4","","folder-normal","work-in-progress","","step","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"d1808901-f9e9-4165-abfa-301b58e9c7ae","","checklist-sectioned","work-in-progress","H&S - Toolbox Talk","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Checklist"
"e5fde7ad-a78f-5dcf-bd57-ca960d7e3517","","checkpoint-group","not-started","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Checklist","Details "
"f7ca6fd6-11d4-5bca-a532-20d4808d3d99","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Gutters","Correct size of gutter as per details"
"c71c8daf-f2f3-5d0e-9e60-c49bdea8c116","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Gutters","Correct fixings for flashings as per detail"
"2a3502ae-1009-5b5e-9a41-6976bc1f2972","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Gutters","Kingspan flashings at joins as per detail"
"4ea4a331-fb35-5e29-a724-62b4b5744705","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Gutters","Membrane installed as per specification"
"9035ed14-bf9e-51a6-a1f8-27334da68335","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Gutters","Membrane welds installed correctly"
"63f9e33a-3064-4430-b961-d6dce84b23e5","","checklist-sectioned","not-started","QA - Asaleo Kingspan Roofing","checklist","FALSE","FALSE","QA","Bay 11","QA - Asaleo Kingspan Roofing"
"0c162c8b-6511-5056-9ce5-478a8668b12d","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Prestart"
"4ebc8bbd-e6af-5a70-b1f4-eff681de240a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Prestart","Edge protection/scaffold in place"
"15c26fa9-d309-5a24-bb7c-8ef6490b5ed1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Prestart","Safety nets installed"
"d11fbd52-b7e0-5893-901c-951aec8f4295","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Prestart","Purlins/battens & all necessary timberwork complete"
"bc089aca-76cc-51e1-9bd9-2b98692a24b1","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA"
"4e3b1121-2ebf-5392-bb52-de0f65744de1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Purlin DPC & Butyol seal tape all in place to receive panel"
"9227063a-9a70-52cf-bfc6-534be0cbc798","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Roof laid in correct sequence"
"64ab1450-946d-57b8-81fa-f91b05eb4354","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Panel laid and side lap butynol tape installed as per detail"
"caa3907f-a097-5734-a5ad-16010c716989","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Panel laid, tail lap butynol tape and sealant installed as per detail"
"e69c09b9-bb3c-5a45-8653-53d74b3eecaf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Screws tight & washers intact"
"ed92973a-2528-5a30-8c62-c4925471cb57","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Correct fixing as per detail"
"467e3888-f91d-5ec1-8a47-08ed4175217c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Roof clean of debris"
"eddce59d-6dcf-5e20-9a31-bb95eda28032","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Roof clean of swarf - mark on plan areas of concern & include photos"
"7a877453-5c47-51bf-b7b6-cae737dacec5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Damaged roofing sheet profile - mark on plan areas of concern & include photos"
"a8230e53-1fb5-5e15-a02e-6014f47cc42b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Scratches - mark on plan areas of concern & include photos"
"fcc2554e-2ab7-526f-9274-a5186d485dc9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Flashing junctions sealed & tidy"
"788b2863-234a-42e6-974c-0b1c4f12c06e","","checklist-sectioned","not-started","QA - Asaleo Flashing","checklist","FALSE","FALSE","QA","Bay 11","QA - Asaleo Flashing"
"1150f624-7274-5004-8f65-0f63bd74262f","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 11","QA - Asaleo Flashing","Barge Flashing"
"b6dd902c-324d-53ec-847d-f6ee15a3c3af","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Barge Flashing","Correct girth as per plan"
"6dc93446-01dc-54a0-ba7f-86125069cfaa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Barge Flashing","Butyol tape installed as per details"
"d9ae3f58-ab8e-5e89-9238-6bf50c004cad","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Barge Flashing","Overlaps are sealed & riveted"
"55f78d47-4a8e-5b19-9470-932c13e678fb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Barge Flashing","Free from damage & scratches"
"1113afb7-58e8-51b0-9285-013a946754d4","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 11","QA - Asaleo Flashing","Head Flashing"
"83cbd00b-a74b-57a1-ab62-0b677ac10431","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Head Flashing","3RW Cell installed as per detail"
"18c41b55-9fb8-54e4-a049-d4b3002decb1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Head Flashing","Correct girth as per plan"
"71a6e993-493a-5776-9868-81766549c7a5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Head Flashing","Butyol tape installed as per details"
"c838dbb7-a224-557f-a582-0489ad9714e9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Head Flashing","Correct fixings as per detail"
"7fd7f738-18d1-5d21-96fe-ab4666b6232d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Head Flashing","Overlaps are sealed & riveted"
"9d3d172f-3187-5c4f-87f8-f03cb778a76e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Head Flashing","Free from damage & scratches"
"df4df7e1-e4d9-5310-b1f3-41b847204df1","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 11","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings"
"7e7ba748-cae7-5031-a4e6-362efe5a394e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Correct girth as per plan"
"216cb88b-9e9e-5385-956a-845067833c7b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Butyol tape installed as per details"
"04cd88ad-136a-5ef2-ab3e-c3ca5355b355","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Flashings as per Kingspan specification"
"a6719c9c-2d3c-593f-9f10-e60b08a95f35","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Correct fixings as per detail"
"3ebab938-a58d-5f73-a23d-a4202727214c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Overlaps are sealed & riveted"
"c0d74781-08af-56d2-b0fa-5e1627eddac5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Free from damage & scratches"
"21a54fac-da17-5770-816d-0e93834b26cd","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 11","QA - Asaleo Flashing","Circular Penetration Flashings"
"563e5568-3c89-5186-a541-9333634354cd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Circular Penetration Flashings","Holes cut correctly"
"1d111bd7-5a9f-5223-825f-1a18f0763182","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Circular Penetration Flashings","Butyol tape & sealant installed as per details"
"2cd5f251-39c8-5eee-be86-8c52a89cb07e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Circular Penetration Flashings","Correct dektite installed"
"1bc35240-96c6-50a1-8891-726e58f32e91","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Flashing","Circular Penetration Flashings","Internal cover flashing installed as per detail"
"1887f49d-2dbc-4cdd-8a8a-3240a5cb2b67","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","South end Stairwell/platform "
"7cf4745d-4b14-45bf-8138-be2c31c0e511","","checklist-flat","pass","Construction Progress","checklist-flat","FALSE","FALSE","QA","South end Stairwell/platform ","Construction Progress"
"ef28c1a6-89c2-5db7-a107-70e86eb71d16","","checkpoint-status","pass","","","TRUE","TRUE","QA","South end Stairwell/platform ","Construction Progress","Framing and Structure"
"a52b9ec1-3276-5386-a39c-54745866ef5a","","checkpoint-status","pass","","","TRUE","TRUE","QA","South end Stairwell/platform ","Construction Progress","Substrate for Timber Framing"
"d31ef99a-bb21-5bf0-8ab8-c6b8d30eb340","","checkpoint-status","pass","","","TRUE","TRUE","QA","South end Stairwell/platform ","Construction Progress","Steel Structure"
"484f3455-6ea3-5d4f-951e-72dab633e78a","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","South end Stairwell/platform ","Construction Progress","Substrate for Steel Structure"
"5910545c-b05f-4312-a544-9527df8e3f73","","checklist-sectioned","work-in-progress","QA - Flashings","checklist","FALSE","FALSE","QA","South end Stairwell/platform ","Flashings"
"d1f17e44-e32a-50bb-b735-eba80444624f","","checkpoint-group","not-applicable","QA - Flashings:8cdb6920-9133-49a1-8dde-bfbc31b61c54","","FALSE","FALSE","QA","South end Stairwell/platform ","Flashings","Drip edge flashings"
"cc62970f-edab-5d13-bc0b-92918bbd8315","","checkpoint-status","not-applicable","QA - Flashings:8cdb6920-9133-49a1-8dde-bfbc31b61c54:268d7349-1ba4-4d5e-9b77-07657fff4621","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Drip edge flashings","Correct girth as per plan"
"838ae243-2d16-5272-b91f-4c08e444dced","","checkpoint-status","not-applicable","QA - Flashings:8cdb6920-9133-49a1-8dde-bfbc31b61c54:546c394a-21a1-4938-8dc4-5c6c570d1f4f","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Drip edge flashings","Overlaps are sealed and riveted"
"35f30f11-6d67-53d7-b2b4-701f58ea0a4e","","checkpoint-status","not-applicable","QA - Flashings:8cdb6920-9133-49a1-8dde-bfbc31b61c54:32f404de-0756-40a2-96ac-046d1208aa2c","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Drip edge flashings","Free from damages and scratches"
"f7b2fa10-4ec1-5207-a512-e2dabaf31d55","","checkpoint-group","not-applicable","QA - Flashings:9368e8af-865d-4615-b9e2-3e64e63e7fd0","","FALSE","FALSE","QA","South end Stairwell/platform ","Flashings","Barge flashings"
"3aa412c9-d359-53a7-89e8-e7e610e4b3c1","","checkpoint-status","not-applicable","QA - Flashings:9368e8af-865d-4615-b9e2-3e64e63e7fd0:16bae0b4-8e02-493f-a75d-3f570392dbe9","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Barge flashings","Correct girth as per plan"
"112d6803-b0d6-570e-ab17-4c027f863555","","checkpoint-status","not-applicable","QA - Flashings:9368e8af-865d-4615-b9e2-3e64e63e7fd0:1af06ae0-d267-4c48-a092-1d4cb3125fb7","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Barge flashings","Overlaps are sealed and riveted"
"e5ed1fdd-0eac-5216-bf98-757cc5be3e2b","","checkpoint-status","not-applicable","QA - Flashings:9368e8af-865d-4615-b9e2-3e64e63e7fd0:c5a31ed6-e78f-4129-a2fc-6df6d7670889","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Barge flashings","Free from damages and scratches"
"c7f89649-8113-5396-a9b4-e700acb69b01","","checkpoint-group","pass","QA - Flashings:8056179a-cf32-4590-83ef-d2925fd4b338","","FALSE","FALSE","QA","South end Stairwell/platform ","Flashings","Head flashings"
"f75af6a0-1e20-56ba-a3c6-3e23b1e1f394","","checkpoint-status","pass","QA - Flashings:8056179a-cf32-4590-83ef-d2925fd4b338:c960fb4c-b145-4bb2-87b7-511f31b1092d","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Head flashings","Correct girth as per plan"
"4933084f-65cc-5a83-b6d1-358e620525c5","","checkpoint-status","pass","QA - Flashings:8056179a-cf32-4590-83ef-d2925fd4b338:b8becbf8-cb36-4f8b-89ed-75d5be818f01","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Head flashings","Overlaps are sealed and riveted"
"419c7615-f3e8-5247-a5fb-ea831fd0e494","","checkpoint-status","not-applicable","QA - Flashings:8056179a-cf32-4590-83ef-d2925fd4b338:b4c26303-ff39-4d80-bbdb-9d4459b103dc","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Head flashings","Free from damages and scratches"
"080a8af6-189a-5649-972e-a0f9ee9fbe52","","checkpoint-group","not-started","QA - Flashings:a0799664-6f34-4e53-bc3a-3533778d6c39","","FALSE","FALSE","QA","South end Stairwell/platform ","Flashings","Apron flashings"
"33729161-70ea-555f-9a78-d54519ddf165","","checkpoint-status","not-started","QA - Flashings:a0799664-6f34-4e53-bc3a-3533778d6c39:8829eae8-1ae5-4a4a-b635-09a1a9705621","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Apron flashings","Correct girth as per plan"
"84d4a162-9c69-541e-b251-3e8a9516a076","","checkpoint-status","not-started","QA - Flashings:a0799664-6f34-4e53-bc3a-3533778d6c39:1055ad26-1a37-4765-afe3-83a38189276b","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Apron flashings","Overlaps are sealed and riveted"
"9bea07a7-c01c-5fb3-a8f9-722bc1115f5d","","checkpoint-status","not-started","QA - Flashings:a0799664-6f34-4e53-bc3a-3533778d6c39:d3e5e987-319a-4262-ac2d-64c2b3225b72","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Apron flashings","Free from damages and scratches"
"5698c357-14a3-55be-968d-dcdf22223c24","","checkpoint-group","not-started","QA - Flashings:16097a38-37d6-4977-81d2-9b3759b1e779","","FALSE","FALSE","QA","South end Stairwell/platform ","Flashings","Parapet caps"
"974eef19-5272-510b-9699-3996bc236b36","","checkpoint-status","not-started","QA - Flashings:16097a38-37d6-4977-81d2-9b3759b1e779:c1b5ab94-f665-4211-b771-8754b169cfe8","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Parapet caps","Correct girth as per plan"
"6fd9858e-f2f5-543b-a013-7436cf8f5fad","","checkpoint-status","not-started","QA - Flashings:16097a38-37d6-4977-81d2-9b3759b1e779:b630e0ad-8a3c-4987-a5ae-ce12b82d6dfc","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Parapet caps","Overlaps are sealed and riveted"
"6aa06213-2008-5c68-9275-44449cfdb591","","checkpoint-status","not-started","QA - Flashings:16097a38-37d6-4977-81d2-9b3759b1e779:6b311a95-5fc5-4e10-954d-d7bc13bbff42","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Parapet caps","Free from damages and scratches"
"71494c9e-87ba-5984-a5f8-3ee8fc8e9a71","","checkpoint-group","not-started","QA - Flashings:7063be52-7c22-4f36-8a3e-b26f86a084e2","","FALSE","FALSE","QA","South end Stairwell/platform ","Flashings","Penetration flashings"
"872cb3f5-ae83-5e47-8eef-d4d1e8c1bcb2","","checkpoint-status","not-started","QA - Flashings:7063be52-7c22-4f36-8a3e-b26f86a084e2:402fc02e-2ccd-4f3d-984f-ac736fce056e","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Penetration flashings","Correct girth as per plan"
"00a82c1d-ae97-5ca9-b3c8-03886a3ddac0","","checkpoint-status","not-started","QA - Flashings:7063be52-7c22-4f36-8a3e-b26f86a084e2:fc6367b4-98f1-48f2-baa6-3ee7ce51de34","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Penetration flashings","Overlaps are sealed and riveted"
"0f0ad61f-0b6c-599b-ad24-8c4fd6dc16fd","","checkpoint-status","not-started","QA - Flashings:7063be52-7c22-4f36-8a3e-b26f86a084e2:ea516c91-3439-44a7-bb42-293b8e741173","","TRUE","TRUE","QA","South end Stairwell/platform ","Flashings","Penetration flashings","Free from damages and scratches"
"5a662d8e-5cbd-40b2-a618-411dbdbe22ea","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations"
"226c2c94-8a68-48f0-9207-bf8fa8d02b97","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","June 2019"
"72ee8739-70b2-4031-9111-21a1100cf4bc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","July 2019"
"d2d4a615-13fa-428e-bab1-16154b7f56e9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","August 2019"
"6e89c827-8722-45c4-a91a-c6b2f914be12","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","September 2019"
"cf6a745f-0e20-4526-943e-68e5ef48e350","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","October 2019"
"12929500-4eaf-40cb-a6ac-6d7082fc6ac5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","November 2019"
"0c441d61-3ef8-44d2-911d-715f5b5e77c6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","December 2019"
"06859c63-2a2c-41a2-bb2d-bd975ec3939a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations","April 2022"
"3ba7e387-7ec4-42c9-9f14-77ceaf0a7aa3","Child Variation Details Approved(abee4116-33cc-5fac-bca1-c5eaf078a50a): Signoff Request Variation Acknowledgement(cb02fb64-f6ac-5bbf-8bde-97e971315fb8) must be dependant
Child Variation Completed(6c167562-7431-53d1-9d06-9250c9be453b): Signoff Request Variation Signoff(377ba55e-dd83-55d0-80db-7adaa232a3a5) must be dependant","checklist-flat","work-in-progress","Add Variation","checklist-flat","TRUE","TRUE","Variations","April 2022","Variation Details -  Flashings for Barge and Head"
"abee4116-33cc-5fac-bca1-c5eaf078a50a","Signoff Request Variation Acknowledgement(cb02fb64-f6ac-5bbf-8bde-97e971315fb8) must be dependant","checkpoint-status","pass","","","TRUE","TRUE","Variations","April 2022","Variation Details -  Flashings for Barge and Head","Variation Details Approved"
"6c167562-7431-53d1-9d06-9250c9be453b","Signoff Request Variation Signoff(377ba55e-dd83-55d0-80db-7adaa232a3a5) must be dependant","checkpoint-status","not-started","","","TRUE","TRUE","Variations","April 2022","Variation Details -  Flashings for Barge and Head","Variation Completed"
"bac2bda8-6575-411e-b4cf-f15186c411a4","Child Variation Details Approved(6eef27f9-d083-5bbd-b952-0d749db23b92): Signoff Request Variation Acknowledgement(c31f1639-449b-5442-b839-af7fc5f3dd22) must be dependant
Child Variation Completed(6b73dd7c-67e4-57fb-89e3-bef1a8bb5e7a): Signoff Request Variation Signoff(c22379cc-4584-5334-a670-043adf340266) must be dependant","checklist-flat","work-in-progress","Add Variation","checklist-flat","TRUE","TRUE","Variations","Variation Details - 20 may 22"
"6eef27f9-d083-5bbd-b952-0d749db23b92","Signoff Request Variation Acknowledgement(c31f1639-449b-5442-b839-af7fc5f3dd22) must be dependant","checkpoint-status","work-in-progress","","","TRUE","TRUE","Variations","Variation Details - 20 may 22","Variation Details Approved"
"6b73dd7c-67e4-57fb-89e3-bef1a8bb5e7a","Signoff Request Variation Signoff(c22379cc-4584-5334-a670-043adf340266) must be dependant","checkpoint-status","not-started","","","TRUE","TRUE","Variations","Variation Details - 20 may 22","Variation Completed"
"9740d7bd-e16b-4a4c-be02-f344a87b3b4c","","folder-normal","no-status-started","","step","TRUE","TRUE","Delays / Damages"
"943154b2-327e-45da-bd72-9b630c6cfadc","","checklist-flat","no-status-started","Add Delay / Damage","checklist-flat","FALSE","FALSE","Delays / Damages","Notice of Damage"
"b03a5176-49a5-5d7f-a524-d937741902b0","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Delays / Damages","Notice of Damage","Notice of Delay/Damage"
"dae65475-53fc-5b57-800b-cc7414da04c0","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Delays / Damages","Notice of Damage","Delay/Damage Acknowledged"
"c67e113f-1a03-461d-afd8-d9496cacd769","","checklist-flat","no-status-started","Add Delay / Damage","checklist-flat","FALSE","FALSE","Delays / Damages","Notice of Damage 16.5"
"5c4135bb-a13a-5af4-b358-952918eec68e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Delays / Damages","Notice of Damage 16.5","Notice of Delay/Damage"
