"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"79cb1f43-a2b9-4387-86c6-4f448726d9fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP"
"e81e2c4a-3698-4414-b0e6-9db508d7553f","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing"
"317497b4-0a92-452a-af24-38402c70ecf7","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor"
"bbad046e-4d52-4903-a11a-364e253dbc44","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities"
"8c91325f-a69c-49ab-8d98-baf4281757c6","","checklist-sectioned","work-in-progress","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male"
"6844d5f6-602e-5e7d-af43-5b58e34701f3","","checkpoint-group","work-in-progress","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male","Details"
"6c27072d-b214-5190-b36b-097a39706d14","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","9. PROTECTION","Builders acceptance"
"c7e00415-6ca9-5deb-851f-0de2dbe10863","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","10. Notes"
"863c4fc5-efb1-546b-a0c4-eec30eb1c8bb","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","10. Notes","Notes"
"2dfe1689-ae19-58dc-8b09-cbfefa72eefe","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","10. Notes","Prepared By:"
"da43757d-072d-42d0-ade4-a0961b73545f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor"
"d4f75ef9-91f8-5383-a234-695a4bdf96f3","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor","1. CHECK DRAWING"
"e5c6564f-a53b-514d-86eb-b188453c8c34","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"064c0260-1c3f-5e6b-b410-e8d083580cb9","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor","2. SUBSTRATE PREP - WALL"
"78c4a29c-c6f1-52e4-833d-46194d102c33","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"9d38cff2-04c5-563a-a6ac-3e022fd3f272","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","2. SUBSTRATE PREP - WALL","Clean and dry"
"a2fa82ba-eb84-5979-9c0a-011e26e11909","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","2. SUBSTRATE PREP - WALL","Joints set and sealed"
"c151edf4-54b7-50e6-889d-ab79397d6497","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor","3. SUBSTRATE PREP - FLOOR"
"abe789d3-af3e-5d4d-8d08-6365dbabc4e4","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","3. SUBSTRATE PREP - FLOOR","Check FFL from substrate"
"53daab67-60cc-5c74-8594-e1e0e1790ca4","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","3. SUBSTRATE PREP - FLOOR","Check angle termination position"
"02914162-1d36-57e9-931f-829067ab1e98","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor","4. SAND & CEMENT BEDDING"
"f36bb982-9385-51b8-9186-a2de39c9c5c5","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","4. SAND & CEMENT BEDDING","Floorwastes protected to prevent debris entering into drains with compressible sponges"
"523a4086-7293-56b9-92cf-d89e6080fbb6","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","4. SAND & CEMENT BEDDING","Falls to waste as per drawing / isolate falls to waste"
"382bbd09-e5a5-58d5-847e-cdcd23507c58","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","4. SAND & CEMENT BEDDING","Ensure slurry material is correct and is not dry prior to screeding"
"946b90ec-bc04-5dc3-a323-af65fcde30b8","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","4. SAND & CEMENT BEDDING","Screed mixed by machine ratio1:4"
"1adc3554-14d6-5673-be72-e0c1c4eca904","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","4. SAND & CEMENT BEDDING","Ensure minimum screed is 15mm."
"e256bea0-c1d3-5c1c-a775-6844e949e94a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"764d8562-06a6-5fd7-a8b2-400d1bc26a04","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"3e32b357-7513-5a9b-b6f4-94a9d231a9c1","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor","5. HOLD POINT"
"1f35f203-f3bc-523c-a887-06853715d7fc","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"35ffbdc3-6149-5830-9b56-5de544b61977","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","5. HOLD POINT","HOLD POINT"
"fa9b965e-7518-57f6-b645-6730f5be76a4","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor","6. INSPECT TILE LAYING"
"d1d47b97-6008-5c54-86b6-5bc87cb34fa8","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","6. INSPECT TILE LAYING","Penetrations checked prior to cuts"
"7a14851b-7427-59d3-abd7-7ae268367113","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","6. INSPECT TILE LAYING","Installation of waste covers"
"c18cd5d5-f361-56b1-91e0-0a6e1b2cb560","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","6. INSPECT TILE LAYING","General lipping wall/floor"
"095d2a39-c315-5b68-b53d-48dea74be5d8","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","6. INSPECT TILE LAYING","Confirmation of removal of floorwaste sponge"
"9a93f16c-7285-5051-adaa-62bfe44a5d4e","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor","7. PRESEAL"
"4309bd21-81f8-5ed5-881a-74f173acb0d3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","7. PRESEAL","Any material to be sealed to be cleaned free of dust"
"726659bb-199f-5e74-88dc-f1c13ad541a8","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","7. PRESEAL","Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering."
"3bc4712e-8fa3-56cc-9b5d-1045a923b81f","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor","8. GROUTING"
"58906ea6-0115-54e5-b176-929184254fe9","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","8. GROUTING","Ensure approved grout colour is used"
"92b8820b-1bd2-5711-9a85-fdf8a7cafc66","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","8. GROUTING","Secure watersource and discharge location"
"1450798b-2dd9-5096-ac9f-7f34d4553349","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","8. GROUTING","Grout mixed without lumpiness"
"d61d5092-1d3b-5426-95a2-69aa274db64c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","8. GROUTING","Joints free from debris / spacers"
"419cd97e-bac3-5406-992e-b3a1cabb563a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","8. GROUTING","Surface is uniform and clean / no grout build up / internal corners free of grout"
"6cc94b59-1eb0-5d65-8e83-9ab485c82439","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor","9. PROTECTION"
"475c4b67-89d7-5d32-910d-aebc6b0dbf3b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","9. PROTECTION","Corflute taped down (no black corflute) cover entire tiled Surface"
"8b5ff79d-8ff5-536b-8bab-f94222d15a13","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","9. PROTECTION","Photo record of protection"
"aae5249b-ac76-59e5-b8de-d2aa27b4c089","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","9. PROTECTION","Builders acceptance"
"c30ddcf3-1d40-5719-a872-18eae3f33075","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Lobby Floor","10. Notes"
"d572d160-2ad1-5e8c-b4e6-a3e9802a9435","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","10. Notes","Notes"
"0785f91b-7035-5d0e-8a75-a0406e4504b7","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Lobby Floor","10. Notes","Prepared By:"
"007881f4-af61-4401-926f-96f1a4425576","","folder-normal","not-started","","step","TRUE","FALSE","TM-ITP","Tiling","Level 3"
"01d0001e-605a-4a81-a7c0-2ea08728e3f0","","folder-normal","not-started","","step","TRUE","FALSE","TM-ITP","Tiling","Level 3","North Amenities"
"63b07f5d-0c93-4fd3-a5e1-d74134efd223","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male"
"1157a908-186f-5690-aa0d-8a748d526424","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male","1. CHECK DRAWING"
"4dc09126-5525-56a0-a534-88941e32fb0a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"ae080da3-8aee-529d-82e3-e10d40db93f8","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male","2. SUBSTRATE PREP - WALL"
"5c533282-9a69-59ce-82a0-4dcec215cbf7","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"982a2ee2-29f4-5416-8df5-10f3225d7dd5","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","2. SUBSTRATE PREP - WALL","Clean and dry"
"ec422904-f777-5245-b2d5-84b0789c7ece","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","2. SUBSTRATE PREP - WALL","Joints set and sealed"
"af3bf764-6e90-5976-9e9d-bdb02913a093","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male","3. SUBSTRATE PREP - FLOOR"
"e769958e-e559-5084-b20e-99c33db055e5","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","3. SUBSTRATE PREP - FLOOR","Check FFL from substrate"
"8b5475d1-d1d1-53a4-9dbd-0b39235ed2fd","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","3. SUBSTRATE PREP - FLOOR","Check angle termination position"
"a5e6e37f-c85d-5fb8-8466-b701b1f917b9","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male","4. SAND & CEMENT BEDDING"
"d82e8fa4-db9d-5a3a-bb2e-06e633c87d1c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","4. SAND & CEMENT BEDDING","Floorwastes protected to prevent debris entering into drains with compressible sponges"
"23bc991b-e2e2-59c0-9088-b78f1034ea3a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","4. SAND & CEMENT BEDDING","Falls to waste as per drawing / isolate falls to waste"
"8a984427-cff8-5d4a-9e70-80c5f5c3a021","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","4. SAND & CEMENT BEDDING","Ensure slurry material is correct and is not dry prior to screeding"
"f0d27bf9-52fd-5443-9f54-f076895f2f4d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","4. SAND & CEMENT BEDDING","Screed mixed by machine ratio1:4"
"1c587c9a-7763-5fcd-8d2a-9a1a0b6d00ea","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","4. SAND & CEMENT BEDDING","Ensure minimum screed is 15mm."
"bdf8e1de-97d4-516e-a3db-fd02b04677eb","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"9bcc04f2-6524-5632-8b5a-f7f5ac380304","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"05e903b8-ee15-54d0-9de2-0a2eadbd5c63","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male","5. HOLD POINT"
"1ba3f223-4353-5f76-abab-5cf97453980b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"74ea3772-0f48-553f-bc9e-0edfdb1cebef","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","5. HOLD POINT","HOLD POINT"
"1b1ef3ec-040b-5136-9c5a-4fa7bfd658b1","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male","6. INSPECT TILE LAYING"
"59288b53-dae4-5203-bd47-2333bb020caa","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","6. INSPECT TILE LAYING","Penetrations checked prior to cuts"
"de8e59fb-e657-5e8d-809b-3e634d54d450","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","6. INSPECT TILE LAYING","Installation of waste covers"
"0e29f3e6-ba35-5d16-908d-11034529134e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","6. INSPECT TILE LAYING","General lipping wall/floor"
"afe3dc17-5c53-5bc8-9af7-22925228f957","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","6. INSPECT TILE LAYING","Confirmation of removal of floorwaste sponge"
"ca4a7c58-c472-5953-a3fb-23eb1894aeb7","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male","7. PRESEAL"
"1b3ed4c1-16f1-5732-bdcf-90d225a038ec","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","7. PRESEAL","Any material to be sealed to be cleaned free of dust"
"734fbc5d-8e50-5821-8b92-dd946ba1c9f8","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","7. PRESEAL","Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering."
"00b449eb-7bf7-5cad-85a3-3f3a816929e7","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male","8. GROUTING"
"771509d3-f255-5308-9e5d-54e8d9aa7cf4","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","8. GROUTING","Ensure approved grout colour is used"
"67723f13-f540-5f6d-9820-657d522ee3fb","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","8. GROUTING","Secure watersource and discharge location"
"7bc2fd7a-66fc-52b2-82f5-735bc1bbb785","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","8. GROUTING","Grout mixed without lumpiness"
"51f2671b-ed2e-58f5-9870-d7dd6c60331b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","8. GROUTING","Joints free from debris / spacers"
"4ef2c17d-bd63-5029-8cc5-1ec4d2329c7d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","8. GROUTING","Surface is uniform and clean / no grout build up / internal corners free of grout"
"33729c78-4f97-5f75-9f56-e42236928ee6","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male","9. PROTECTION"
"96d9a39d-f6fa-531a-9435-b29294b2cc00","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","9. PROTECTION","Corflute taped down (no black corflute) cover entire tiled Surface"
"bbca0a4e-bb10-50c7-a73a-392c36fdb840","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","9. PROTECTION","Photo record of protection"
"0cca29fc-a69b-51bb-b777-856a8ad4df46","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","9. PROTECTION","Builders acceptance"
"4797a931-a5d9-5eb6-9629-3c053debaa66","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Male","10. Notes"
"6a7cc7b7-9af8-5b10-a874-5caeed841bb7","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","10. Notes","Notes"
"30ef01eb-db2d-54ad-91cd-8ea1cd5f16ee","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Male","10. Notes","Prepared By:"
"231c7fe3-1eed-4672-8d3f-8b45f08fe845","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Female"
"37d31d3e-0b96-54d3-ad25-fd80a14f9f03","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Female","1. CHECK DRAWING"
"7a9f7ee9-1e34-5214-bb15-8cd6049c503e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Female","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"c85b6e34-3ece-5ccf-827b-c07f434981fe","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 3","North Amenities","Female","2. SUBSTRATE PREP - WALL"
"21be6b6b-2a84-5c34-9498-82a4ba2f8852","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Female","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"8379d682-5e8f-5489-9bad-c167f4722110","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 3","North Amenities","Female","2. SUBSTRATE PREP - WALL","Clean and dry"
