"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b53f8f34-bb02-4c50-9ae8-4917c4ea9743","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"4ef3cfe1-228a-4721-9e9b-45bb78739a7f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01"
"9eb000d2-1b2d-46b7-aced-5d129e272b93","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01","Fitout"
"d10dab5e-a8e8-4ea9-9038-4134e7246ab9","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement"
"0cc0381a-7cee-43ae-823f-23bc4da42e3f","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A"
"28966d3f-9950-40d7-a988-ed42747ab640","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area"
"be950575-57bd-458a-a299-719a35dc3c05","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area"
"b3d60525-a3a4-4e37-bd1b-3ba3317ba1e0","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area","PRE - S - Steel Stud Framing"
"b0e916c4-7c56-5ddf-be84-daf7022266bc","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"bf85c6d8-84b3-477a-91ec-ad360656bd00","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 4","Area C"
"380f6f42-2631-4bbc-815f-40215b004e65","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 4","Area C","Common area"
"eb69aae4-66d9-4e04-93f3-9507cf9902e2","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor"
"c394ff06-f552-4e89-b4f5-661c375531cf","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Steel Stud Framing"
"0b493be0-e516-57e8-8450-1fe457f6c149","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"c461f8f3-5ab1-5721-9e37-c319201e9373","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"33a440ee-a379-54b6-b8d4-2a7dbe4c4b25","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"f56827a1-bd7d-57b4-842a-a24dd1d98a61","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"d3bb2753-0acb-5361-947a-d1a2f011b3a8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"7e12801a-1dde-5d31-bc93-f308fae40df7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"adb13b58-ef51-5a6a-8f6f-5b78733da12f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"6b966f94-9f78-5699-8ccd-93978b61c022","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"60a83864-4c1b-5c07-8b2e-3ebe09e77b69","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"4a254fab-ce97-41ab-b77d-9b19fb2483d0","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids"
"7a50bd43-f5bb-5dbd-941b-2f4dc10a3623","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"4a91089b-4125-56d1-b864-afcd667b7fa0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"525c9b5e-5deb-57ae-ad19-9a691ea6d8c7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"5f0ff1e5-c4cc-539a-95e0-1237947d9ff2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Batten joins offset"
"def32e8b-8ce3-5d01-95e8-bbcfe8a0b3f3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Batten joins flush"
"07055052-55bd-5a30-aa58-38a969c0176b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"dac0418b-93cc-5ce6-8a5c-2ae8569b4c2e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"62434d08-47e5-5fe8-8def-930c121ccfa0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"f1da3f26-3657-59d2-8db8-bc2e8208e7bd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"81ccb391-1856-5e19-9f6b-1a7cdbd6551a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"7a86c543-3f13-553e-a4c0-7279153d0b1b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"c94f381e-a3aa-54d0-b442-dcaef1281760","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"4a054b00-f305-5202-a047-03dd291e90a2","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Common area","Coridoor","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"ff4640d3-ee82-4212-8562-8fc1f19606c0","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 4","Area C","Apartments"
"16b65fec-76b4-45f3-8915-4995ac119dc1","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460"
"d86063a7-43d1-4b9f-a829-8f264982613f","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Steel Stud Framing"
"88881b03-0292-5275-87e1-1ef3596d8383","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"65b5147e-4304-5ca2-a0d6-769ccd2c5b0d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"bb767c81-1256-5b80-94c8-a12770bafb14","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"f6acb5b1-8bb4-5e94-a271-594592c40bde","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"d057acc4-e8e4-5b6a-8b6a-485056e0c394","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"e67c74ae-cd3b-5740-9e44-b03a8b82a89f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"037ab652-5c7d-5a1e-aa77-ebfdc584eee5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"88f67f22-5dba-5bda-81ed-d91b27021f61","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"e71d791d-0241-58de-92c9-2912a4d8b218","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"1f129d0c-49a3-4dc5-ac0a-8dd779eafe33","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids"
"24228ce5-79e3-57c8-b8be-913ce95d1a2a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"bbc633cf-cdba-5fae-a7fe-8052afd602de","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"6bafd64e-1e90-5d98-b877-e0f86a75864d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"b6ee74a4-17c9-5229-9610-f56f7c6e64dc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Batten joins offset"
"a7cb0c82-e26d-5969-ac18-2f062e89eb6e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Batten joins flush"
"f5509821-6f50-5912-a138-679532a6295d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"8da8be46-42e4-51c1-b414-f704bd4ba098","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"259d98f4-6723-5345-acc9-f62c51493794","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"60365c82-a858-54ab-b2e0-7f3fc766a980","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"d56fb790-38c0-5ab5-a41f-9e9b4f90a4e8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"d0523ff0-3b09-5f54-834a-69bf6ddca182","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"66c4dc5f-59b6-5ec8-b5f8-8587af5de38d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"3489b6af-98e8-5918-8153-4b30f1b2ca2f","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 460","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"d24f154b-9826-4801-b075-b01d51e276e6","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461"
"bde41103-3688-440b-9ff2-ffd23561688d","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Steel Stud Framing"
"4e7c076a-b989-5508-97f9-0317e740928c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"875352ef-8d54-57cf-8738-bb837028b309","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"ff1cfa8e-0d37-553f-9d9c-137e9fc4887c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"fae0500e-7bb2-587f-b5f3-aa7c07fd9dd7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"46f46ee9-c339-56ce-9e05-3e50584863b6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"160fbdf8-fa3f-562c-a066-7baad138a54f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"48858670-f571-5b77-9f9f-fb26ae2541ac","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"9d8fb745-5632-50b6-8300-571f503b7088","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"87e61582-5340-580f-b5c2-61c0acd2a880","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"99da5a10-ee44-4b50-84ea-9ceaf64b9384","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Suspended ceiling grids"
"50574559-db15-55be-944e-9123350ad9dd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"f95d70ed-3848-517c-a976-c3edc9be283e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"1f6c84c5-477b-5cca-a9ff-72102982ce1b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"7b9034ad-d316-5662-a749-b5f42591d46a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Suspended ceiling grids","Batten joins offset"
"7c53e181-d06e-5204-abd5-f0ecdcf5d9bc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Suspended ceiling grids","Batten joins flush"
"31b26eda-5dec-5d31-828c-51c068b3bc83","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"f3a5a4b0-6945-514b-a570-289d233dc304","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"efff57e2-aa6d-50e8-87dc-8afa96aacf98","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area C","Apartments","ALS 461","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
