"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"819d3d61-999a-4fcf-bb3a-aef89775fb1a","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA"
"76e32474-9c42-461f-9a17-0cbd323f6977","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor"
"0df41649-dccc-477a-a60a-b6be34af6a58","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1"
"3bbddbf6-ff78-499e-9dc1-60ebab34e720","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2"
"006d257c-d042-486a-99af-56c39398d42d","","checklist-flat","work-in-progress","8807480b571d700a79527250b46cc6afa797a57d4818a70c775a9b56db496654","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2","External Framing"
"1c1f8abc-1f17-5cb3-9824-662b38c6362c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","Bracing elements installed as per S1-03"
"ec232222-dddf-539e-b414-1c89b307f981","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","Gib quiet ties installed"
"461ce1b6-92b1-5a88-87c6-d7f23f9d7c52","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"f5df4a7f-144e-50d4-915e-6abfd448a3f3","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","All Wall framing checks completed & Inspections carried out"
"f9b65a26-b5a1-4d9d-9870-e648ef99d758","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners"
"60697c7c-7df3-5bbe-a7e9-431eba96d40a","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"1f8f0853-19d6-530f-9caa-13e7c810d210","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"e8e4230d-8f9e-5418-93e4-d6761bd6fc1c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"5d92493c-0167-57cd-b6b7-3a62db540e43","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"c3e38b14-4fc4-4501-8fb4-29a21b340caf","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Doors"
"cc3d305b-d54e-543a-bd9f-3a14175eaea9","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Doors","Check opening is correct and plumb"
"7b57e92b-e5da-5033-b5d7-f93708786008","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Doors","Doors installed within tolerances"
"fca17331-4bd4-52fa-b9f6-e1aa20cad575","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Doors","Fire seal installed if fire door"
"e617a14d-deda-545c-83a0-c1f66ca54305","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Doors","Floor gap is correct"
"715a2ca4-74f9-422d-aa80-305302207e36","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A"
"35118542-a24a-4aea-be2f-f1d26c86274b","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing"
"4196d6c6-5871-5828-94f3-bccde6ab4038","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","General information recorded"
"2ce61336-08d6-5441-ae71-4cddba4a9b51","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","DPC installed, checked and correct as per specification"
"dfb11459-5ec4-5c75-a64a-2457a361766d","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"b8db688b-692a-5d13-be08-c63aa87276ff","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"4162cbe4-f78a-5590-9eaf-0193fc3a2c2f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"8c43151e-e026-5b85-adaf-04b0ecbc99fd","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"7d507843-358d-5dea-a148-3eb895bfaa04","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","Spax screws installed as per structural design"
"66a74580-d3b8-5d97-b212-0948c4413fee","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","Bracing elements installed as per S1-03"
"c27963da-73dc-5d9f-a967-8a305c5a2c72","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","Gib quiet ties installed"
"577f80b3-f648-5a36-8b7c-efc4dc98bfdc","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"d6f25f58-82f9-5849-8b06-3bb6bc5bef6f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Interior Framing","All Wall framing checks completed & Inspections carried out"
"204d4ebf-c86f-4264-9b51-d5cf9810dd15","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Timber Architraves & Skirtings & Jamb liners"
"67a91ad4-910f-58b7-b02a-2a33b613cc3e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"2a42569c-92c5-5ada-8802-b2ba326916ec","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"a0d1c279-5ab8-5bac-98da-e2d61606b486","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"68f92815-6c90-5953-8749-4ae24eed94e3","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"78786d16-4368-4322-8277-4e4c84bbdefb","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Doors"
"dcfa79d5-3027-5a9c-bcfe-199552bd3b59","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Doors","Check opening is correct and plumb"
"dab914ee-9494-5b6d-9f35-ab96f0ba38d5","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Doors","Doors installed within tolerances"
"c27abbbb-58d1-5018-b10a-fb9f808c4f14","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Doors","Fire seal installed if fire door"
"72b5dad6-3289-5067-9f61-df7f742344d2","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.38 - Care Suite - Type CS - 2.1A","Doors","Floor gap is correct"
"7788fa33-4581-472b-96b3-9e28ff2257bc","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A"
"b0cedd50-9c0d-46b5-9311-b242a79e6834","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing"
"2ea9b7d0-0e29-531a-9752-a6d6e181243b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","General information recorded"
"084db966-bed9-5c47-9093-bbfe1ee1a51b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","DPC installed, checked and correct as per specification"
"4a89bd7e-893f-5f1f-989d-4939754381eb","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"739b0f15-8a66-5ddd-ab11-3396ada11b1e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"aff74e1f-2b58-50cb-ba5e-6d6eed104ff0","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"4e4f3482-f255-596e-9df7-50f95b310398","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"c2eb3248-eb5e-5ecd-a578-6e3ef3ab8900","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","Spax screws installed as per structural design"
"922b6f69-c9a7-5594-b706-497e9566e849","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","Bracing elements installed as per S1-03"
"923b66b4-b204-5539-b0d5-7eaca0b8ee52","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","Gib quiet ties installed"
"e648583e-3437-5c8c-b31b-eebbfc41d463","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"08a5a888-407e-578e-8108-623b4553c552","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Interior Framing","All Wall framing checks completed & Inspections carried out"
"aacd1189-39d8-4cb5-ac7e-4bb2e00de04e","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Timber Architraves & Skirtings & Jamb liners"
"84ccadcd-a22c-519a-8815-5fd31044c00e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"e1f50df7-6251-52f4-84a9-7d94d8210dc7","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"c90c7724-a119-5ea0-b366-fccb8c724df5","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"ffdb243e-be75-563e-af64-ccf5859f00aa","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"b5bc5390-afce-4bd0-9dc1-89f2c6d302a6","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Doors"
"12430aa4-b140-5a5d-b534-ee1f360d65df","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Doors","Check opening is correct and plumb"
"76150c67-241e-51c8-ab36-933f4b92eea4","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Doors","Doors installed within tolerances"
"b9eb32e2-957f-527c-afe0-1175e43ac776","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Doors","Fire seal installed if fire door"
"d244aef0-237f-5d3e-8811-900f053b9b95","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.39 - Care Suite - Type CS - 2.1A","Doors","Floor gap is correct"
"af28dce8-d0f8-469b-8c49-78266eb12878","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Level 1","1.4 - Care Suite - Type CS - 2.1A"
"15c4b42e-c882-4da1-83d4-e05d71d5f32a","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.4 - Care Suite - Type CS - 2.1A","Interior Framing"
"9c77207f-b11f-5845-96e8-c3af033fcb76","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.4 - Care Suite - Type CS - 2.1A","Interior Framing","General information recorded"
"68d77309-ce44-5323-b336-6fb7540725ea","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.4 - Care Suite - Type CS - 2.1A","Interior Framing","DPC installed, checked and correct as per specification"
"090a24c4-59a1-57cb-984e-5e2c9186ec0b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.4 - Care Suite - Type CS - 2.1A","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"c904c3af-3777-5a63-b146-6972aad5ca8c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.4 - Care Suite - Type CS - 2.1A","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"2e40ef38-bc28-54de-bc1f-54958c3b0f2c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.4 - Care Suite - Type CS - 2.1A","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
