"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f053c89d-8907-4c34-958a-c06df2b8334e","","checklist-flat","work-in-progress","c6e66142321f04d98d9e5ad1b0964b2f6448ff942b808391f4c42596010219ea","checklist-flat","FALSE","FALSE","Eve - Project Details"
"37d30fcf-8035-5c28-a029-d9c1ca2eadea","","checkpoint-status","pass","","","TRUE","TRUE","Eve - Project Details","Project details entered below"
"07ff5dfe-7144-563b-9ff7-452e0e560277","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Grouts submitted for approval (UPLOAD TDS and SDS for each grout submitted)"
"848975a0-b829-5dd6-a45a-bb3f80f97dc0","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have submitted grouts been approved? (UPLOAD copy of approval)"
"e50c413c-6da4-5329-a6d6-62a57237dbe8","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Caulking products submitted for approval (UPLOAD TDS and SDS for each caulking product submitted)"
"9cc806fa-9091-5872-8f13-c42ce87514f0","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have submitted caulking products been approved? (UPLOAD copy of approval)"
"8d73931a-37e7-50b6-93f1-e20b9615261f","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Patching products submitted for approval (UPLOAD TDS and SDS for each patching product submitted)"
"9a6d6c75-f47e-5e5c-a847-0264aef014ef","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have patching products been approved? (UPLOAD copy of approval)"
"f5d7d255-8963-4d55-9757-3f2ccd65355d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA"
"c1624075-e0c9-4c04-958a-2ea044578f89","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1"
"075baef4-ed01-4a3d-b99b-a84ad404aa5f","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1","Column"
"12280e7c-0fe5-4ddc-9af9-5536cc334cae","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C03"
"ba51723e-6a0d-55ed-9571-d6dc7a1452be","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C03","Manufacturing Documents"
"94a01353-f8ba-547f-a72d-382be4b39287","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"c8b28e8d-8290-556a-98cb-04accfc1fcbd","","checkpoint-status","fail","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"b5bf16db-d951-56ae-9f68-68b3e3f7d467","","checkpoint-status","fail","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"92826a20-52ec-564d-9621-e341fd3901b0","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"d48a59f6-a8a6-5b60-b38f-10a45edca181","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P11","Element Caulking"
"ce617ddb-da25-516c-a229-d68839485d3b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Element Caulking","Element caulked as per project requirements"
"3d66aeab-f8be-5a5f-850e-bdea0d20d010","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P11","HOLD POINT - Confirmation that Props can be removed"
"a9a69af6-cc5d-540a-a67a-4a93ce0ef5d0","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"b582eb5d-2805-5417-992c-5a483506cbcd","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"2a93add3-b7bf-5278-9c52-60e76360d2d9","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P11","Basic Patch"
"7b8b947b-96bf-580d-b42b-dfbe2d9946e7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Basic Patch","Have the lifting anchors been patching as per project requirements"
"38bf0d90-353b-518d-9d35-5a1684ca1a3c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Basic Patch","Have the prop points been patching as per project requirements"
"d7192915-408b-51f5-91ee-2d2cc3dd0b41","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Basic Patch","Have the grout tubes been patching as per project requirements"
"409c5a1b-13a0-52f3-8479-a5982a4bbc09","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P11","Final Finish"
"72382538-2195-5d45-b052-3b4528ed6b38","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"e0be652d-ff1e-5c18-a48f-203a201a56f6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"bd973381-9e69-4794-bfc1-37e54e46bf02","","checklist-sectioned","fail","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P12"
"eebc2f0a-bf7e-5528-b508-1eaaa6de8319","","checkpoint-group","fail","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P12","Element Install & Grouting"
"664f28ec-f926-5ac9-bc38-c49ecb34c463","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"e058755b-d775-58e1-9962-2343e5637a8a","","checkpoint-status","fail","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"372787cd-a619-5501-8436-0c9a0506305b","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"a87f8001-c711-51a8-8a95-13532db1ec95","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"8e683d84-ba4b-5965-9bca-e8ee22f2cf97","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"1a3d3b42-518b-5cb0-b9ae-7c8d53d24700","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"d83f15c3-de6d-51d7-9d77-297fe39dc71c","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"14b3905e-dcb7-5918-92d1-e18e4a47d2eb","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P12","Element Caulking"
"34d1a3e3-3f71-5ff0-b649-29ea42904c57","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Element Caulking","Element caulked as per project requirements"
"7aafdf56-13a8-5cba-8315-e691628345c2","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P12","HOLD POINT - Confirmation that Props can be removed"
"9ef58be1-7ec4-5260-8616-d48d57756c2a","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"ae62ed9b-3bde-5ffc-96ca-161d2099b861","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"b145adcb-2dd6-5e90-9ed7-9cfbef406eed","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P12","Basic Patch"
"a7aa0e62-998f-5b34-9b8c-a00b8e429353","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Basic Patch","Have the lifting anchors been patching as per project requirements"
"5cc118e7-dd78-537c-b5ff-923bfaaf9fd9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Basic Patch","Have the prop points been patching as per project requirements"
"d73809bc-e0ce-5234-8eaa-2b5da3c5ebb2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Basic Patch","Have the grout tubes been patching as per project requirements"
"f67638b5-ed29-53fb-9b98-ee9dbd6e31ea","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P12","Final Finish"
"9dde7360-0d8b-5594-acb2-64612326e551","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"d138e3c1-0e33-58c2-afb6-f937749cb2a5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P12","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"928c5f37-dae9-4b85-9d28-de932d14256f","","checklist-sectioned","work-in-progress","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P13"
"9a8508ae-f3ff-59d9-af0a-4f0acdbb04ae","","checkpoint-group","pass","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P13","Element Install & Grouting"
"d0d5e723-1fca-513f-bbbe-8bb837f849e3","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"7fdf11f8-10bc-520e-a342-c2ab30bbfb58","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"cd9f2053-764c-5f7a-af02-308df6498725","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"c7482a5f-0d82-5bec-bc77-7fd96482fdb8","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"fe70d5f2-adae-5ca1-95a2-5fdf717d8aeb","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"737f8605-190a-5b6c-8baa-a6de4d44fc31","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"c3aa89d5-32cd-5021-8ad3-589305177f4c","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"ce404b17-85f4-596b-9ef5-5e60e4bc7bf1","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P13","Element Caulking"
"2522df40-2cdc-567e-83ec-aa94f50fe9cb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Element Caulking","Element caulked as per project requirements"
"75b2117f-cea8-5d6e-a48b-2b568e737dc7","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P13","HOLD POINT - Confirmation that Props can be removed"
"d2d6e58f-169e-57e2-a863-d1435164775d","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"ba9f7b74-b512-5f29-a446-4589b0dcbacf","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"1957caad-0cd2-5390-867b-cb8296020234","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P13","Basic Patch"
"435f3718-5a31-5099-b74c-85fd7545eb85","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Basic Patch","Have the lifting anchors been patching as per project requirements"
"b4d0e09f-99aa-5aa9-8c6c-69cd39603eeb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Basic Patch","Have the prop points been patching as per project requirements"
"d9317934-44d3-5003-bbe9-a5760df7a04c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Basic Patch","Have the grout tubes been patching as per project requirements"
"cfacf6cf-b012-50d2-9287-b6d0a5e85f5b","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P13","Final Finish"
"ca94a477-4057-571e-97d6-b9a1d7923856","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"6ffce30e-fb06-5244-8935-6d2e2b2bceca","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P13","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"6b1e5414-3d54-44b3-9f50-bf848c2fb2a3","","checklist-sectioned","work-in-progress","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P14"
"22227a85-3019-5027-8db8-b5d90cc1bad1","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P14","Element Install & Grouting"
"a59516b2-bba9-5219-9598-61fadefe0d3d","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"e64523df-55e7-5083-8275-7860514a9d5f","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"45b26a27-e45c-5e9d-98af-4972dc09f491","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"4351cac7-3177-5573-9d5a-21ac9e88abbd","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"9b4c6048-b7c5-5d82-a271-f10b6826f14f","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"765d3b76-8d08-51f0-aaf5-8b094d16384b","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"53cdbf3d-7354-5875-906f-9285d715b63d","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"a2ab4e5b-56d2-5c36-8150-b30022685430","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P14","Element Caulking"
"fc060d13-1a33-5d87-b973-62e782c16708","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Element Caulking","Element caulked as per project requirements"
"50c69830-179d-546a-a757-d5e50bbb9007","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P14","HOLD POINT - Confirmation that Props can be removed"
"0e7241c0-494c-589b-9985-85e0519294ea","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"2ee11305-5941-5059-a131-28978a80d59c","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"4388b473-c5ea-553c-a7aa-71ce6391ce27","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P14","Basic Patch"
"c30a29fb-2190-52af-aaa8-4652cd77b8e8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Basic Patch","Have the lifting anchors been patching as per project requirements"
"f05585a9-3fd2-5bf6-af2e-470fda0629a0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Basic Patch","Have the prop points been patching as per project requirements"
"8a32bfdb-1bd0-5c57-b78d-1776ba937b2c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Basic Patch","Have the grout tubes been patching as per project requirements"
"b866f22c-f37f-5836-af06-80c761a1ace0","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P14","Final Finish"
"54a2a9cd-68a8-58f0-932b-8f4050969252","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"237c6bd0-20d2-50d2-af0f-336d812797d5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P14","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"577c18cd-f567-4090-a64a-813cb1470897","","checklist-sectioned","work-in-progress","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P17"
