"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2969c12f-b90a-5eec-a836-5d63a70f9d3b","","checklist-flat","work-in-progress","Project Details","checklist-flat","FALSE","FALSE","Project Details"
"6d506d64-3a3f-499a-b827-4fc9eba80496","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","QA - Mechanical  Inspections"
"e74ed0ca-8ae5-4f67-a83b-048db8ab4213","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 3 - Check Sheet","Fire Fibre","MH2 to KIT - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"e10aed18-95a4-4eba-981a-d97af77ce2aa","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 3 - Check Sheet","Fire Fibre","MH2 to PRO - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"7fb7c452-a541-48fb-a8cb-67ad5288b0d4","","folder-normal","pass","","step","TRUE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet"
"17750994-4105-4219-afd1-4d414d65428c","","folder-normal","pass","","step","TRUE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse"
"bbd997c4-56c5-4f47-897e-955747142dec","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","OPS to WAS - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"eeda8b5e-c4f6-4dcf-bc03-78cdff639938","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","GHS to WAS - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"50a95fd5-2ab6-48ad-950f-f63ab9e53a12","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","OPS to IND - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"ccb3be64-e9bd-4368-8fc7-415065e32a76","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","GHS to IND - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"00309bb4-c083-48f8-83d0-7a32388621ef","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","OPS to LAU - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"0f072879-8c18-420e-9227-4b0f697ba5ee","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","GHS to LAU - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"5799abe4-02f7-423b-9222-d3ca26848b60","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","OPS to KIT - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"a79160e0-216e-4f57-bb00-68cfbd629338","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","GHS to KIT - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"eafbc5bf-07b5-43ff-9463-7221feeba8f4","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","OPS to PRO - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"9f38bb8a-9560-4178-bc40-86d8b0f16480","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","GHS to PRO - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"d1ffb86a-d8f4-47a5-bc04-27be4ab9dfa4","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","OPS to WHA - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"31e231f0-35b5-453a-952f-7ee7165c34b5","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","GHS to WHA - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"e447ea68-6da8-4c3b-ba4f-2a63125030a1","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","FC (LAU) to OPS - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"7f328257-9f70-40cc-ad3a-6659a7f672c6","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","FC (LAU) to GHS - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"fc757812-4040-4934-ab0f-f76075d91256","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","FC (FM3) to OPS - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"9c1577ac-e25c-4d74-9635-048b94fa81f8","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","MD Primary & Diverse","FC (FM3) to GHS - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"fc85b01a-076a-4781-8b14-05477d05d815","","folder-normal","pass","","step","TRUE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","Fire Fibre"
"36c4a6db-6478-453f-8d61-8df6e3cb5575","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","Fire Fibre","WAS to IND - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"47c465ce-3b24-4ef5-a53e-7f279ce6106d","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 4 - Check Sheet","Fire Fibre","IND to KIT - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"7da9cc2f-5538-498a-a371-cc3be5ab532a","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet"
"a09550f1-66a1-43ff-8842-76b2c3961ec2","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","MD Primary & Diverse"
"6a2077d9-db72-4c70-882c-9c831878add5","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","MD Primary & Diverse","FM1 to GHS (Primary) - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"1a2955d6-be67-4e8b-bcba-6322317a1230","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","MD Primary & Diverse","FM1 to GHS (Diverse) - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"fd8e5031-4ed3-48a9-8ce2-cbc73aa0d0e1","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","MD Primary & Diverse","STA to GHS (Primary) - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"9b73839a-9867-476b-8941-7de8013f6c74","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","MD Primary & Diverse","STA to GHS (Diverse) - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"63cd4f2d-a7d8-4332-8c67-ddbc8db24932","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","MD Primary & Diverse","PCP to GHS (Primary) - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"e16ab031-23a9-4467-9087-ab3d8ce0548b","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","MD Primary & Diverse","PCP to GHS (Diverse) - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"bd571d51-b141-453e-9c02-3435071c2c33","","checklist-flat","work-in-progress","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","MD Primary & Diverse","GHS to VRC (Primary) - Check Sheet - AES-NZ1005-STE-ITP-PMT-0009"
"15962082-3599-44a7-aba2-f1608dee5902","","checklist-flat","work-in-progress","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","MD Primary & Diverse","GHS to VRC (Diverse) - Check Sheet - AES-NZ1005-STE-ITP-PMT-0009"
"716c064d-f1b7-4a31-9f7b-791d8b536897","","folder-normal","pass","","step","TRUE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","Fire Fibre"
"f49ecfef-04b1-4160-8064-55adee76faff","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","Fire Fibre","GHS to VRC - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"00e762c8-b52e-4197-83a0-c4beb2244afc","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","Fire Fibre","FM1 to STA - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"ddd2184a-8a2a-4a2c-b220-1675f0c2f8c0","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","Fire Fibre","STA to VRC - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"4557eb5c-0601-49c8-934c-9619562d06ef","","checklist-flat","pass","Communications In-Ground Conduits & Cable Pits","checklist-flat","FALSE","FALSE","QA - Micro Duct Installation","Stage 5 - Check Sheet","Fire Fibre","FM1 to MH1 - Check Sheet 100% Complete - AES-NZ1005-STE-ITP-PMT-0009"
"d493364f-de30-4afd-8473-4e7047bdb1ea","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging "
"61c7910f-8a00-4153-bb66-9fcc969e63ce","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)"
"d2163c18-58ca-4fe9-aef7-bd7b19a6a16d","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 1 - UT1"
"d5fb44c6-c91a-5b20-8709-95f90e348021","","checklist-flat","not-started"," Natural Gas Purging with Inert Gas (Nitrogen)","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 1 - UT1"," Natural Gas Purging with Inert Gas (Nitrogen)"
"cc700085-5cf2-4f9a-aed5-a83128607031","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 2 - FM1"
"c3ba3269-a2c2-5c2f-86c8-a6bc7d6d7435","","checklist-flat","work-in-progress"," Natural Gas Purging with Inert Gas (Nitrogen)","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 2 - FM1"," Natural Gas Purging with Inert Gas (Nitrogen)"
"77d45f4a-8bc4-4548-b044-2091eb32d955","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 3 - SPO"
"b973fc34-a177-51a6-927e-a3c1002f6c17","","checklist-flat","not-started"," Natural Gas Purging with Inert Gas (Nitrogen)","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 3 - SPO"," Natural Gas Purging with Inert Gas (Nitrogen)"
"dd63031d-01d4-4bbd-83b5-f923be4acf20","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 4 - KIT"
"2b6f47b3-e6c3-5d9e-997f-8adbc4b43393","","checklist-flat","not-started"," Natural Gas Purging with Inert Gas (Nitrogen)","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 4 - KIT"," Natural Gas Purging with Inert Gas (Nitrogen)"
"03d45f10-17e6-429a-ab80-e07a5317b15c","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 5 - LAU"
"703c3e4d-fcbb-5244-912b-faccb439c41c","","checklist-flat","not-started"," Natural Gas Purging with Inert Gas (Nitrogen)","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 5 - LAU"," Natural Gas Purging with Inert Gas (Nitrogen)"
"e89c90b1-30e8-4b93-97c8-ec5e68d3a3c1","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 6 - FM3"
"46d726c9-9804-5b36-9b82-a857bfc7cfaa","","checklist-flat","not-started"," Natural Gas Purging with Inert Gas (Nitrogen)","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 6 - FM3"," Natural Gas Purging with Inert Gas (Nitrogen)"
"9847cc27-c153-49bb-8943-9241bbe8257c","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 7 - IND"
"ab3069a1-163a-59b4-bbb6-09ddf9d1eb93","","checklist-flat","not-started"," Natural Gas Purging with Inert Gas (Nitrogen)","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Inert Gas (Nitrogen)","Purge 7 - IND"," Natural Gas Purging with Inert Gas (Nitrogen)"
"e33dce98-707d-43ab-954f-3a4c02e4fb60","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas"
"0dcdbcd1-a408-4eb6-b136-cea7cbdfecb7","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 1 - UT1"
"7c90e862-3ce7-5628-b0a2-2dfc208ff888","","checklist-flat","not-started","Natural Gas Purging with Natural Gas","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 1 - UT1","Natural Gas Purging with Natural Gas"
"969ab134-8460-47d5-bdb0-8bdea6ede37c","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 2 - FM1"
"0a9d71a8-e288-5b43-ac4e-3557edce9544","","checklist-flat","not-started","Natural Gas Purging with Natural Gas","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 2 - FM1","Natural Gas Purging with Natural Gas"
"5ce222cb-7152-4c2c-ba01-19a2024a7f2c","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 3 - SPO"
"9ace7348-424f-5acc-8ac7-39c67a941249","","checklist-flat","not-started","Natural Gas Purging with Natural Gas","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 3 - SPO","Natural Gas Purging with Natural Gas"
"01fa54cc-4332-4fa2-ad9c-781e4c2d2cb9","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 4 - KIT"
"09f88e55-15d1-56c1-946c-c30a01863f76","","checklist-flat","not-started","Natural Gas Purging with Natural Gas","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 4 - KIT","Natural Gas Purging with Natural Gas"
"ad93dfc8-440a-467d-a0a8-61a5b5292fb3","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 5 - LAU"
"3187c72f-3e41-5e4d-8da6-51644efcea58","","checklist-flat","not-started","Natural Gas Purging with Natural Gas","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 5 - LAU","Natural Gas Purging with Natural Gas"
"0fc4ea8d-3146-48ac-b7a9-1d809b4aa7f0","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 6 - FM3"
"810569de-ca19-53d4-a004-a48240e80e12","","checklist-flat","not-started","Natural Gas Purging with Natural Gas","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 6 - FM3","Natural Gas Purging with Natural Gas"
"af55ad47-8ddc-46d0-9fb9-e76011ee873b","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 7 - IND"
"f353d3c7-990d-5be2-b448-dff3b107d8fc","","checklist-flat","not-started","Natural Gas Purging with Natural Gas","checklist-flat","FALSE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Purging with Natural Gas","Purge 7 - IND","Natural Gas Purging with Natural Gas"
"d9c0c48c-688a-420a-bf02-dec85cd8d1e9","","folder-progress","not-started","","checklist","TRUE","FALSE","QA - Natural Gas Gastight Air Pressure Test and Purging ","Natural Gas Gastight Air Pressure Test"
