"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7dd9af6d-8272-4328-b9f0-ddc2814e675c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0d2282ae-b0d6-4f0a-921a-45f2e4df878f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 11"
"7db5f57e-321c-48ee-b2f0-75da061a3df6","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101"
"8ed89402-a56a-4861-8cdd-cac844dcca72","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in"
"ee893557-596c-4034-aa7f-ed32dd9b774a","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation"
"04e0270a-cdaa-5058-bdfa-8adc3b4e6cb2","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation","Details:"
"7b9cd3c2-dbb7-52fd-a207-b981bdbd78ce","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Gas Service","Apply air test as per AS/NZS-5600 (Provide test process photos)"
"4322da88-988a-4ec3-9df0-56296981dcd6","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning"
"72b0bdc0-ca0b-4ae2-8e4f-12781f262cac","","pass","9c13593819d91d9f51eae26e5e84251fbec2d43fdb30b0a585eabe1606d736f8","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group"
"a4febf3e-af69-5c80-bdf8-faaa88198b17","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:"
"19c8430a-a288-543d-9107-9bbbf32c0825","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)"
"843ab2f4-f081-5e4a-b5a8-ccd087eb8004","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Installation complies with current drawings & specifications"
"98371e2f-951d-50cf-996e-571591383965","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"64e3b99e-5be3-5d6e-b7a1-98353bf8f508","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check for any damage, leaks or missing components"
"fa488095-8057-535d-ab0d-1d1e0c070eec","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check level & alignment of all fixtures"
"9d955818-7b94-5b7f-8c5a-0314987cb134","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check all fixtures, seats & covers are securely fastened"
"8649224c-071a-574c-b744-5d5bbc824330","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check all valves are fully open"
"96811171-f935-5c44-b4e4-746b998df23d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check all flexible connections are not twisted or kinked"
"7b0a1920-d88c-5b3d-bbad-600fe6558e0b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check for water for cross connections"
"00cdc06c-222a-5f65-a53a-be92d19d02f0","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check fixture wastes & connections"
"42a0a19a-98cd-575f-9fd4-12ac935093e4","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check pipework & all traps are clear of debris"
"16efc36d-ff2f-5eba-8d9c-aaa185e07988","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check AAV is installed to correct height"
"b0444b42-6f01-52b8-ae9c-e70313c9195f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check future connection water valves are securely capped"
"e20772df-fe1c-5cbb-9d46-6b65cb821d87","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check TV do not exceed 50°C"
"776d1e5c-cce0-522e-aab8-c177660a3065","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check TMV do not exceed 45°C"
"d13632da-5d9f-5414-930c-e827bf5a2434","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check dishwasher function"
"001cf168-926d-5db4-b3bf-96a2fddb957b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check gas valves & regulators"
"262146cb-2241-5385-b75d-75c5c6dd6dd6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check all gas burner functions"
"b2825608-a8f8-5d22-adf6-b59a8c0c49a6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check balcony hose tap"
"84d9e212-da79-5ec1-ad46-0532721ec6e7","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check balcony floor grate & downpipe"
"9f8980d1-035f-57ad-8f05-19e3b2fb5e3c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Check all fixtures & tapware are operating as specified"
"4b3d7f03-49bb-5199-9bd7-73968a3d67a0","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Commissioning","Commission Fixture Group","Details:","Confirm area has been left clean"
"94024a1d-cb6c-44af-acac-eb06f4623464","","pass","","folder","TRUE","FALSE","Site QA","Stage 15"
"c4702ddd-f21c-4a46-977d-31876f091302","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1501"
"df90eafb-eb85-4382-aa5c-4a613cccb582","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in"
"7bf48fd9-96d9-49ad-b4e8-28a7b476efb5","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation"
"2b920709-9e4c-5274-827f-c13618c2561d","","pass","","section","FALSE","FALSE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:"
"36168f2b-c5c3-5376-9379-47d2caf2fea2","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"9ce2b11e-d40d-5bdb-b6e4-28b2f63b2994","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Installation photos to be taken only within this Checkpoint)"
"b9c02f41-f83b-5972-8013-3eddb00e515c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Installation complies with current drawings & specifications"
"fae76360-0c1e-52db-835f-3a4abf20ef2b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"054ca853-0985-5b75-9b82-9f4a6b4a73cd","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check for damage & leaks"
"3f567c9c-24b8-522a-95ed-79c0f4c92408","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check materials & joining methods"
"b5ec02a9-581a-5418-b040-164ddc3b06e0","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check alignments & levels"
"c78ad504-7256-59cf-8805-ef06a9ce039d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check pipe clips, hangers & fixings (correct size, spacing & separation)"
"e29f4df8-f91b-5b17-97bf-d3a449adb869","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check expansion joints and anchor points"
"4d6e623c-9af9-57cf-8cd5-3e76240730f6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check in-wall fixture mounting brackets & concealed cisterns (if specified)"
"6782d7ca-ecf4-5606-a028-0ecc5d506a3c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check in-wall waste pipes & vents"
"993d7651-ab4b-5a48-bd02-10340b385e17","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check inspection openings"
"0d413244-6d70-526c-9995-dfcc2161d1c4","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check pipework & traps are clear of debris"
"de9af837-357f-58e8-bea5-172fbca0b553","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check open ends are sealed"
"6c9590c9-3da3-5ef3-a606-11f35d58498f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check acoustic insulation (if specified)"
"f2fc5ee1-d1ab-533b-b0bf-27bed603d417","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check pipe labelling"
"0effed72-c774-5f8e-8772-518d99fa7845","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check floor/wall penetration fire proofing"
"9af4a993-30c3-56c4-beb3-97c802d5e60f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Waste & Vent Installation","Details:","Check vents are run to atmosphere and weather proofing is complete"
"021e32bc-28f1-431b-8c92-5c902252c9cc","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"a605c553-422e-5789-84e0-d1ad1d294294","","pass","","section","FALSE","FALSE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:"
"d739f119-cf6a-5b03-adf7-83b85a6516d5","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"59117c1b-5094-5283-8467-0187ee610957","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Installation photos to be taken only within this Checkpoint)"
"0ab6bedd-dd07-5fa2-81fc-c97064c1ca3c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Installation complies with current drawings & specifications"
"67c83225-4a5d-57e9-aaa0-42b3d0aa8633","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"aeab1442-0f8f-5c94-82e1-6fd477d5b913","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check for damage & leaks"
"433447d3-f2ce-5b29-80f3-2e546d43e0f5","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check pipework can not be holed by plaster screws"
"a4434b49-1faa-5d19-aeb0-bdf2a835c06a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check crimp fittings"
"3d11e149-59a5-58fb-8c40-9dc676aad505","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check for cross connections"
"b5ad4297-e7bb-5b94-a212-66163eaeeec7","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check alignment & levels"
"f86a6a38-a3b4-51cb-b91f-43de6a30dab6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check materials & joining methods"
"3a673a5c-0700-535d-819a-0707ef5323be","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check pipe clips, hangers & fixings (correct size, spacing & separation)"
"4dd70151-2525-5adc-8999-9116939b5e3a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check TMV/TV"
"2c269779-7bb4-566f-9c8c-c1ece72d1d55","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check in-wall mixer bodies & lugged elbows"
"0755af24-7d6e-5afc-b875-feabf2ba5b91","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check in-wall fixture mounting brackets & concealed cisterns (if specified)"
"84277604-8b20-53b2-bc00-56d436ba7b59","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check noggins for future fixture"
"7e16ef33-39af-56af-a2be-bc95ee918c48","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check sharp edge pipe protection"
"2d911e57-82d5-5ce3-945e-ae55e92f615a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check heat trace (if specified)"
"c3007c1c-68b6-507d-8ae0-c47e64d1b2ec","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check hot water pipe clips & thermal insulation (if specified)"
"791f7b14-13ad-5ab0-80e7-0d79e04a9f22","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check pipe colour coding"
"8f548696-d896-5695-9ac6-b01065086761","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Water Service Installation (Rough-ins)","Details:","Check floor/wall penetration fire proofing"
"d4f3d53e-ac21-402e-8df5-b9ec270d53b3","","pass","aaaccb222565c4ec4e2391f65c7e7ae5a86006de637ff4ac2752bedff5d53228","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"6a5d5f06-3b42-590d-9647-b4266708d7b2","","pass","","section","FALSE","FALSE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:"
"7a36dc17-7957-59e7-b369-c6d4521f7314","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"0c918fe6-f357-5b7f-9152-32ef0dfa809f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 15","Lot 1501","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)"
