"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b8d2f43f-c338-499e-a4f3-a470deeee484","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"32803bc0-e1a6-4dac-a383-768f55281eab","","pass","","folder","TRUE","FALSE","Site QA","Stage 1"
"723508cf-5247-416f-a7fd-236c675935c1","","pass","","folder","TRUE","FALSE","Site QA","Stage 1","02.01 - Traffic Management"
"3f1bb331-e3a0-4577-9fae-f752002b8695","","pass","02.01 - Traffic Management","checklist","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management"
"2d6c6295-5e09-5e99-8120-3efc3d844d18","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management","Details"
"6ecac4c1-ecf9-555d-82bc-ad552bbafa50","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:69103917-134e-535e-aa9a-52677f06c27b","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Define lot size."
"22f2976e-9762-5858-a833-2cdb12547fb5","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:a55a4b07-2b27-5daa-a844-7eb74955dc6c","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Earth Fill Material stockpile or source material results submitted to Administarator"
"53903a83-a9f3-5a22-ba6b-4b3407b99eb7","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:a55a4b07-2b27-5daa-a844-7eb74955dc6c:62fdb3fa-1165-53b9-abb8-f12ba318add4","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","HOLD POINT"
"24a46fd1-d8da-55ea-852f-1b0cb2483b5b","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:8faae75a-730e-579d-8e9d-f1546ff320f4","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","General fill material used for the construction of road embankments sourced from general excavations on site or imported, complies with General fill Class A1, A2 or B and is homogeneous."
"af6cbdb2-d5a7-5744-8bec-9e6d5f66a64d","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:cba9bea8-418c-51c6-a8f7-089525db77fa","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Compacted Layer Method: Fill material placed uniformly in layers. Uncompacted layer thicknesses;"
"d628ee72-ae37-5abb-8db0-24d97b263fd1","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:230874ec-0682-54d6-a537-c03a894f7f16","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Compacted Layer Method: Embankment moisture ratio within ranges specified Rainfall Zone: HIGH"
"fd5ac992-6bef-575c-be78-493147c6d960","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:9626724b-fdcf-594f-a1ef-1b6ecd60ad1a","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Testing of Each Layer: Each layer shall be tested to conform the requirements as per Clause 5.6 before placing the subsequent layers."
"983b5622-3b0d-5839-8b7b-b5fc3d3750c1","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:aff05d78-2083-563b-988a-f55559c0178e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Mechanical Interlock Method: Each layer rolled until no further permanent visible lowering of the surface occurs and layer thickness no greater than specified in Table 15.4"
"4828be98-bcb5-5693-8da1-bfea58c39c3e","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:21ab8c39-3d95-54a9-82e8-2e6c30369bcd","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Geotextile placed at interchange between compaction methods"
"daf03e43-4f05-5eda-becd-baf34714c113","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:45559a51-3008-5b1b-a97e-f25e3c5c7318","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Within Vertical Geometric Tolerance"
"ae2811bb-c3bd-560d-8d47-b50fac4010a7","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Final Verification"
"7973abb5-2c52-5b6d-b564-fc1377771263","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Sign ITP"
"5ef1b456-3d9f-5b9a-8480-de2f8f47e11e","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Final Sign Offs (to be completed at closure of Lot)"
"993aafc6-0860-59db-8738-dc9a547c7ffc","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"f7b07d45-1d7f-594c-88eb-f9948658ac07","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"974ab89d-6959-5750-9f8a-195386228f36","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"9b788159-e2b6-55ee-afbe-5ff0d6464e25","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"bca6832b-ed18-4ccf-9546-c5df028ba2d1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stage 4","04.18 - Subgrade Testing"
"ba1b85d7-35db-4690-b1be-9993f8a6b82d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stage 4","04.181 - Subgrade Level"
"242e9949-be60-4524-95d3-d1e5e3e89b79","","pass","","folder","TRUE","FALSE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A"
"48424629-203a-402c-8d90-2c84c6967e05","","pass","04.182 - Subgrade Treatment Type A","checklist","FALSE","FALSE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment"
"16b0125b-b7ea-5581-a087-611cea48a3e3","","pass","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details"
"45bb1ab7-cca2-5f45-a9f6-51f0866c6762","","pass","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f:6aff2c5f-7614-59a2-9f3f-599a713936c0","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details","Define Lot"
"646672df-2332-5146-9a1a-b6853bbb6574","","pass","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f:2fb0c5f2-9e4e-57fd-b846-94975e1c4929","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details","Trim and compact existing: Subgrade Density requirements Q140A -Material to be compacted to a density of not less than that stated in Table 15.3(b)"
"930d56f8-9716-5ddb-ac75-d5042a1a7b04","","pass","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f:00b385ed-e46e-55ff-ba39-a416c4622b5f","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details","Proof Roll: Subgrade material provides a stable dense surface displaying no vertical movement under proof roll by:"
"ef62108e-56dd-56c3-84c8-5f507d9e9ad1","","pass","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f:887e0219-4f57-5f77-bbf1-061eb304e56e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details","Subgrade constructed to tolerance as stated in Table 6.3.1 Primary Vertical Tolerances unless it cannot be trimmed by a grader"
"a91962bc-5671-5823-9788-6d4df297f70b","","not-applicable","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f:261fbb24-c85e-5baf-81be-6bc38f2cd67b","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details","Straight Edge Testing: The gap beneath a three metre-long straight-edge placed anywhere on the surface at Subgrade Level shall not exceed 25 mm, due allowance being made for design shape where relevant."
"727c4d8d-44be-53d4-bbfa-58ef77d9aee2","","pass","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f:02dc668f-dba0-5af8-a649-dae31f370fed","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details","Subgrade shall not pond water and be free draining."
"1745d2fa-0488-559e-b1f1-57e26cc02730","","pass","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f:d3ada7cc-0de6-5720-9dd2-104c39c6091e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details","The subgrade shall be constructed and tested to subgrade level in accordance with the requirements, prior to construction of the pavement."
"8b8ceac6-8ba2-56f4-a0ba-592d050bdfa6","","pass","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f:d3ada7cc-0de6-5720-9dd2-104c39c6091e:43ba09e7-cac0-5469-8ec1-25a7d2ee4ddc","signoff","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details","HOLD POINT"
"337a4dc0-2d07-58e4-8409-076e5375254a","","pass","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details","Final Verification"
"3ff79056-6c5f-5215-8346-a51bb7d74623","","pass","04.182 - Subgrade Treatment Type A:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Details","Sign ITP"
"6a65c2af-e488-51b6-8901-ffc760472f0b","","pass","04.182 - Subgrade Treatment Type A:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Final Sign Offs (to be completed at closure of Lot)"
"487447f4-77ba-5478-97fa-564d5480e348","","pass","04.182 - Subgrade Treatment Type A:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"0945d501-1baa-5b97-8cc7-68cd8b56488a","","pass","04.182 - Subgrade Treatment Type A:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"5991b5d1-38e8-5692-8d6e-def49def84c4","","pass","04.182 - Subgrade Treatment Type A:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"acf9b8bc-4d5a-5f87-a144-cf5f65cfe566","","pass","04.182 - Subgrade Treatment Type A:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 4","04.182 - Subgrade Treatment Type A","SGR-04.182-LOT-006 - Subgrade Type A Treatment","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"eec69ad0-7458-424b-b5ea-34f45b9c8a17","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stage 4","04.183 - Subgrade Treatment Type C"
"e92bc03f-78ec-4392-b08a-964f50450329","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stage 4","05.01 - Unbound Pavement"
"390265fa-51fc-4fe8-8c8e-ddd90920e0cf","","pass","","folder","TRUE","FALSE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements"
"c4477d3c-986f-4055-a9a0-5b04e32778d0","","pass","10.01 - Plant Mixed Lightly Bound Pavements","checklist","FALSE","FALSE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4"
"579efd97-7681-57dc-adf4-4f2a60f61b9a","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details"
"7291d84b-84d9-5d31-9fb5-9f2ebabdee6e","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:243140dc-76f7-5961-9205-cdb0fce3a8fa","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Construction Procedure"
"10b51293-a7b1-513d-9591-d1d1fa6ea853","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:243140dc-76f7-5961-9205-cdb0fce3a8fa:6dac35f8-56fa-5881-a970-d3b9b186dcf7","signoff","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","HOLD POINT"
"f5cac27b-01bb-5c86-898f-4ea8bda756e2","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:bc49bc48-2c20-50a8-89ce-4f9f4f8fafda","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Material Requirements - Unbound Pavement Material"
"1528489a-e434-5dd0-8a29-93f833571e31","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:bc49bc48-2c20-50a8-89ce-4f9f4f8fafda:a3e7b37d-acd0-5bd9-9e26-64b49423c1a9","signoff","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","HOLD POINT"
"a4a09ca0-b5c6-55d0-af1b-44eea0f8aa0a","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:25b7cfbd-b61f-5a9d-99de-6ff61d84939d","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Mix Design Report"
"98e515c2-6af5-537a-a416-e08488e317ad","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:25b7cfbd-b61f-5a9d-99de-6ff61d84939d:ed7486f1-e465-5f8a-93af-ee19363fbaec","signoff","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","HOLD POINT"
"277c4e68-52b4-5494-9541-79620970377f","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:d696ff76-9950-520d-a3bc-37efc8b22e56","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Moisture Content"
"913c2be8-ad96-5ef7-82cd-a3ad8d89e3d9","","not-applicable","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:b11f1e9b-ede8-594a-8098-d0de12864985","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Construction - Trial Pavement"
"2b1178ec-643f-514a-b183-cc6f19ed5d21","","not-applicable","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:b11f1e9b-ede8-594a-8098-d0de12864985:3b295591-2821-5562-b0cb-1b5aaeb4d9c0","signoff","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","HOLD POINT"
"ca3d1605-67d8-5346-9675-2ba820aef337","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:1cfc3111-1a9d-5d0d-b33f-99e2ac3bc23f","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Material Compliance Testing"
"25f76350-8d00-5bbb-87d7-e852970f2803","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:56377b54-fde7-5406-837c-3890686afe74","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Equipment"
"6354fd27-f9cc-50b6-b832-ad0fea7e619d","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:1d851571-a928-5a25-b90f-6dc4951d0941","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Weather Conditions"
"4f529fd4-799b-5a5a-b2b5-d917a781793f","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:4e03ab1e-e68b-54c4-841d-13eb989c51d8","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Allowable Working Time"
"1cc16282-aa1a-504c-aa68-a4e16f952bcf","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:42fd55de-9d63-5d85-844a-49f359657c2f","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Construction Joints"
"77113dc3-c362-570f-871c-0004186839dd","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:09c077af-813c-5092-a8e3-c0018de0d0e2","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Fresh Joints"
"4e03fd12-5c6c-58d2-b9e8-478af15f0af4","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:fe775b8c-ae59-5b6c-9023-cee85f7e74d3","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Other (Cold) Joints"
"283ac292-d79d-5154-8162-6158a90a464a","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:41055705-a004-5593-8172-bad48792c3a7","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Curing of CMB Layers"
"cfeb9640-d440-55f5-b781-f4718b6bc59f","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:1c825ecf-7382-5490-866d-b99a23800274","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Trafficking of CMB Layers during Construction"
"f97863b5-0c2b-5339-b3a4-2a285e8b391b","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7fd44338-da44-5c5b-9f99-290fe3a4ff61","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Compaction Standard"
"b5455aa3-de9a-5f33-9535-dd90ec285857","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:ac9f11c6-86cb-54f1-bc10-08cb58380ce1","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","UCS"
"5175bd59-509a-58d8-b3a0-e1e1a534e67e","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:ec616351-fefd-56b9-a41a-96f6f73ce7d7","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Stabilising Agent Content"
"a584e471-7249-5e27-8021-ef08d19a976e","","pass","10.01 - Plant Mixed Lightly Bound Pavements:8111ace1-1386-5c1f-8290-3df28e3c8d3f:2f8e0836-4f19-5666-8540-e7e4a2288619","checkpoint","TRUE","TRUE","Site QA","Stage 4","10.01 - Plant Mixed Lightly Bound Pavements","LTB-10.01-LOT-020 - Lightly Bound Sub Base - Stage 4","Details","Geometrics - Horizontal Tolerances"
